日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/10/11,1,2630,ＭＸ米ＳＰ有,東Ｅ,"11,330",,-40,29.538,"+6,449.45",－,－
2021/10/11,2,2625,ｉＦＥＴＰＸ,東Ｅ,"1,997",,+32,35.768,"+4,881.62",－,－
2021/10/11,3,2639,ＧＸバイ日株,東Ｅ,"1,861",,+5,10.947,"+4,701.32",－,－
2021/10/11,4,1398,ＳＭＤリート,東Ｅ,"2,093",,+2,34.420,"+3,000.90",－,－
2021/10/11,5,3927,Ｆ－ブレイン,東Ｍ,929,,-103,"2,725.200","+2,968.92",－,3.74
2021/10/11,6,2640,ＧＸゲー日株,東Ｅ,"2,535",,+54,9.959,"+2,232.32",－,－
2021/10/11,7,2624,ｉＦＥ２２５,東Ｅ,"2,852",,+44,224.310,"+1,676.85",－,－
2021/10/11,8,2556,ＯｎｅＪリト,東Ｅ,"2,083",,-17,49.340,"+1,539.20",－,－
2021/10/11,9,3815,メディア工房,東Ｍ,316,,-2,423.600,"+1,266.45",63.7,2.65
2021/10/11,10,2646,ＧＸメタ日株,東Ｅ,"1,385",,+25,2.106,"+1,131.58",－,－
2021/10/11,11,2037,金先物ベア,東EN,"5,500",,-30,1.317,"+1,119.44",－,－
2021/10/11,12,2628,ｉＦＥ科創板,東Ｅ,"2,423",,+4,5.105,"+1,084.45",－,－
2021/10/11,13,1496,ｉＳＩＧ債Ｈ,東Ｅ,"2,541",,-16,42.762,"+1,042.76",－,－
2021/10/11,14,4735,京進,東２,644,,+29,284.900,+991.57,25.7,1.30
2021/10/11,15,6620,宮越ＨＤ,東１,"1,205",,-9,"1,239.500",+925.23,94.5,2.13
2021/10/11,16,6837,京写,ＪＱ,448,,+40,271.800,+877.70,53.5,0.97
2021/10/11,17,7777,３ＤＭ,ＪＧ,382,S,+80,"8,891.300",+844.08,－,16.24
2021/10/11,18,6205,ＯＫＫ,東１,295,,+18,689.000,+831.08,－,0.27
2021/10/11,19,2568,日興ＮＱヘ無,東Ｅ,"2,874",,+11,157.020,+794.70,－,－
2021/10/11,20,3236,プロパスト,ＪＱ,160,,+7,745.600,+779.25,7.9,0.82
2021/10/11,21,7072,インテＭ,東Ｍ,"2,348",,+237,869.000,+752.80,913,5.65
2021/10/11,22,2638,ＧＸロボ日株,東Ｅ,"2,268",,+27,9.070,+702.65,－,－
2021/10/11,23,9318,アジア開発,東２,7,,-1,"122,104.800",+694.67,－,2.68
2021/10/11,24,2510,野村国内債券,東Ｅ,993,,-1,21.580,+607.54,－,－
2021/10/11,25,8836,ＲＩＳＥ,ＪＱ,28,,+1,228.600,+588.55,－,－
2021/10/11,26,1543,純パラ信託,東Ｅ,"76,400",,"+9,000",4.544,+579.22,－,－
2021/10/11,27,2437,シンワワイズ,ＪＱ,375,,-9,543.400,+571.69,－,1.93
2021/10/11,28,2036,金先物Ｗブル,東EN,"17,520",,+240,2.481,+541.09,－,－
2021/10/11,29,4427,エデュラボ,東１,"2,697",,+339,395.500,+511.28,21.6,2.02
2021/10/11,30,1541,純プラ信託,東Ｅ,"3,455",,+150,126.321,+494.20,－,－
2021/10/11,31,1674,ＷＴプラチナ,東Ｅ,"10,820",,+570,2.577,+487.02,－,－
2021/10/11,32,1327,ＥＡＳＹ商品,東Ｅ,"4,520",,+25,1.784,+481.11,－,－
2021/10/11,33,2564,ＧＸ高配日株,東Ｅ,"1,957",,+17,2.982,+475.68,－,－
2021/10/11,34,2565,ＧＸロジ日Ｒ,東Ｅ,"1,170",,+6,46.046,+460.17,－,－
2021/10/11,35,4571,ナノキャリア,東Ｍ,315,,+20,"2,751.800",+440.20,－,3.11
2021/10/11,36,7456,松田産業,東１,"3,085",,+255,182.800,+436.07,10.5,1.17
