日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/08/12,1,1491,中外鉱,東２,35,,+6,"35,935.600","+12,656.69",36.1,1.50
2021/08/12,2,2639,ＧＸバイ日株,東Ｅ,"1,821",,-21,9.774,"+8,473.68",－,－
2021/08/12,3,7851,カワセコンピ,東２,300,,+14,"1,939.600","+7,447.08",70.9,0.54
2021/08/12,4,2636,ＧＸガバ日株,東Ｅ,"2,704",,-2,9.833,"+6,824.65",－,－
2021/08/12,5,9274,国際紙パルプ,東１,346,S,+80,"2,245.700","+1,835.95",5.9,0.56
2021/08/12,6,2632,ＭＸナスヘ有,東Ｅ,"11,360",,-40,26.878,"+1,664.81",－,－
2021/08/12,7,2624,ｉＦＥ２２５,東Ｅ,"2,805",,-4,3.985,"+1,475.10",－,－
2021/08/12,8,2625,ｉＦＥＴＰＸ,東Ｅ,"1,957",,+1,5.187,"+1,471.82",－,－
2021/08/12,9,7831,ウイルコＨＤ,東２,187,,+5,405.400,"+1,191.08",30.7,0.80
2021/08/12,10,2901,石垣食,ＪＱ,160,,+8,439.600,"+1,181.63",－,457
2021/08/12,11,9380,東海運,東１,337,,+19,143.300,"+1,124.79",22.6,0.61
2021/08/12,12,3187,サンワカンパ,東Ｍ,427,,+22,150.800,"+1,008.82",143,3.89
2021/08/12,13,6193,バーチャレク,東Ｍ,750,,-25,306.500,+994.64,13.5,3.58
2021/08/12,14,3864,三菱紙,東１,371,,0,404.500,+926.65,6.6,0.27
2021/08/12,15,2330,フォーサイド,ＪＱ,110,,+7,973.900,+905.06,28.9,3.16
2021/08/12,16,7777,３ＤＭ,ＪＧ,270,,-42,"2,443.500",+885.28,－,10.04
2021/08/12,17,6330,東洋エンジ,東１,874,,+94,"2,961.000",+883.72,34.1,1.24
2021/08/12,18,6630,ヤーマン,東１,"1,113",,-92,"1,569.200",+820.89,14.2,3.63
2021/08/12,19,9363,大運,東２,417,,+29,474.900,+758.77,25.6,0.88
2021/08/12,20,1477,ｉＳ最小分散,東Ｅ,"1,857",,-1,10.888,+755.97,－,－
2021/08/12,21,5698,エンビプロ,東１,"1,498",,+249,"2,037.600",+753.27,11.3,1.71
2021/08/12,22,6195,ホープ,東Ｍ,746,S,+100,"1,126.100",+749.25,14.5,－
2021/08/12,23,6310,井関農,東１,"1,741",,+166,448.100,+713.25,16.4,0.60
2021/08/12,24,7456,松田産業,東１,"2,552",,+292,330.500,+708.07,8.6,0.97
2021/08/12,25,4092,日本化,東１,"3,585",,+490,326.400,+692.23,12.1,0.80
2021/08/12,26,6254,野村マイクロ,東１,"4,935",S,+700,"1,423.200",+681.98,18.0,3.45
2021/08/12,27,2562,日興ダウヘ有,東Ｅ,"3,055",,+20,175.250,+681.32,－,－
2021/08/12,28,2270,雪印メグ,東１,"2,275",,+151,886.600,+679.09,12.3,0.78
2021/08/12,29,2640,ＧＸゲー日株,東Ｅ,"2,366",,-5,4.253,+670.47,－,－
2021/08/12,30,2638,ＧＸロボ日株,東Ｅ,"2,296",,+10,0.951,+648.82,－,－
2021/08/12,31,1346,ＭＸ２２５,東Ｅ,"28,860",,-40,71.310,+634.02,－,－
2021/08/12,32,2513,野村外国株式,東Ｅ,"1,553",,0,16.560,+581.48,－,－
2021/08/12,33,8095,アステナＨＤ,東１,585,,+15,"1,186.200",+551.76,11.4,0.90
2021/08/12,34,5440,共英製鋼,東１,"1,494",,+103,314.600,+547.33,10.8,0.42
2021/08/12,35,3447,信和,東１,739,,+50,252.100,+541.48,9.0,0.73
2021/08/12,36,5212,不二硝,ＪＱ,"1,619",,+107,359.400,+525.04,55.5,1.11
