日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2022/01/21,1,7365,シックＨＤ,東Ｍ,728,,+18,"925,600","+8,715.24",36.0,1.00
2022/01/21,2,2195,アミタＨＤ,ＪＧ,"1,900",,-73,"2,073,200","+7,494.14",88.9,9.86
2022/01/21,3,1580,日経ベア,東Ｅ,"2,728.0",,+26.5,"707,210","+5,631.04",－,－
2022/01/21,4,2620,ｉＳ米債１３,東Ｅ,"2,638",,-11,"16,758","+4,688.00",－,－
2022/01/21,5,1482,ｉＳ米債７Ｈ,東Ｅ,"2,286",,+16,"244,682","+3,069.05",－,－
2022/01/21,6,1656,ｉＳ米債７,東Ｅ,"2,638",,+5,"201,030","+3,033.75",－,－
2022/01/21,7,2635,野村米ＥＳＧ,東Ｅ,"2,411.5",,-57.5,"102,080","+2,938.10",－,－
2022/01/21,8,2622,ｉＳ新興債Ｈ,東Ｅ,"2,357",,+14,"14,724","+2,399.83",－,－
2022/01/21,9,2517,ＭＸＪリコア,東Ｅ,"1,102.0",,+20.0,"36,690","+1,422.41",－,－
2022/01/21,10,6926,ＯＫＡＹＡ,東１,319,,+3,"192,900","+1,418.90",29.7,0.97
2022/01/21,11,4259,エクサＷｉｚ,東Ｍ,722,,-38,"8,971,500","+1,362.59",－,28.97
2022/01/21,12,2554,野村米社債Ｈ,東Ｅ,978.1,,+4.1,"44,190","+1,207.40",－,－
2022/01/21,13,3421,稲葉製作,東１,"1,320",,+7,"327,400","+1,204.38",13.0,0.55
2022/01/21,14,1369,Ｏｎｅ２２５,東Ｅ,"27,505",,-235,"13,674",+993.05,－,－
2022/01/21,15,3878,巴川紙,東１,843,,+100,"278,300",+837.04,4.7,0.69
2022/01/21,16,3936,ＧＷ,東Ｍ,248,,+17,"12,184,800",+787.98,29.9,20.20
2022/01/21,17,4274,細火工,ＪＱ,"1,120",,+90,"239,600",+764.98,37.4,1.62
2022/01/21,18,2563,ｉＳ米国株Ｈ,東Ｅ,"2,911",,-56,"563,054",+694.72,－,－
2022/01/21,19,1964,中外炉,東１,"1,649",,+59,"114,100",+681.51,15.8,0.60
2022/01/21,20,2345,クシム,東２,481,S,+80,"8,453,600",+677.84,－,1.37
2022/01/21,21,2515,野村外リート,東Ｅ,"1,234.5",,-25.0,"78,840",+673.70,－,－
2022/01/21,22,2519,野村新興国債,東Ｅ,"1,010.0",,+2.0,"9,790",+636.09,－,－
2022/01/21,23,2555,東証リート,東Ｅ,"1,919.5",,+39.0,"23,410",+596.73,－,－
2022/01/21,24,9478,ＳＥＨＩ,ＪＱ,257,,+14,"1,504,600",+577.44,6.5,0.93
2022/01/21,25,4591,リボミック,東Ｍ,229,,-33,"3,306,500",+527.90,－,1.25
2022/01/21,26,1487,日興米債ヘ有,東Ｅ,"17,710",,+125,"1,642",+499.27,－,－
2022/01/21,27,1592,日興ＪＰＸ日,東Ｅ,"1,593",,-12,"7,789",+448.52,－,－
2022/01/21,28,6208,石川製,東１,"1,422",,+71,"357,800",+441.30,90.7,2.33
2022/01/21,29,3347,トラスト,東２,207,,0,"54,100",+430.39,13.2,0.76
2022/01/21,30,9850,グルメ杵屋,東１,984,,+7,"118,900",+423.79,208,2.68
2022/01/21,31,1780,ヤマウラ,東１,956,,+7,"125,500",+400.00,13.1,1.05
2022/01/21,32,8864,空港施設,東１,566,,+16,"116,700",+386.25,17.6,0.53
2022/01/21,33,4766,ピーエイ,東２,164,,-6,"76,300",+382.91,－,4.60
2022/01/21,34,1466,大和４百Ｄイ,東Ｅ,"2,008",,-3,"4,046",+377.12,－,－
2022/01/21,35,2621,ｉＳ米２０Ｈ,東Ｅ,"2,174",,+28,"28,205",+373.64,－,－
2022/01/21,36,1680,日興ＭＳコク,東Ｅ,"3,663",,-86,"16,160",+371.14,－,－
2022/01/21,37,8999,グランディ,東１,483,,0,"97,300",+367.79,7.1,0.60
2022/01/21,38,3691,リアルワルド,東Ｍ,"1,061",,+6,"723,300",+363.95,－,4.67
2022/01/21,39,4556,カイノス,ＪＱ,"1,116",,0,"279,700",+354.06,8.2,0.90
2022/01/21,40,3719,ジェクシード,ＪＱ,138,,+4,"311,600",+352.91,－,3.36
2022/01/21,41,7545,西松屋チェ,東１,"1,383",,+5,"1,449,200",+347.15,9.2,1.18
2022/01/21,42,2624,ｉＦＥ２２５,東Ｅ,"2,753",,-23,"58,970",+336.14,－,－
2022/01/21,43,5358,イソライト,東１,"1,198",,0,"368,700",+326.24,12.7,1.72
