日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/07/01,1,3390,アイネスト,ＪＱ,106,,+25,"62,165.800","+27,590.78",137,3.19
2021/07/01,2,2518,野村女性活躍,東Ｅ,"1,114",,-3,22.057,"+15,217.36",－,－
2021/07/01,3,6188,富士ソＳＢ,東２,407,,+11,786.100,"+7,246.73",13.2,1.95
2021/07/01,4,1498,ＯｎｅＥＳＧ,東Ｅ,"14,860",,-70,3.411,"+2,285.31",－,－
2021/07/01,5,3409,北日紡,東２,200,,+9,853.700,"+1,903.99",606,3.46
2021/07/01,6,1577,野村高配７０,東Ｅ,"22,580",,-60,6.995,"+1,750.53",－,－
2021/07/01,7,6550,Ｆｒｉｎｇｅ,東Ｍ,343,,+2,"1,779.400","+1,501.62",－,14.94
2021/07/01,8,3919,パイプドＨＤ,東１,"2,121",,+346,"1,612.600","+1,290.17",18.4,3.45
2021/07/01,9,6628,オンキヨーＨ,ＪＱ,3,,-2,"56,146.700","+1,205.80",－,－
2021/07/01,10,1456,大和日経イン,東Ｅ,"4,375",,+20,31.820,"+1,017.28",－,－
2021/07/01,11,3556,リネットＪ,東Ｍ,792,,+9,"1,258.600",+950.58,38.9,5.84
2021/07/01,12,2634,野村ＳＰＨ有,東Ｅ,"2,178",,+8,46.420,+947.86,－,－
2021/07/01,13,3071,ストリーム,東２,170,,+3,757.200,+822.29,9.3,1.78
2021/07/01,14,2168,パソナＧ,東１,"2,341",,+181,856.400,+758.12,13.7,2.49
2021/07/01,15,1757,中小企業ＨＤ,東２,70,,+1,"6,740.800",+749.18,－,13.83
2021/07/01,16,5856,ＬＩＥＨ,東２,72,,0,240.300,+653.29,7.1,1.52
2021/07/01,17,4055,Ｔ＆Ｓ,東Ｍ,"4,535",,+335,131.100,+624.31,75.2,13.85
2021/07/01,18,1597,ＭＸＪリート,東Ｅ,"2,184",,-16,15.110,+619.52,－,－
2021/07/01,19,2395,新日本科学,東１,862,,+43,569.500,+617.25,9.2,2.28
2021/07/01,20,7726,黒田精,東２,"2,533",,+233,201.500,+594.83,42.2,1.57
2021/07/01,21,1343,野村ＲＥＩＴ,東Ｅ,"2,296",,-11,889.480,+585.75,－,－
2021/07/01,22,1580,日経ベア,東Ｅ,"2,708",,+9,45.710,+579.20,－,－
2021/07/01,23,8704,トレイダーズ,ＪＱ,341,,+4,103.200,+514.29,7.0,1.36
2021/07/01,24,7087,ウイルテック,東２,"1,469",,+167,112.800,+513.04,11.9,1.34
2021/07/01,25,3727,アプリックス,東Ｍ,201,,-7,263.700,+510.42,－,2.13
2021/07/01,26,2686,ジーフット,東１,411,,-4,78.000,+509.38,174,3.99
2021/07/01,27,3202,ダイトウボウ,東１,103,,0,171.300,+471.00,16.2,0.67
2021/07/01,28,4381,ビープラッツ,東Ｍ,"1,851",,-262,87.300,+470.59,89.3,10.99
2021/07/01,29,9478,ＳＥＨＩ,ＪＱ,190,,-1,61.300,+406.61,8.6,0.75
2021/07/01,30,9878,セキド,東２,"2,030",,-212,548.300,+395.30,34.8,8.14
2021/07/01,31,3501,住江織,東１,"2,160",,+119,51.700,+383.18,45.5,0.49
2021/07/01,32,6196,ストライク,東１,"4,100",,-335,380.700,+373.51,41.0,9.74
2021/07/01,33,5985,サンコール,東１,452,,-6,47.800,+359.62,30.5,0.39
2021/07/01,34,4013,勤次郎,東Ｍ,"2,036",,-35,72.400,+355.35,37.0,2.17
2021/07/01,35,1592,日興ＪＰＸ日,東Ｅ,"1,616",,-5,12.602,+351.68,－,－
2021/07/01,36,6264,マルマエ,東１,"2,160",,-314,"1,518.400",+349.76,30.7,4.62
2021/07/01,37,6855,電子材料,東１,"1,866",,-84,460.700,+342.98,9.8,1.46
2021/07/01,38,2568,日興ＮＱヘ無,東Ｅ,"2,790",,+15,177.380,+338.19,－,－
2021/07/01,39,2138,クルーズ,ＪＱ,"1,921",,-94,93.600,+335.35,－,2.32
2021/07/01,40,7363,ベビカレ,東Ｍ,"6,780",,+120,49.500,+334.21,59.3,8.78
2021/07/01,41,1695,ＷＴ小麦,東Ｅ,83,,+4,659.400,+329.86,－,－
2021/07/01,42,7841,遠藤製作所,ＪＱ,704,,-6,71.100,+323.21,7.2,0.39
2021/07/01,43,1657,ｉＳ先進国株,東Ｅ,"3,075",,+15,5.394,+315.56,－,－
2021/07/01,44,6141,ＤＭＧ森精機,東１,"1,871",,-123,"2,860.100",+315.23,38.8,1.23
2021/07/01,45,6937,古河池,東１,"1,527",,-61,367.200,+310.28,14.5,1.66
2021/07/01,46,4238,ミライアル,東１,"1,319",,+4,47.900,+299.17,－,0.62
2021/07/01,47,2388,ウェッジＨＤ,ＪＧ,97,,-2,68.200,+294.22,－,0.64
2021/07/01,48,3768,リスモン,東２,942,,-21,47.100,+289.26,16.3,1.33
2021/07/01,49,3374,内外テック,ＪＱ,"3,515",,-265,161.800,+288.01,13.2,1.51
2021/07/01,50,3948,光ビジネス,ＪＱ,543,,+28,74.400,+283.51,19.5,0.43
2021/07/01,51,3679,じげん,東１,436,,+18,"1,000.600",+282.35,－,3.63
2021/07/01,52,4597,ソレイジア,東Ｍ,152,,-6,"4,148.700",+281.42,－,5.07
2021/07/01,53,2630,ＭＸ米ＳＰ有,東Ｅ,"11,120",,+20,0.430,+273.91,－,－
2021/07/01,54,1696,ＷＴコーン,東Ｅ,129,,+10,332.800,+264.91,－,－
2021/07/01,55,3387,クリレスＨＤ,東１,962,,+50,"1,117.200",+264.86,71.9,10.54
2021/07/01,56,4237,フジプレアム,ＪＱ,371,,-9,181.700,+262.67,56.7,1.23
2021/07/01,57,6236,ＮＣＨＤ,東１,"1,320",,+89,239.500,+253.24,16.8,0.91
2021/07/01,58,8101,クレオス,東１,944,,+17,928.700,+249.92,7.8,0.51
2021/07/01,59,2559,ＭＸ全世界株,東Ｅ,"13,150",,0,12.065,+249.00,－,－
2021/07/01,60,3909,ショーケース,東１,746,,-23,63.600,+243.78,132,3.01
2021/07/01,61,7908,ＫＩＭＯＴＯ,東１,277,,+2,314.400,+242.86,17.9,0.73
2021/07/01,62,1491,中外鉱,東２,32,,0,"1,259.300",+242.39,228,1.41
2021/07/01,63,1712,ダイセキＳ,東１,"1,130",,+84,466.400,+236.51,21.3,1.43
2021/07/01,64,1448,スペースＶＨ,東１,728,,+9,165.800,+234.27,18.4,1.00
2021/07/01,65,3529,アツギ,東１,623,,0,37.000,+230.36,－,0.30
2021/07/01,66,3565,アセンテック,東１,"1,269",,-52,133.900,+228.19,35.0,7.76
2021/07/01,67,1434,ＪＥＳＣＯ,東２,542,,-16,49.900,+226.14,13.8,1.03
2021/07/01,68,8964,フロンティア,東Ｒ,"511,000",,"-8,000",7.914,+223.81,23.9,1.64
2021/07/01,69,5445,東京鉄,東１,"1,546",,-2,82.500,+223.53,9.0,0.30
2021/07/01,70,1688,ＷＴ穀物,東Ｅ,469,,+31,23.570,+222.44,－,－
2021/07/01,71,9274,国際紙パルプ,東１,258,,+1,238.100,+216.62,8.1,0.43
2021/07/01,72,2722,アイケイ,東１,806,,+8,54.200,+215.12,15.0,1.73
2021/07/01,73,3776,ＢＢタワー,ＪＱ,240,,+6,611.300,+213.65,－,1.67
2021/07/01,74,6092,エンバイオＨ,東Ｍ,605,,-5,38.100,+212.30,15.3,0.75
2021/07/01,75,3431,宮地エンジ,東１,"2,299",,+9,45.600,+204.00,5.8,0.52
2021/07/01,76,6343,フリージア,東２,130,,-4,504.000,+200.72,－,0.76
