日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/06/30,1,8202,ラオックス,東２,231,S,+50,"19,655.500","+18,619.52",－,0.81
2021/06/30,2,2641,ＧＸリー日株,東Ｅ,"1,947",,-3,63.467,"+10,693.71",－,－
2021/06/30,3,6029,アトラＧ,東１,374,,+54,"1,982.700","+7,555.21",31.2,2.27
2021/06/30,4,7519,五洋インテ,ＪＱ,23,,-7,"14,523.700","+7,321.41",－,－
2021/06/30,5,5103,昭和ＨＤ,東２,53,,-1,338.400,"+3,062.62",－,1.01
2021/06/30,6,2624,ｉＦＥ２２５,東Ｅ,"2,887",,0,13.052,"+2,768.57",－,－
2021/06/30,7,2517,ＭＸＪリコア,東Ｅ,"1,261",,-7,40.250,"+2,295.83",－,－
2021/06/30,8,4881,ファンペップ,東Ｍ,449,,+15,918.000,"+1,196.61",－,2.10
2021/06/30,9,2639,ＧＸバイ日株,東Ｅ,"1,876",,+9,28.824,+963.22,－,－
2021/06/30,10,1566,日興新興国債,東Ｅ,"45,400",,0,1.088,+862.83,－,－
2021/06/30,11,4364,マナック,東２,897,,-78,190.200,+712.82,12.6,0.72
2021/06/30,12,2522,ｉＳロボット,東Ｅ,"3,860",,+25,7.753,+647.64,－,－
2021/06/30,13,6194,アトラエ,東１,"2,161",,+201,494.600,+614.74,174,12.04
2021/06/30,14,6925,ウシオ電,東１,"2,030",,+240,"3,932.500",+608.05,30.6,1.16
2021/06/30,15,2562,日興ダウヘ有,東Ｅ,"2,970",,0,361.930,+585.34,－,－
2021/06/30,16,9318,アジア開発,東２,11,,+1,"29,525.600",+580.58,－,4.12
2021/06/30,17,3996,サインポスト,東１,885,,-27,809.500,+567.90,－,8.57
2021/06/30,18,7047,ポート,東Ｍ,779,,-6,249.400,+563.30,21.9,4.23
2021/06/30,19,2640,ＧＸゲー日株,東Ｅ,"2,535",,+9,15.573,+541.39,－,－
2021/06/30,20,7068,フィード,東Ｍ,"1,017",,-81,"1,050.000",+517.65,39.0,11.14
2021/06/30,21,2035,日経ＶＩ,東EN,178,,-14,"2,133.693",+510.43,－,－
2021/06/30,22,5358,イソライト,東１,716,,+31,529.600,+508.74,9.8,1.11
2021/06/30,23,6532,ベイカレント,東１,"39,900",,"+3,350",531.200,+508.48,53.1,20.33
2021/06/30,24,3110,日東紡,東１,"3,430",,-175,304.800,+507.17,33.3,1.34
2021/06/30,25,3010,ポラリスＨＤ,東２,109,,-6,511.500,+494.77,－,－
2021/06/30,26,7049,識学,東Ｍ,"1,752",,-65,446.300,+449.63,86.4,12.96
2021/06/30,27,4918,アイビー,ＪＱ,825,,+76,613.300,+413.22,8.1,2.08
2021/06/30,28,1789,ＥＴＳ・ＨＤ,ＪＱ,"1,095",,+19,146.600,+405.52,28.6,2.87
2021/06/30,29,1571,日経インバ,東Ｅ,"1,011",,0,"1,796.815",+402.22,－,－
2021/06/30,30,2435,シダー,ＪＱ,252,,+8,721.900,+394.11,14.8,1.80
2021/06/30,31,3549,クスリアオキ,東１,"8,100",,-530,283.000,+361.66,21.6,3.38
