日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/06/14,1,1578,日興２２５Ｍ,東Ｅ,"2,332",,+17,62.436,"+16,159.38",－,－
2021/06/14,2,1592,日興ＪＰＸ日,東Ｅ,"1,633",,+3,31.403,"+8,251.86",－,－
2021/06/14,3,8518,アジア投資,東１,288,,+51,"4,426.900","+8,082.81",－,0.70
2021/06/14,4,8013,ナイガイ,東１,385,,+51,"1,525.900","+6,681.78",39.5,0.46
2021/06/14,5,2330,フォーサイド,ＪＱ,115,,+10,"6,811.900","+4,006.03",30.2,3.31
2021/06/14,6,3054,ハイパー,東１,569,,+15,523.400,"+3,957.36",18.3,1.61
2021/06/14,7,1656,ｉＳ米債７,東Ｅ,"2,622",,+4,30.073,"+1,921.03",－,－
2021/06/14,8,2351,ＡＳＪ,東Ｍ,"1,497",,+223,466.000,"+1,817.70",907,4.08
2021/06/14,9,8077,トルク,東１,257,,+13,284.100,"+1,664.60",－,0.61
2021/06/14,10,6535,アイモバイル,東１,"1,764",,+98,"2,425.000","+1,531.90",19.3,2.62
2021/06/14,11,1696,ＷＴコーン,東Ｅ,128,,-6,580.600,"+1,366.16",－,－
2021/06/14,12,6049,イトクロ,東Ｍ,"1,362",,+249,"1,636.000","+1,331.32",29.2,3.19
2021/06/14,13,3042,セキュアヴェ,ＪＧ,341,,+9,248.900,"+1,231.02",34.5,2.41
2021/06/14,14,8462,ＦＶＣ,ＪＱ,714,,+41,354.900,"+1,048.54",－,2.43
2021/06/14,15,2631,ＭＸナスダク,東Ｅ,"11,060",,+80,110.735,+957.14,－,－
2021/06/14,16,2621,ｉＳ米２０Ｈ,東Ｅ,"2,187",,-7,130.815,+897.98,－,－
2021/06/14,17,1595,農中Ｊリート,東Ｅ,"2,195",,+15,69.990,+811.33,－,－
2021/06/14,18,4316,ビーマップ,ＪＧ,641,,+1,97.400,+732.48,51.7,2.58
2021/06/14,19,1657,ｉＳ先進国株,東Ｅ,"3,030",,+5,13.735,+696.23,－,－
2021/06/14,20,4431,スマレジ,東Ｍ,"5,900",,+520,403.100,+675.19,138,15.59
2021/06/14,21,1685,ＷＴエナジー,東Ｅ,330,,+2,8.130,+666.98,－,－
2021/06/14,22,3180,Ｂガレージ,東１,"4,380",S,+700,257.900,+638.97,34.7,6.04
2021/06/14,23,3662,エイチーム,東１,"1,570",,-122,"1,591.500",+603.27,42.0,2.49
2021/06/14,24,3038,神戸物産,東１,"3,170",,+343,"6,056.200",+602.49,34.3,10.55
2021/06/14,25,6787,メイコー,ＪＱ,"3,230",,+268,"1,534.200",+567.91,11.2,2.08
2021/06/14,26,6957,芝浦電子,ＪＱ,"5,250",,+315,77.300,+560.68,15.3,1.59
2021/06/14,27,3441,山王,ＪＱ,"1,413",,+80,119.500,+525.65,6.9,1.32
2021/06/14,28,1436,フィット,東Ｍ,"1,050",,+100,84.000,+522.22,20.0,1.01
2021/06/14,29,6091,ウエスコＨＤ,東２,485,,+13,77.000,+516.00,14.3,0.49
2021/06/14,30,7827,オービス,ＪＱ,981,,-55,68.600,+507.08,100,0.46
