日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/06/16,1,3237,イントランス,東Ｍ,97,,+18,"16,499.500","+32,125.59",17.5,3.58
2021/06/16,2,1578,日興２２５Ｍ,東Ｅ,"2,343",,-9,182.736,"+19,698.05",－,－
2021/06/16,3,8226,理経,東２,224,,+10,"3,411.300","+4,528.63",48.4,0.79
2021/06/16,4,6232,自律制御シ研,東Ｍ,"2,798",,+296,"3,327.500","+3,760.21",－,8.59
2021/06/16,5,4662,フォーカス,東１,"1,350",S,+300,"1,042.900","+2,192.09",19.7,1.84
2021/06/16,6,2561,ｉＳ日本国債,東Ｅ,"2,716",,-5,7.572,"+1,244.94",－,－
2021/06/16,7,2620,ｉＳ米債１３,東Ｅ,"2,605",,+2,1.738,"+1,098.62",－,－
2021/06/16,8,4310,ドリームＩ,東１,"1,021",,+61,114.900,"+1,037.62",－,1.07
2021/06/16,9,7637,白銅,東１,"2,050",,+170,271.100,+704.45,11.2,1.30
2021/06/16,10,2398,ツクイＨＤ,東１,924,,+2,202.200,+699.21,－,2.49
2021/06/16,11,7940,ウェーブＨＤ,東１,707,,+2,317.600,+672.75,9.3,0.49
2021/06/16,12,3772,ウェルス,東２,"2,292",S,+400,241.100,+632.83,6.1,2.57
2021/06/16,13,2552,日興リートＭ,東Ｅ,"2,280",,-8,4.636,+630.08,－,－
2021/06/16,14,1391,ＵＢＳスイス,東Ｅ,"2,885",,+15,1.153,+603.05,－,－
2021/06/16,15,6616,ＴＯＲＥＸ,東１,"2,482",,+230,403.300,+556.84,19.4,1.37
2021/06/16,16,2134,燦キャピタル,ＪＱ,43,,+3,"3,501.200",+531.42,－,3.44
2021/06/16,17,6584,三桜工,東１,"1,229",,-15,"5,480.800",+529.25,10.6,1.36
2021/06/16,18,3770,ザッパラス,東１,525,,-63,"1,139.300",+501.21,－,1.01
2021/06/16,19,6255,エヌピーシー,東Ｍ,837,,+54,"13,275.900",+488.50,55.9,2.54
2021/06/16,20,6786,ＲＶＨ,東２,81,,+1,121.900,+477.73,－,0.95
2021/06/16,21,6969,松尾電,東２,907,,+58,257.400,+453.55,15.5,1.37
2021/06/16,22,8515,アイフル,東１,400,,+22,"29,171.000",+436.72,9.2,1.33
2021/06/16,23,3070,アマガサ,ＪＧ,312,,0,489.200,+435.82,－,－
2021/06/16,24,9997,ベルーナ,東１,"1,011",,-55,904.600,+431.18,7.8,0.87
2021/06/16,25,3796,いい生活,東２,505,,+35,118.700,+390.50,51.3,2.13
