日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/07/26,1,2643,野村ＥＳＧカ,東Ｅ,"1,960",,+19,6.636,"+4,540.56",－,－
2021/07/26,2,2629,ｉＦＥＧＢＡ,東Ｅ,"2,690",,-122,5.009,"+3,694.70",－,－
2021/07/26,3,2625,ｉＦＥＴＰＸ,東Ｅ,"1,926",,+20,17.359,"+2,852.21",－,－
2021/07/26,4,4777,ガーラ,ＪＱ,240,,+11,"1,021.500","+2,826.93",－,24.46
2021/07/26,5,4556,カイノス,ＪＱ,"1,194",,+79,468.000,"+2,719.28",12.2,1.02
2021/07/26,6,8135,ゼット,東２,380,S,+80,"7,706.300","+2,565.62",14.3,0.75
2021/07/26,7,9385,ショーエイ,東１,899,,-78,230.800,"+1,791.80",11.5,1.47
2021/07/26,8,1657,ｉＳ先進国株,東Ｅ,"3,095",,+65,15.612,"+1,640.47",－,－
2021/07/26,9,3825,リミックス,東２,163,,+32,"9,532.500","+1,461.94",7.7,3.83
2021/07/26,10,2564,ＧＸ高配日株,東Ｅ,"1,856",,+7,1.914,"+1,456.10",－,－
2021/07/26,11,1550,ＭＸ海外株式,東Ｅ,"3,460",,+65,28.850,"+1,223.39",－,－
2021/07/26,12,5940,不二サッシ,東２,79,,+1,692.500,"+1,108.55",50.0,0.47
2021/07/26,13,4707,キタック,ＪＱ,374,,+30,440.200,"+1,028.72",11.0,0.75
2021/07/26,14,1658,ｉＳ新興国株,東Ｅ,"2,390",,+19,32.006,+989.01,－,－
2021/07/26,15,1309,野村上証５０,東Ｅ,"41,850",,"-1,550",1.228,+986.73,－,－
2021/07/26,16,2633,野村ＳＰＨ無,東Ｅ,"2,244",,+45,70.390,+927.59,－,－
2021/07/26,17,4027,テイカ,東１,"1,238",,-52,138.700,+927.41,15.9,0.58
2021/07/26,18,9919,関西スーパ,東１,"1,088",,+79,103.400,+823.21,16.2,0.94
2021/07/26,19,2513,野村外国株式,東Ｅ,"1,532",,+34,110.580,+804.91,－,－
2021/07/26,20,2046,インドブル,東EN,"14,530",,+480,2.202,+763.53,－,－
2021/07/26,21,6653,正興電,東１,"1,825",,+98,153.800,+749.72,15.5,2.07
2021/07/26,22,2529,株主還元７０,東Ｅ,"1,092",,+9,1.517,+720.00,－,－
2021/07/26,23,3878,巴川紙,東１,959,,+3,264.700,+704.56,9.7,0.84
2021/07/26,24,7792,コラントッテ,東Ｍ,"1,628",S,+300,"5,102.300",+647.70,34.3,12.12
2021/07/26,25,5191,住友理工,東１,800,,+68,664.200,+594.77,23.7,0.54
2021/07/26,26,1694,ＷＴニッケル,東Ｅ,"2,000",,+125,12.420,+564.17,－,－
2021/07/26,27,1656,ｉＳ米債７,東Ｅ,"2,666",,0,11.394,+486.41,－,－
2021/07/26,28,2620,ｉＳ米債１３,東Ｅ,"2,602",,+10,3.902,+456.63,－,－
2021/07/26,29,2138,クルーズ,ＪＱ,"1,868",,-25,86.000,+430.86,－,2.26
2021/07/26,30,1685,ＷＴエナジー,東Ｅ,346,,+10,5.250,+400.00,－,－
2021/07/26,31,2563,ｉＳ米国株Ｈ,東Ｅ,"2,861",,+50,213.663,+386.34,－,－
2021/07/26,32,1475,ｉＳＴＰＸ,東Ｅ,"1,983",,+25,291.818,+380.75,－,－
2021/07/26,33,7453,良品計画,東１,"2,179",,+89,"7,771.200",+368.99,16.5,2.75
2021/07/26,34,4586,メドレックス,東Ｍ,194,,-1,"1,186.200",+368.30,－,2.16
2021/07/26,35,5074,テスＨＤ,東１,"2,412",,+216,"1,107.600",+359.01,36.8,8.83
2021/07/26,36,9995,グローセル,東１,451,,+16,98.900,+347.51,27.4,0.49
2021/07/26,37,8699,沢田ＨＤ,ＪＱ,"1,003",,+5,119.400,+326.43,－,0.73
2021/07/26,38,7047,ポート,東Ｍ,879,,+41,176.300,+306.22,24.7,4.77
2021/07/26,39,1554,日興ＭＳ世界,東Ｅ,"2,993",,+51,18.030,+305.17,－,－
2021/07/26,40,3747,インタートレ,東２,520,,+12,255.200,+301.26,196,4.01
2021/07/26,41,3992,ニーズウェル,東１,630,,-13,60.900,+292.90,14.3,2.23
2021/07/26,42,1385,ＵＢＳ欧５０,東Ｅ,"5,440",,+230,0.634,+286.59,－,－
2021/07/26,43,2047,インドベア,東EN,"4,330",,+5,1.070,+284.89,－,－
2021/07/26,44,2511,野村外国債券,東Ｅ,"1,030",,+4,28.880,+283.53,－,－
2021/07/26,45,4929,アジュバン,東１,"1,069",,+19,45.000,+281.36,170,2.14
2021/07/26,46,6563,みらいＷＫＳ,東Ｍ,"1,165",,-17,70.100,+274.87,79.1,6.64
2021/07/26,47,8014,蝶理,東１,"1,876",,+74,93.100,+273.90,6.8,0.76
2021/07/26,48,2639,ＧＸバイ日株,東Ｅ,"1,861",,+32,0.838,+272.44,－,－
2021/07/26,49,1681,日興ＭＳエマ,東Ｅ,"1,776",,-28,9.540,+271.21,－,－
2021/07/26,50,7822,永大産業,東１,297,,-2,44.300,+266.12,23.9,0.31
2021/07/26,51,3760,ケイブ,ＪＱ,"1,015",,-66,193.800,+264.29,－,6.52
2021/07/26,52,3744,サイオス,東２,668,,+15,38.600,+254.13,23.2,3.60
2021/07/26,53,3623,ビリングシス,東Ｍ,"1,066",,+65,68.300,+253.89,38.0,3.49
2021/07/26,54,5423,東京製鉄,東１,"1,169",,+99,"4,921.600",+252.05,7.3,1.04
2021/07/26,55,4286,レッグス,東１,"2,366",,-222,314.700,+245.07,21.0,3.44
2021/07/26,56,3182,オイシックス,東１,"4,265",,+210,330.700,+239.18,52.0,8.16
2021/07/26,57,5449,大阪製鉄,東１,"1,150",,+48,65.800,+232.32,34.4,0.31
2021/07/26,58,5440,共英製鋼,東１,"1,420",,+60,172.400,+230.27,10.3,0.40
2021/07/26,59,5659,日精線,東１,"4,755",,+265,57.200,+228.74,9.9,0.88
2021/07/26,60,5805,昭電線ＨＤ,東１,"1,742",,-8,180.900,+225.36,7.6,1.09
2021/07/26,61,2743,ピクセル,ＪＱ,89,,-10,861.400,+224.57,－,4.49
2021/07/26,62,1326,ＳＰＤＲ,東Ｅ,"18,670",,+80,12.901,+222.61,－,－
2021/07/26,63,2519,野村新興国債,東Ｅ,"1,056",,0,3.350,+222.12,－,－
2021/07/26,64,2778,パレモ・ＨＤ,東２,181,,-6,48.200,+219.21,－,1.46
2021/07/26,65,7739,キヤノン電,東１,"1,630",,-93,422.800,+219.09,10.1,0.68
2021/07/26,66,6200,インソース,東１,"2,500",,+39,245.500,+218.01,65.8,25.82
2021/07/26,67,5909,コロナ,東１,904,,-8,85.400,+217.47,29.3,0.36
2021/07/26,68,6069,トレンダ,東Ｍ,669,,+2,61.700,+213.20,17.7,1.92
2021/07/26,69,7906,ヨネックス,東２,844,,+47,629.500,+211.94,52.8,1.86
2021/07/26,70,7283,愛三工,東１,969,,+68,541.400,+210.26,9.8,0.73
2021/07/26,71,6188,富士ソＳＢ,東２,394,,+9,54.500,+209.66,12.8,1.89
2021/07/26,72,8194,ライフコーポ,東１,"3,680",,+205,155.300,+205.71,13.8,1.69
2021/07/26,73,3856,Ａバランス,東２,"6,550",,+350,233.900,+203.77,80.8,8.53
2021/07/26,74,6298,ワイエイシイ,東１,"1,145",,+69,271.600,+200.44,13.0,0.74
