日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/10/12,1,2512,野村外国債Ｈ,東Ｅ,"1,008",,+3,208.140,"+7,844.27",－,－
2021/10/12,2,2634,野村ＳＰＨ有,東Ｅ,"2,194",,-21,50.480,"+2,502.06",－,－
2021/10/12,3,1482,ｉＳ米債７Ｈ,東Ｅ,"2,323",,+4,657.213,"+2,089.18",－,－
2021/10/12,4,3326,ランシステム,ＪＱ,541,,+15,903.800,"+1,958.77",24.3,10.97
2021/10/12,5,3840,パス,東２,101,,+3,"3,405.300","+1,625.08",－,4.37
2021/10/12,6,4576,ＤＷセラピ研,ＪＧ,253,,+15,418.100,"+1,620.58",－,3.52
2021/10/12,7,3264,アスコット,ＪＱ,187,,+8,"1,770.600","+1,514.04",－,1.01
2021/10/12,8,6555,ＭＳコンサル,東１,732,,+20,521.500,"+1,447.48",22.3,1.16
2021/10/12,9,1656,ｉＳ米債７,東Ｅ,"2,665",,+21,44.995,"+1,425.25",－,－
2021/10/12,10,7578,ニチリョク,ＪＱ,168,,0,204.300,"+1,369.78",10.0,0.57
2021/10/12,11,2459,アウン,東２,199,,-4,477.800,"+1,361.16",－,2.43
2021/10/12,12,2633,野村ＳＰＨ無,東Ｅ,"2,276",,-9,91.700,"+1,330.58",－,－
2021/10/12,13,3542,ベガコーポ,東Ｍ,"1,342",,+136,256.300,"+1,049.33",19.8,2.80
2021/10/12,14,7379,サーキュ,東Ｍ,"3,505",,+385,521.100,+857.90,87.8,13.98
2021/10/12,15,1345,日興リート隔,東Ｅ,"2,071",,-4,396.300,+683.20,－,－
2021/10/12,16,3768,リスモン,東２,941,,-1,110.500,+662.07,16.4,1.34
2021/10/12,17,6336,石井表記,東２,978,,+61,246.600,+651.83,6.6,1.76
2021/10/12,18,9381,エーアイテイ,東１,"1,154",,-28,95.800,+599.27,13.3,2.11
2021/10/12,19,1494,Ｏｎｅ高配当,東Ｅ,"19,320",,-50,1.330,+592.71,－,－
2021/10/12,20,5940,不二サッシ,東２,77,,+1,191.400,+583.57,48.7,0.49
2021/10/12,21,4326,インテージＨ,東１,"1,681",,+75,573.600,+557.04,23.9,2.23
2021/10/12,22,1651,大和高配４０,東Ｅ,"1,132",,+3,10.380,+483.15,－,－
2021/10/12,23,6173,アクアライン,東Ｍ,817,,+81,569.800,+437.04,9.4,3.30
2021/10/12,24,2521,日興ＳＰヘ有,東Ｅ,"1,519",,-13,561.440,+403.99,－,－
2021/10/12,25,7841,遠藤製作所,ＪＱ,757,,+20,57.000,+391.38,7.8,0.42
2021/10/12,26,7513,コジマ,東１,600,,-32,748.700,+379.32,14.5,0.79
2021/10/12,27,3347,トラスト,東２,224,,0,47.900,+374.26,14.2,0.84
2021/10/12,28,9842,アークランド,東１,"1,686",,-82,447.300,+370.84,3.5,0.72
2021/10/12,29,2178,トライＳＴＧ,東Ｍ,385,,+8,82.500,+363.48,11.5,1.34
2021/10/12,30,3409,北日紡,東２,190,,+5,407.600,+362.13,633,3.78
2021/10/12,31,8922,ＪＡＭ,東Ｍ,101,,-2,213.600,+359.35,15.3,0.63
2021/10/12,32,1328,野村金連動,東Ｅ,"5,040",,+30,18.920,+347.28,－,－
2021/10/12,33,3359,ｃｏｔｔａ,東Ｍ,605,,+40,146.800,+342.17,21.8,2.00
2021/10/12,34,7928,旭化学,ＪＱ,957,,+26,146.000,+341.09,6.2,0.67
2021/10/12,35,2562,日興ダウヘ有,東Ｅ,"2,972",,-33,23.290,+336.14,－,－
2021/10/12,36,6357,三精テクノロ,東２,843,,+15,97.700,+310.50,14.2,0.50
2021/10/12,37,8160,木曽路,東１,"2,153",,-87,377.700,+309.21,148,2.42
2021/10/12,38,7836,アビックス,ＪＱ,110,,0,130.100,+295.44,99.1,5.75
