日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/10/21,1,2512,野村外国債Ｈ,東Ｅ,"1,008",,+1,712.380,"+37,792.55",－,－
2021/10/21,2,1456,大和日経イン,東Ｅ,"4,280",,+70,78.510,"+4,225.62",－,－
2021/10/21,3,2510,野村国内債券,東Ｅ,992,,+1,347.400,"+4,090.59",－,－
2021/10/21,4,2359,コア,東１,"1,700",,+176,488.900,"+2,881.10",15.6,1.98
2021/10/21,5,1591,野村ＪＰＸ,東Ｅ,"18,110",,-230,13.804,"+1,681.16",－,－
2021/10/21,6,3237,イントランス,東Ｍ,68,,-2,174.600,"+1,531.78",12.3,1.76
2021/10/21,7,2645,ＧＸＬＥ日株,東Ｅ,"2,074",,-25,4.927,"+1,439.69",－,－
2021/10/21,8,7771,日本精密,ＪＱ,68,,0,150.800,"+1,246.43",－,1.08
2021/10/21,9,2586,フルッタ,東Ｍ,164,,+5,"3,000.900","+1,146.22",－,1.78
2021/10/21,10,3202,ダイトウボウ,東１,99,,0,357.700,"+1,068.95",15.6,0.65
2021/10/21,11,1320,大和日経平均,東Ｅ,"29,540",,-560,237.632,"+1,022.39",－,－
2021/10/21,12,7871,フクビ,東２,663,,+47,287.100,+991.63,14.3,0.43
2021/10/21,13,5103,昭和ＨＤ,東２,51,,-1,300.700,+929.79,－,1.05
2021/10/21,14,2511,野村外国債券,東Ｅ,"1,026",,-1,328.330,+823.05,－,－
2021/10/21,15,3681,ブイキューブ,東１,"1,829",,+214,"6,472.200",+766.77,22.1,10.16
2021/10/21,16,2639,ＧＸバイ日株,東Ｅ,"1,857",,-29,4.423,+763.87,－,－
2021/10/21,17,2640,ＧＸゲー日株,東Ｅ,"2,568",,-43,4.358,+754.51,－,－
2021/10/21,18,2518,野村女性活躍,東Ｅ,"1,157",,-19,1.154,+736.23,－,－
2021/10/21,19,1305,大和東証指数,東Ｅ,"2,103",,-29,"1,961.100",+684.91,－,－
2021/10/21,20,2032,ハンセンベア,東EN,"5,870",,+90,0.779,+621.30,－,－
2021/10/21,21,6573,アジャイル,東Ｍ,634,,+30,"1,691.000",+620.19,－,－
2021/10/21,22,2983,アールプラン,東Ｍ,"5,290",,+560,93.100,+600.00,10.1,2.07
2021/10/21,23,3042,セキュアヴェ,ＪＧ,282,,+2,123.600,+594.38,28.5,2.12
2021/10/21,24,2562,日興ダウヘ有,東Ｅ,"3,070",,+5,44.930,+547.41,－,－
2021/10/21,25,2479,ジェイテック,ＪＧ,181,,-3,111.600,+534.09,238,1.72
2021/10/21,26,1694,ＷＴニッケル,東Ｅ,"2,222",,+117,11.200,+529.21,－,－
2021/10/21,27,4594,ブライトパス,東Ｍ,136,,-4,658.300,+514.66,－,2.28
2021/10/21,28,2071,ＥＳＧ総合,東EN,"11,990",,-60,1.296,+486.43,－,－
2021/10/21,29,1400,ルーデン,ＪＧ,354,,+73,"3,154.600",+438.60,78.0,1.75
2021/10/21,30,7256,河西工,東１,352,,-7,498.500,+433.16,－,0.35
2021/10/21,31,7375,リファバスＧ,東Ｍ,"1,828",,+128,170.700,+423.62,33.9,16.94
2021/10/21,32,7031,インバウＴ,東Ｍ,"4,010",,-180,228.300,+422.43,24.9,2.12
2021/10/21,33,6634,ネクスＧ,ＪＱ,160,,+1,419.700,+414.97,－,3.68
2021/10/21,34,1685,ＷＴエナジー,東Ｅ,445,,+8,15.590,+407.82,－,－
2021/10/21,35,2638,ＧＸロボ日株,東Ｅ,"2,296",,-47,4.253,+369.43,－,－
2021/10/21,36,1593,ＭＸ４００,東Ｅ,"18,590",,-240,2.124,+366.81,－,－
2021/10/21,37,4599,ステムリム,東Ｍ,536,,-35,510.700,+348.38,－,3.07
2021/10/21,38,8894,レボリュー,東２,23,,-1,"1,041.400",+345.61,41.8,5.69
2021/10/21,39,2630,ＭＸ米ＳＰ有,東Ｅ,"11,700",,+30,9.125,+344.26,－,－
2021/10/21,40,3782,ディディエス,東Ｍ,169,,-1,447.900,+339.98,－,3.41
2021/10/21,41,4597,ソレイジア,東Ｍ,112,,-5,"2,195.400",+330.56,－,4.51
2021/10/21,42,4929,アジュバン,東１,"1,176",,+31,133.000,+329.03,187,2.36
2021/10/21,43,2424,ブラス,東１,734,,-20,117.400,+325.36,－,1.66
2021/10/21,44,7992,セーラー,東２,198,,+9,207.800,+306.65,57.9,1.39
2021/10/21,45,3121,マーチャント,東２,406,,+5,"2,682.400",+283.47,49.0,3.10
2021/10/21,46,4487,スペースマ,東Ｍ,916,,-45,44.900,+280.51,－,13.83
2021/10/21,47,3295,ＨＵＬＩＣＲ,東Ｒ,"174,300",,"-2,300",7.833,+279.69,22.5,1.27
2021/10/21,48,6035,ＩＲジャパン,東１,"10,750",,-680,227.600,+275.58,47.2,28.29
2021/10/21,49,1369,Ｏｎｅ２２５,東Ｅ,"28,850",,-560,3.136,+275.12,－,－
2021/10/21,50,8746,第一商品,ＪＱ,180,,-1,824.300,+273.83,－,0.69
2021/10/21,51,6418,日金銭,東１,782,,+21,445.200,+269.15,462,1.02
2021/10/21,52,7092,ＦＦＪ,東Ｍ,"3,240",,-240,124.700,+262.50,55.1,7.11
2021/10/21,53,3376,オンリー,東１,759,,-1,408.200,+259.96,－,0.55
2021/10/21,54,2627,ＧＸｅコ日株,東Ｅ,"2,334",,-42,18.488,+255.61,－,－
2021/10/21,55,5337,ダントーＨＤ,東１,251,,-10,71.100,+253.73,－,0.91
2021/10/21,56,3966,ユーザベース,東Ｍ,"2,030",,-111,499.700,+253.64,108,11.35
2021/10/21,57,3666,テクノスＪ,東１,583,,-18,87.900,+253.01,16.2,2.32
2021/10/21,58,4015,アララ,東Ｍ,"1,006",,-63,"1,064.000",+250.58,49.6,4.81
2021/10/21,59,9419,ワイヤレスＧ,東１,379,,-8,61.500,+247.46,73.9,4.42
2021/10/21,60,4766,ピーエイ,東２,193,,0,50.000,+247.22,－,5.49
2021/10/21,61,4386,ＳＩＧＧ,東２,709,,-34,37.700,+245.87,17.6,2.60
2021/10/21,62,3423,エスイー,ＪＱ,316,,-1,54.700,+239.75,13.8,1.04
2021/10/21,63,2778,パレモ・ＨＤ,東２,161,,-5,265.900,+235.73,－,1.51
2021/10/21,64,4347,ブロメディア,ＪＱ,858,,+15,117.200,+230.14,12.0,2.15
2021/10/21,65,8705,岡藤日産ＨＤ,ＪＱ,141,,0,37.600,+218.64,－,0.64
2021/10/21,66,4435,カオナビ,東Ｍ,"2,155",,-64,68.000,+216.28,953,26.10
2021/10/21,67,6238,フリュー,東１,"1,565",,-76,317.800,+216.22,15.9,2.20
2021/10/21,68,5856,ＬＩＥＨ,東２,64,,-1,35.900,+214.91,15.2,1.48
2021/10/21,69,4433,ヒトコムＨＤ,東１,"2,123",,+82,177.400,+211.23,12.6,2.69
2021/10/21,70,6626,ＳＥＭＴＥＣ,ＪＱ,"11,630",,+690,74.400,+210.00,15.8,2.65
2021/10/21,71,4582,シンバイオ,ＪＧ,964,,-56,"2,177.700",+209.77,32.2,9.30
2021/10/21,72,2637,ＧＸクリ日株,東Ｅ,"1,769",,-38,9.950,+208.81,－,－
2021/10/21,73,4931,新日本製薬,東１,"1,726",,-51,112.200,+208.24,16.1,2.33
2021/10/21,74,3639,ボルテージ,東１,449,,-11,68.500,+207.17,－,1.10
2021/10/21,75,4932,アルマード,ＪＱ,694,,-13,509.900,+206.06,12.6,2.97
2021/10/21,76,2587,サントリＢＦ,東１,"4,465",,+10,958.900,+204.99,22.8,1.66
2021/10/21,77,2594,キーコーヒー,東１,"2,242",,+16,62.200,+204.90,－,1.61
