日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/11/15,1,2620,ｉＳ米債１３,東Ｅ,"2,660",,-6,113.334,"+15,277.75",－,－
2021/11/15,2,2512,野村外国債Ｈ,東Ｅ,"1,017",,0,848.890,"+12,684.49",－,－
2021/11/15,3,1577,野村高配７０,東Ｅ,"23,010",,-20,10.493,"+3,743.59",－,－
2021/11/15,4,1457,大和ＴＰイン,東Ｅ,"4,955",,-15,6.717,"+3,511.29",－,－
2021/11/15,5,2510,野村国内債券,東Ｅ,993,,-1,378.650,"+2,502.41",－,－
2021/11/15,6,1496,ｉＳＩＧ債Ｈ,東Ｅ,"2,580",,0,7.671,"+2,129.94",－,－
2021/11/15,7,4387,ＺＵＵ,東Ｍ,"1,474",,-364,315.000,"+2,028.38",151,5.29
2021/11/15,8,3691,リアルワルド,東Ｍ,675,,+47,294.400,"+1,944.44",－,2.76
2021/11/15,9,2624,ｉＦＥ２２５,東Ｅ,"2,981",,+13,13.553,"+1,766.80",－,－
2021/11/15,10,7803,ブシロード,東Ｍ,"1,990",S,+400,"1,634.400","+1,625.87",28.7,4.92
2021/11/15,11,2646,ＧＸメタ日株,東Ｅ,"1,400",,-7,24.990,"+1,538.69",－,－
2021/11/15,12,4937,ワクー,東Ｍ,916,,-230,166.500,"+1,456.07",22.9,3.44
2021/11/15,13,1914,日基技,東１,529,,+37,264.900,"+1,379.89",54.7,0.55
2021/11/15,14,6096,レアジョブ,東１,881,,-1,445.400,"+1,087.73",68.3,4.04
2021/11/15,15,2513,野村外国株式,東Ｅ,"1,660",,+3,146.070,"+1,065.76",－,－
2021/11/15,16,9287,Ｊインフラ,東,"94,600",,"-4,900",2.547,"+1,022.03",21.5,1.05
2021/11/15,17,8836,ＲＩＳＥ,ＪＱ,25,,0,222.200,+963.16,－,－
2021/11/15,18,8350,みちのく銀,東１,845,,-36,192.500,+907.85,6.5,0.22
2021/11/15,19,2638,ＧＸロボ日株,東Ｅ,"2,334",,+11,4.803,+884.22,－,－
2021/11/15,20,1591,野村ＪＰＸ,東Ｅ,"18,530",,+110,1.983,+872.06,－,－
2021/11/15,21,4487,スペースマ,東Ｍ,"1,225",,+210,255.000,+851.49,724,18.67
2021/11/15,22,2639,ＧＸバイ日株,東Ｅ,"1,867",,+12,2.961,+831.13,－,－
2021/11/15,23,4712,ＫｅｙＨ,ＪＱ,651,,-95,293.200,+827.85,11.3,0.79
2021/11/15,24,3777,ＦＨＴＨＤ,ＪＧ,22,,+1,"2,781.800",+794.76,－,3.51
