日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/12/27,1,5358,イソライト,東１,"1,196",,+158,"1,507.300","+7,474.37",12.7,1.72
2021/12/27,2,4260,ハイブリッド,東Ｍ,939,S,+150,"7,653.500","+3,588.43",60.5,17.69
2021/12/27,3,1580,日経ベア,東Ｅ,"2,627.5",,+8.0,166.470,"+3,441.91",－,－
2021/12/27,4,2562,日興ダウヘ有,東Ｅ,"3,120.0",,+19.0,166.940,"+2,632.24",－,－
2021/12/27,5,6775,ＴＢグループ,東２,177,,0,846.600,"+2,339.77",－,1.94
2021/12/27,6,6029,アトラＧ,東１,333,,+46,662.800,"+2,094.70","3,330",1.96
2021/12/27,7,6927,ヘリオスＴＨ,東１,304,,+28,967.300,"+2,054.34",11.7,0.43
2021/12/27,8,6573,アジャイル,東Ｍ,460,,+38,270.600,"+2,014.06",－,－
2021/12/27,9,3542,ベガコーポ,東Ｍ,940,,-60,446.100,"+1,656.30",13.9,1.92
2021/12/27,10,2556,ＯｎｅＪリト,東Ｅ,"2,079.0",,-13.5,38.030,"+1,351.53",－,－
2021/12/27,11,7420,佐鳥電機,東１,"1,061",,+96,430.900,"+1,033.95",14.5,0.58
2021/12/27,12,3189,ＡＮＡＰ,ＪＱ,432,,+32,"2,883.800",+939.21,15.5,3.41
2021/12/27,13,2510,野村国内債券,東Ｅ,994.4,,+1.0,9.410,+779.44,－,－
2021/12/27,14,2634,野村ＳＰＨ有,東Ｅ,"2,393.0",,+7.5,13.120,+680.95,－,－
2021/12/27,15,1456,大和日経イン,東Ｅ,"4,245",,+15,10.037,+639.10,－,－
2021/12/27,16,2836,ＧＸフィ日株,東Ｅ,"2,597",,+2,1.175,+638.99,－,－
2021/12/27,17,8377,ほくほくＦＧ,東１,864,,+59,977.200,+576.26,6.0,0.19
2021/12/27,18,3808,ＯＫウェイヴ,名Ｃ,364,,-38,119.500,+553.01,58.4,0.78
2021/12/27,19,6819,伊豆シャボ,ＪＱ,92,,-2,169.100,+514.91,37.4,1.02
2021/12/27,20,4427,エデュラボ,東１,941,,-237,397.000,+504.26,7.5,0.83
2021/12/27,21,4932,アルマード,ＪＱ,547,,-53,780.200,+476.64,9.9,2.20
2021/12/27,22,6166,中村超硬,東Ｍ,511,,+28,762.100,+463.27,－,5.39
2021/12/27,23,2620,ｉＳ米債１３,東Ｅ,"2,668",,-1,3.080,+460.00,－,－
2021/12/27,24,7610,テイツー,ＪＱ,72,,-2,"1,169.600",+441.23,7.5,1.22
2021/12/27,25,4476,ＡＩクロス,東Ｍ,"1,385",,-73,104.200,+431.63,16.5,3.64
2021/12/27,26,7965,象印,東１,"1,433",,-153,586.700,+425.25,28.5,1.27
2021/12/27,27,2734,サーラ,東１,630,,+6,139.500,+422.47,8.9,0.62
2021/12/27,28,3083,シーズメン,ＪＱ,"1,120",,+95,"1,601.800",+418.55,64.6,2.90
2021/12/27,29,4824,メディアＳ,東Ｍ,345,,-16,217.300,+406.53,93.5,0.88
2021/12/27,30,1496,ｉＳＩＧ債Ｈ,東Ｅ,"2,581",,+2,3.543,+399.72,－,－
2021/12/27,31,9843,ニトリＨＤ,東１,"16,965",,"-1,185","1,085.500",+396.80,19.4,2.70
2021/12/27,32,2563,ｉＳ米国株Ｈ,東Ｅ,"3,075",,+5,44.756,+394.98,－,－
2021/12/27,33,9285,東京インフラ,東,"100,000",,+700,0.715,+389.73,34.3,1.15
2021/12/27,34,5021,コスモＨＤ,東１,"2,199",,-72,644.500,+384.59,2.0,0.50
2021/12/27,35,2622,ｉＳ新興債Ｈ,東Ｅ,"2,440",,-5,0.534,+376.79,－,－
2021/12/27,36,7829,サマンサＪＰ,東Ｍ,118,,-9,721.000,+374.97,－,1.92
2021/12/27,37,3666,テクノスＪ,東１,519,,+22,319.200,+363.95,14.4,2.01
2021/12/27,38,2633,野村ＳＰＨ無,東Ｅ,"2,505.0",,+14.0,63.800,+363.66,－,－
2021/12/27,39,3321,ミタチ産業,東１,"1,106",,+142,721.800,+362.69,9.0,0.82
2021/12/27,40,2037,金先物ベア,東EN,"5,207",,-3,2.153,+359.06,－,－
2021/12/27,41,2335,キューブシス,東１,"1,050",,+73,139.900,+354.22,14.9,2.06
2021/12/27,42,2511,野村外国債券,東Ｅ,"1,026.0",,+3.0,24.950,+353.64,－,－
2021/12/27,43,6982,リード,東２,504,,+19,65.200,+349.66,－,0.53
2021/12/27,44,6334,明治機,東２,176,,-2,70.100,+346.50,－,1.41
2021/12/27,45,1966,高田工,東２,681,,+14,71.000,+343.75,5.5,0.39
2021/12/27,46,1400,ルーデン,ＪＧ,195,,-4,119.900,+339.19,43.0,0.96
2021/12/27,47,5724,アサカ理研,ＪＱ,"1,121",,+2,57.000,+335.11,23.1,1.61
2021/12/27,48,1560,野村マレシア,東Ｅ,"4,035",,+55,0.553,+332.03,－,－
2021/12/27,49,1459,楽天Ｗベア,東Ｅ,"1,559",,+14,"8,330.977",+332.00,－,－
2021/12/27,50,5269,日コン,東１,267,,+9,472.800,+325.18,10.3,0.40
2021/12/27,51,1660,ＭＸ高利Ｊリ,東Ｅ,"11,300",,-55,1.167,+322.83,－,－
2021/12/27,52,9978,文教堂ＧＨＤ,ＪＱ,46,,-3,576.700,+320.64,6.8,1.80
2021/12/27,53,1786,オリエン白石,東１,225,,-3,604.000,+320.32,8.7,0.71
2021/12/27,54,3935,エディア,東Ｍ,379,,-13,91.000,+319.35,－,2.91
2021/12/27,55,3946,トーモク,東１,"1,716",,-6,73.600,+318.18,4.7,0.39
2021/12/27,56,3904,カヤック,東Ｍ,667,,-23,94.700,+317.18,14.5,3.37
2021/12/27,57,2987,タスキ,東Ｍ,"1,241",,-186,491.100,+314.43,15.7,4.73
2021/12/27,58,6641,日新電,東１,"1,550",,+27,249.300,+313.43,14.4,1.34
2021/12/27,59,3664,モブキャスト,東Ｍ,69,,+3,892.100,+311.87,－,2.95
2021/12/27,60,3840,パス,東２,64,,-2,"1,635.700",+309.13,－,3.23
2021/12/27,61,5957,日東精,東１,652,,+36,158.300,+307.99,12.0,0.84
2021/12/27,62,2303,ドーン,ＪＱ,"2,005",,-60,52.900,+306.92,25.4,3.43
2021/12/27,63,3842,ネクスジェン,ＪＧ,771,,+21,58.000,+305.59,18.1,1.20
2021/12/27,64,7524,マルシェ,東１,390,,-10,88.100,+304.13,－,3.20
2021/12/27,65,7318,セレンＨＤ,東Ｍ,891,,-26,58.400,+302.76,21.6,0.91
2021/12/27,66,3939,カナミックＮ,東１,463,,-20,243.100,+302.48,34.3,11.24
2021/12/27,67,8385,伊予銀,東１,565,,-4,732.100,+302.47,8.5,0.24
2021/12/27,68,5216,倉元,ＪＱ,125,,-5,142.100,+300.28,－,8.46
2021/12/27,69,2982,ＡＤＷＧ,東１,154,,-2,902.900,+296.53,18.4,0.49
2021/12/27,70,8226,理経,東２,330,,+7,"1,646.900",+291.19,71.3,1.17
