日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/10/26,1,2634,野村ＳＰＨ有,東Ｅ,"2,310",,+14,222.000,"+5,548.85",－,－
2021/10/26,2,2630,ＭＸ米ＳＰ有,東Ｅ,"11,820",,+70,23.551,"+4,326.88",－,－
2021/10/26,3,3423,エスイー,ＪＱ,339,,+25,695.300,"+3,618.18",9.1,1.12
2021/10/26,4,2624,ｉＦＥ２２５,東Ｅ,"2,915",,+50,7.853,"+3,344.30",－,－
2021/10/26,5,2987,タスキ,東Ｍ,"2,033",,+106,347.000,"+1,827.78",15.1,4.53
2021/10/26,6,7608,ＳＫジャパン,東１,512,,-34,"1,047.400","+1,611.44",16.8,1.18
2021/10/26,7,4055,Ｔ＆Ｓ,東Ｍ,"4,005",,+235,114.700,+952.29,53.3,10.92
2021/10/26,8,6798,ＳＭＫ,東１,"2,279",,+98,105.600,+818.26,9.6,0.51
2021/10/26,9,4556,カイノス,ＪＱ,"1,170",,-50,203.900,+715.60,8.9,0.98
2021/10/26,10,2623,ｉＳユＩＧＨ,東Ｅ,"2,489",,-1,2.394,+664.86,－,－
2021/10/26,11,3298,インベスコＯ,東Ｒ,"22,660",,0,47.538,+638.51,－,1.77
2021/10/26,12,5856,ＬＩＥＨ,東２,66,,+2,157.200,+631.16,15.7,1.53
2021/10/26,13,1595,農中Ｊリート,東Ｅ,"2,095",,-11,40.480,+596.73,－,－
2021/10/26,14,6368,オルガノ,東１,"7,030",,+310,165.600,+581.48,9.8,1.19
2021/10/26,15,8202,ラオックス,東２,184,,+11,"1,138.200",+579.93,－,0.69
2021/10/26,16,8060,キヤノンＭＪ,東１,"2,296",,-213,914.600,+479.59,11.7,0.82
2021/10/26,17,2563,ｉＳ米国株Ｈ,東Ｅ,"2,975",,+17,92.509,+408.99,－,－
2021/10/26,18,2776,新都ＨＤ,ＪＱ,66,,0,211.400,+406.95,41.8,2.13
2021/10/26,19,1711,ＳＤＳＨＤ,東２,393,S,+80,473.000,+386.13,－,59.64
2021/10/26,20,6254,野村マイクロ,東１,"4,880",,-35,477.800,+384.09,14.9,3.41
2021/10/26,21,6335,東京機,東１,"1,778",,+271,730.000,+383.76,50.1,2.09
2021/10/26,22,2404,鉄人化計画,東２,486,,+32,"1,677.800",+382.54,－,34.99
2021/10/26,23,9534,北ガス,東１,"1,514",,0,63.000,+380.92,6.1,0.49
2021/10/26,24,9827,リリカラ,ＪＱ,191,,+1,51.200,+361.26,13.0,0.36
2021/10/26,25,3133,海帆,東Ｍ,277,,+65,"1,302.800",+343.43,－,－
2021/10/26,26,9885,シャルレ,東２,560,,+25,109.200,+323.26,32.8,0.49
2021/10/26,27,7719,東京衡機,東２,331,,+2,58.500,+317.86,10.5,1.11
2021/10/26,28,3242,アーバネット,ＪＱ,310,,+1,84.300,+313.24,7.5,0.81
2021/10/26,29,2633,野村ＳＰＨ無,東Ｅ,"2,412",,+22,29.990,+313.09,－,－
2021/10/26,30,9058,トランコム,東１,"8,070",,-540,61.600,+297.42,14.5,1.75
2021/10/26,31,4733,ＯＢＣ,東１,"5,830",,+70,481.200,+290.27,39.1,3.29
2021/10/26,32,2632,ＭＸナスヘ有,東Ｅ,"11,790",,+150,3.612,+281.41,－,－
2021/10/26,33,8014,蝶理,東１,"1,889",,+37,112.500,+281.36,6.8,0.74
2021/10/26,34,4168,ヤプリ,東Ｍ,"4,440",,+245,105.200,+278.42,－,20.38
2021/10/26,35,7578,ニチリョク,ＪＱ,164,,-1,70.600,+277.54,10.0,0.57
2021/10/26,36,6724,エプソン,東１,"2,047",,-77,"3,834.000",+276.92,14.8,1.26
2021/10/26,37,3465,ケイアイ不,東１,"6,170",,+350,321.500,+260.43,7.5,3.69
2021/10/26,38,4764,ＮｅｘｕｓＢ,ＪＧ,150,,+6,"2,140.200",+257.53,2.9,0.32
2021/10/26,39,5759,日本電解,東Ｍ,"3,980",,+240,"3,270.100",+251.96,33.1,5.64
2021/10/26,40,4902,コニカミノル,東１,575,,-17,"10,072.000",+246.44,14.9,0.53
2021/10/26,41,3777,ＦＨＴＨＤ,ＪＧ,21,,-1,747.200,+245.77,－,3.96
2021/10/26,42,3150,グリムス,東１,"2,716",,+1,559.300,+244.40,29.8,9.38
2021/10/26,43,3521,エコナック,東１,98,,+3,998.200,+233.18,－,1.15
2021/10/26,44,6366,千代建,東２,445,,+20,"3,241.800",+231.95,－,9.26
2021/10/26,45,9267,Ｇｅｎｋｙ,東１,"5,470",,+200,88.900,+231.72,17.6,2.58
2021/10/26,46,4389,プロパテＤＢ,東Ｍ,"1,490",,+54,47.600,+230.56,23.8,4.16
2021/10/26,47,6227,ＡＩメカ,東２,"1,500",,+80,158.900,+225.61,11.0,1.12
2021/10/26,48,8230,はせがわ,東１,263,,-3,70.300,+223.96,13.6,0.52
2021/10/26,49,8591,オリックス,東１,"2,243.5",,+93.5,"6,018.600",+223.04,10.8,0.89
2021/10/26,50,4816,東映アニメ,ＪＱ,"18,330",,"-2,110",202.800,+222.42,73.5,8.31
2021/10/26,51,5381,Ｍｉｐｏｘ,ＪＱ,"1,350",,+138,"4,760.100",+221.48,32.0,3.39
2021/10/26,52,4196,ネオマーケ,ＪＱ,"1,971",,+118,39.400,+217.74,25.7,6.35
2021/10/26,53,2978,ツクルバ,東Ｍ,"1,079",,+72,91.400,+216.26,－,14.27
