日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/11/04,1,1597,ＭＸＪリート,東Ｅ,"2,134",,-5,302.450,"+15,818.42",－,－
2021/11/04,2,3845,アイフリーク,ＪＱ,155,,+11,"5,079.600","+11,523.80",23.8,5.61
2021/11/04,3,2354,ＹＥデジタル,東２,580,,+63,"1,944.700","+11,012.57",19.1,2.56
2021/11/04,4,2564,ＧＸ高配日株,東Ｅ,"1,922",,+6,20.419,"+10,008.42",－,－
2021/11/04,5,3760,ケイブ,ＪＱ,"1,101",,+27,"1,570.600","+8,874.86",－,22.50
2021/11/04,6,2630,ＭＸ米ＳＰ有,東Ｅ,"12,060",,+130,26.696,"+5,175.89",－,－
2021/11/04,7,1486,日興米債ヘ無,東Ｅ,"21,940",,+40,14.268,"+3,941.93",－,－
2021/11/04,8,3976,シャノン,東Ｍ,"2,150",,-398,"2,580.900","+3,269.32",63.0,11.00
2021/11/04,9,4374,ロボペイ,東Ｍ,"3,425",,+290,442.500,"+1,807.33",126,39.89
2021/11/04,10,3083,シーズメン,ＪＱ,"1,490",S,+600,303.300,"+1,653.18",85.9,3.85
2021/11/04,11,1369,Ｏｎｅ２２５,東Ｅ,"29,910",,+250,4.834,"+1,059.23",－,－
2021/11/04,12,2632,ＭＸナスヘ有,東Ｅ,"12,230",,+190,24.377,"+1,047.69",－,－
2021/11/04,13,1482,ｉＳ米債７Ｈ,東Ｅ,"2,325",,-7,211.285,"+1,041.22",－,－
2021/11/04,14,1631,野村銀行１７,東Ｅ,"8,120",,+150,2.930,+997.38,－,－
2021/11/04,15,3775,ガイアックス,名Ｃ,690,,+41,145.200,+915.38,－,2.09
2021/11/04,16,6338,タカトリ,東２,"1,275",,+136,502.700,+866.73,18.5,1.29
2021/11/04,17,2641,ＧＸリー日株,東Ｅ,"2,152",,+20,9.434,+851.01,－,－
2021/11/04,18,1497,ｉＳＨＹ債Ｈ,東Ｅ,"2,346",,+5,30.621,+831.58,－,－
2021/11/04,19,1348,ＭＸトピクス,東Ｅ,"2,139",,+28,629.790,+803.05,－,－
2021/11/04,20,4215,タキロンＣＩ,東１,572,,-46,997.300,+791.24,10.1,0.63
2021/11/04,21,2309,シミックＨＤ,東１,"1,672",,+127,239.000,+769.09,15.0,1.18
2021/11/04,22,7060,ギークス,東１,"1,602",,+103,315.400,+761.75,28.0,4.48
2021/11/04,23,1429,日本アクア,東１,627,,+53,200.800,+740.17,19.4,2.81
2021/11/04,24,7840,フラベッドＨ,東１,950,,+42,106.900,+716.03,15.0,0.95
2021/11/04,25,6193,バーチャレク,東Ｍ,"1,049",,+91,315.500,+690.73,12.6,5.00
2021/11/04,26,6937,古河池,東１,"1,620",,+38,494.500,+683.68,15.4,1.76
2021/11/04,27,6814,古野電,東１,"1,317",,+90,365.500,+667.86,10.4,0.85
2021/11/04,28,8890,レーサム,ＪＱ,701,,-11,184.200,+664.32,5.4,0.55
2021/11/04,29,8798,Ａクリエイト,東１,"1,135",,+82,103.100,+658.09,20.0,3.88
2021/11/04,30,2518,野村女性活躍,東Ｅ,"1,186",,+8,1.093,+643.54,－,－
2021/11/04,31,7987,ナカバヤシ,東１,554,,-17,105.800,+639.86,8.9,0.55
2021/11/04,32,1593,ＭＸ４００,東Ｅ,"19,080",,+180,2.473,+633.83,－,－
2021/11/04,33,2569,日興ＮＱヘ有,東Ｅ,"2,908",,+49,127.760,+633.41,－,－
2021/11/04,34,6494,ＮＦＫＨＤ,ＪＱ,112,,+5,256.600,+628.98,－,1.19
2021/11/04,35,8065,佐藤商,東１,"1,322",,+104,75.600,+626.92,8.5,0.59
2021/11/04,36,6175,ネットマーケ,東１,559,,+26,161.300,+620.09,22.3,2.77
2021/11/04,37,2776,新都ＨＤ,ＪＱ,67,,+1,90.400,+611.81,42.4,2.17
2021/11/04,38,9055,アルプス物流,東１,"1,124",,+96,87.800,+608.06,14.2,0.78
2021/11/04,39,5952,アマテイ,東２,154,,+1,75.700,+607.48,181,1.55
2021/11/04,40,5357,ヨータイ,東１,"1,372",,+82,98.700,+600.00,12.9,0.97
2021/11/04,41,9991,ジェコス,東１,822,,-45,85.500,+595.12,7.4,0.51
2021/11/04,42,5288,アジアパイル,東１,450,,-14,177.200,+584.17,8.6,0.47
2021/11/04,43,2178,トライＳＴＧ,東Ｍ,389,,+11,89.100,+569.92,11.6,1.35
2021/11/04,44,5902,ホッカンＨＤ,東１,"1,458",,-50,70.600,+566.04,13.7,0.32
2021/11/04,45,3183,ウインＰ,東１,948,,-21,82.800,+546.88,16.0,1.33
2021/11/04,46,7893,プロネクサス,東１,"1,160",,+105,77.900,+538.52,19.5,1.22
2021/11/04,47,1578,日興２２５Ｍ,東Ｅ,"2,389",,+27,2.149,+528.36,－,－
2021/11/04,48,4249,森六,東１,"1,883",,-63,88.200,+521.13,6.0,0.45
2021/11/04,49,3719,ジェクシード,ＪＱ,158,,-6,110.100,+518.54,－,4.35
2021/11/04,50,7372,デコルテＨＤ,東Ｍ,"1,337",,+37,144.500,+509.70,12.7,1.98
2021/11/04,51,6269,三井海洋,東１,"1,605",,-313,946.900,+499.68,－,0.95
2021/11/04,52,4489,ペイロール,東Ｍ,871,,+30,127.700,+496.73,14.3,1.38
2021/11/04,53,3647,ジー・スリー,東２,476,,+36,931.800,+488.63,47.2,3.16
2021/11/04,54,1457,大和ＴＰイン,東Ｅ,"4,935",,-55,3.487,+466.99,－,－
2021/11/04,55,7775,大研医器,東１,605,,+37,88.000,+456.96,22.6,2.77
2021/11/04,56,4479,マクアケ,東Ｍ,"4,930",,+240,256.800,+451.07,174,8.94
2021/11/04,57,9639,三協フロンテ,ＪＱ,"5,450",,-230,69.400,+446.46,10.4,1.46
2021/11/04,58,7771,日本精密,ＪＱ,67,,0,67.300,+434.13,－,1.07
2021/11/04,59,2515,野村外リート,東Ｅ,"1,267",,+21,31.780,+428.79,－,－
2021/11/04,60,4487,スペースマ,東Ｍ,"1,075",,+61,62.800,+427.73,－,16.23
