日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/07/19,1,1487,日興米債ヘ有,東Ｅ,"18,550",,+30,38.116,"+22,321.18",－,－
2021/07/19,2,2639,ＧＸバイ日株,東Ｅ,"1,822",,-11,6.312,"+5,969.23",－,－
2021/07/19,3,2621,ｉＳ米２０Ｈ,東Ｅ,"2,279",,+14,250.837,"+3,734.26",－,－
2021/07/19,4,7807,幸和製,ＪＱ,"1,213",,+143,542.800,"+3,335.44",29.8,3.90
2021/07/19,5,1651,大和高配４０,東Ｅ,"1,064",,-9,33.580,"+2,038.85",－,－
2021/07/19,6,2552,日興リートＭ,東Ｅ,"2,303",,-19,5.173,"+1,928.63",－,－
2021/07/19,7,1739,ＳＥＥＤＨ,ＪＧ,781,,+37,316.300,"+1,876.88",3.8,0.81
2021/07/19,8,1546,野村ダウ３０,東Ｅ,"37,200",,-550,65.444,"+1,593.25",－,－
2021/07/19,9,2929,ファーマＦ,東１,"3,375",S,+500,"7,656.000","+1,468.53",29.6,15.94
2021/07/19,10,6058,ベクトル,東１,"1,049",,-46,"4,289.800","+1,346.81",50.0,4.12
2021/07/19,11,4564,オンコセラピ,東Ｍ,80,,-28,"18,352.400","+1,308.69",－,4.78
2021/07/19,12,1659,ｉＳ米リート,東Ｅ,"2,480",,-18,103.188,"+1,294.43",－,－
2021/07/19,13,2624,ｉＦＥ２２５,東Ｅ,"2,770",,-35,3.060,"+1,290.91",－,－
2021/07/19,14,2636,ＧＸガバ日株,東Ｅ,"2,639",,-34,13.522,"+1,249.50",－,－
2021/07/19,15,6775,ＴＢグループ,東２,221,S,+50,"2,905.800","+1,223.22",－,2.45
2021/07/19,16,3390,アイネスト,ＪＱ,98,,0,"15,169.100","+1,059.89",127,2.95
2021/07/19,17,2628,ｉＦＥ科創板,東Ｅ,"2,585",,-60,4.162,"+1,034.06",－,－
2021/07/19,18,1696,ＷＴコーン,東Ｅ,121,,+1,265.000,+977.24,－,－
2021/07/19,19,3940,ノムラシス,東１,314,,+8,497.600,+947.58,28.7,3.04
2021/07/19,20,2626,ＧＸデジ日株,東Ｅ,"2,031",,-17,77.554,+900.83,－,－
2021/07/19,21,6632,ＪＶＣケンウ,東１,268,,+29,"18,016.600",+860.68,14.6,0.68
2021/07/19,22,8707,岩井コスモ,東１,"1,489",,-215,681.800,+657.56,－,0.62
2021/07/19,23,5952,アマテイ,東２,166,,-2,71.700,+617.00,48.8,1.69
2021/07/19,24,2780,コメ兵ＨＤ,東２,"1,399",,+16,193.000,+565.52,15.3,0.84
2021/07/19,25,1657,ｉＳ先進国株,東Ｅ,"3,035",,-40,6.871,+561.95,－,－
2021/07/19,26,7699,オムニプラス,東Ｍ,"1,019",,-111,204.200,+530.25,－,－
2021/07/19,27,2411,ゲンダイ,ＪＱ,325,,+5,"1,234.100",+512.76,21.7,1.03
2021/07/19,28,3996,サインポスト,東１,737,,-15,"1,218.500",+511.39,－,5.61
2021/07/19,29,9878,セキド,東２,"1,729",,-79,118.500,+510.82,29.7,6.93
2021/07/19,30,1489,日経高配５０,東Ｅ,"34,400",,-450,1.611,+505.64,－,－
2021/07/19,31,1724,シンクレイヤ,ＪＱ,"1,175",,+60,131.600,+503.67,7.3,1.14
2021/07/19,32,1385,ＵＢＳ欧５０,東Ｅ,"5,300",,-120,1.758,+468.93,－,－
2021/07/19,33,1578,日興２２５Ｍ,東Ｅ,"2,205",,-27,11.952,+467.25,－,－
2021/07/19,34,2638,ＧＸロボ日株,東Ｅ,"2,253",,-49,10.752,+456.81,－,－
2021/07/19,35,2565,ＧＸロジ日Ｒ,東Ｅ,"1,206",,-5,2.497,+445.20,－,－
2021/07/19,36,1688,ＷＴ穀物,東Ｅ,460,,+11,19.750,+441.10,－,－
2021/07/19,37,2529,株主還元７０,東Ｅ,"1,089",,-14,1.714,+438.99,－,－
2021/07/19,38,1658,ｉＳ新興国株,東Ｅ,"2,400",,-36,5.906,+417.16,－,－
2021/07/19,39,6547,グリーンズ,東１,566,,-25,95.800,+415.05,－,－
2021/07/19,40,6198,Ｃａｒｅｅｒ,東Ｍ,494,,+18,273.200,+404.99,418,3.59
2021/07/19,41,2041,ＮＹダウベア,東EN,"3,030",,+68,83.102,+404.66,－,－
2021/07/19,42,3528,ミライベート,東２,29,,0,"2,802.400",+392.34,42.6,0.80
2021/07/19,43,8836,ＲＩＳＥ,ＪＱ,26,,0,418.600,+389.59,－,－
2021/07/19,44,7697,レクスト,ＪＱ,384,,-14,56.800,+381.36,－,－
2021/07/19,45,1488,大和ＲＥＩＴ,東Ｅ,"2,220",,-17,39.230,+376.09,－,－
2021/07/19,46,2340,極楽湯ＨＤ,ＪＱ,304,,-1,87.700,+371.51,－,5.63
2021/07/19,47,4177,ｉ－ｐｌｕｇ,東Ｍ,"6,540",,+520,96.100,+355.45,121,21.96
2021/07/19,48,6158,和井田,ＪＱ,"1,451",,+86,120.600,+355.09,13.3,1.14
2021/07/19,49,7829,サマンサＪＰ,東Ｍ,134,,-6,115.800,+354.12,86.5,1.59
2021/07/19,50,7746,岡本硝子,ＪＱ,187,,-2,149.200,+348.05,43.6,3.38
2021/07/19,51,8392,大分銀,東１,"1,677",,-21,51.700,+345.69,5.9,0.13
2021/07/19,52,8699,沢田ＨＤ,ＪＱ,"1,029",,+23,124.500,+336.84,－,0.75
2021/07/19,53,6853,共和電,東１,377,,-7,47.500,+335.78,16.0,0.63
