日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/06/23,1,3646,駅探,東Ｍ,537,,+37,829.300,"+7,508.26",22.6,1.04
2021/06/23,2,9318,アジア開発,東２,10,,+3,"126,107.200","+4,381.90",－,4.61
2021/06/23,3,6663,太洋工業,ＪＱ,507,,+18,475.400,"+3,224.48",56.5,1.21
2021/06/23,4,1477,ｉＳ最小分散,東Ｅ,"1,880",,+4,7.208,"+2,411.50",－,－
2021/06/23,5,3686,ＤＬＥ,東１,341,,+26,"2,623.200","+2,018.90",－,4.29
2021/06/23,6,5932,三協立山,東１,898,,+94,"1,356.500","+1,694.31",17.6,0.36
2021/06/23,7,2636,ＧＸガバ日株,東Ｅ,"2,690",,+2,2.767,"+1,673.72",－,－
2021/06/23,8,9308,乾汽船,東１,"1,305",,+105,464.400,"+1,286.27",10.3,1.81
2021/06/23,9,8836,ＲＩＳＥ,ＪＱ,28,,0,632.800,"+1,140.78",－,－
2021/06/23,10,9067,丸運,東１,276,,+7,679.300,+966.41,15.3,0.34
2021/06/23,11,3238,セントラル総,東２,353,,-3,212.000,+909.52,5.0,0.38
2021/06/23,12,6786,ＲＶＨ,東２,82,,+2,221.400,+785.60,－,0.96
2021/06/23,13,8139,ナガホリ,東２,182,,+1,230.300,+672.82,18.6,0.23
2021/06/23,14,1478,ｉＳ高配当,東Ｅ,"2,165",,-11,42.709,+670.50,－,－
2021/06/23,15,2072,トップシェア,東EN,"10,610",,+20,1.503,+651.50,－,－
2021/06/23,16,6882,三社電機,東２,"1,048",,+83,754.800,+633.53,26.8,0.76
2021/06/23,17,4963,星光ＰＭＣ,東１,896,,+52,250.100,+596.66,15.2,0.98
2021/06/23,18,8746,第一商品,ＪＱ,210,,-23,"6,531.100",+596.50,－,0.74
2021/06/23,19,4776,サイボウズ,東１,"2,310",,-275,"1,337.200",+569.27,－,16.88
2021/06/23,20,3676,デジハＨＤ,東１,"1,494",,-12,188.300,+540.48,23.1,5.67
2021/06/23,21,2071,ＥＳＧ総合,東EN,"10,880",,+20,2.381,+431.47,－,－
2021/06/23,22,6238,フリュー,東１,"1,357",,+104,346.900,+412.41,16.9,1.88
2021/06/23,23,9381,エーアイテイ,東１,"1,104",,+71,118.400,+408.15,14.6,2.16
2021/06/23,24,6835,アライドＨＤ,東２,119,,0,"2,334.100",+403.36,－,2.28
2021/06/23,25,1443,技研ＨＤ,東２,289,,-5,153.400,+342.07,7.8,0.50
2021/06/23,26,6938,双信電機,東１,608,,+31,145.200,+329.59,23.7,0.97
2021/06/23,27,6997,日ケミコン,東１,"2,633",,+154,"1,339.800",+327.78,12.7,1.03
2021/06/23,28,7097,さくらさく,東Ｍ,"2,215",,-100,63.100,+326.35,9.0,2.33
2021/06/23,29,6038,イード,東Ｍ,848,,+15,68.400,+309.58,9.2,1.21
2021/06/23,30,2625,ｉＦＥＴＰＸ,東Ｅ,"1,953",,-7,3.745,+306.62,－,－
2021/06/23,31,7711,助川電気,ＪＱ,860,,+43,45.800,+301.75,28.5,1.46
2021/06/23,32,1853,森組,東２,309,,+5,40.000,+300.00,10.0,0.77
2021/06/23,33,6072,地盤ＨＤ,東Ｍ,208,,0,120.200,+299.34,67.8,3.72
2021/06/23,34,3917,アイリッジ,東Ｍ,829,,-23,69.800,+296.59,－,2.15
2021/06/23,35,2134,燦キャピタル,ＪＱ,40,,0,"1,720.700",+294.57,－,3.31
2021/06/23,36,7806,ＭＴＧ,東Ｍ,"1,905",,+164,"1,053.500",+283.37,26.0,2.08
2021/06/23,37,1497,ｉＳＨＹ債Ｈ,東Ｅ,"2,380",,+1,6.475,+267.90,－,－
2021/06/23,38,9702,アイエスビー,東１,"1,470",,+21,264.800,+267.78,15.6,1.87
2021/06/23,39,8844,コスモスイニ,ＪＱ,480,,-1,47.000,+267.19,9.0,0.47
2021/06/23,40,2044,米国配当貴族,東EN,"18,520",,-80,2.001,+267.16,－,－
2021/06/23,41,3948,光ビジネス,ＪＱ,528,,+10,45.500,+266.94,19.0,0.42
2021/06/23,42,1655,ｉＳ米国株,東Ｅ,"3,385",,+35,435.678,+264.01,－,－
2021/06/23,43,5010,日精蝋,東２,192,,-1,65.800,+250.00,17.2,0.51
2021/06/23,44,4231,タイガポリ,東１,442,,0,54.400,+248.72,14.7,0.29
2021/06/23,45,7567,栄電子,ＪＱ,531,,-4,87.200,+243.31,24.1,0.90
2021/06/23,46,9130,共栄タ,東１,910,,+27,99.400,+242.76,34.8,0.50
2021/06/23,47,7094,ネクストーン,東Ｍ,"3,540",,+275,547.300,+242.28,73.7,13.15
2021/06/23,48,4833,サクセスＨ,ＪＧ,241,,+4,90.200,+241.67,－,4.05
2021/06/23,49,6312,フロイント,ＪＱ,815,,+15,41.500,+237.40,17.3,0.98
2021/06/23,50,2335,キューブシス,東１,"1,058",,+39,109.600,+237.23,16.9,2.22
2021/06/23,51,1712,ダイセキＳ,東１,"1,048",,+37,185.400,+235.87,19.8,1.35
2021/06/23,52,9384,内外トランス,東１,"2,082",,+135,103.600,+234.19,12.1,2.06
2021/06/23,53,3779,Ｊエスコム,ＪＱ,110,,-1,35.300,+233.02,35.9,3.13
2021/06/23,54,6521,オキサイド,東Ｍ,"9,120",,+960,787.600,+232.04,121,28.45
2021/06/23,55,5381,Ｍｉｐｏｘ,ＪＱ,728,,+29,"5,615.300",+226.00,34.6,1.98
2021/06/23,56,3710,ジョルダン,ＪＱ,847,,+1,61.400,+221.47,72.6,0.90
2021/06/23,57,8159,立花エレ,東１,"1,443",,-16,106.300,+219.22,11.0,0.48
2021/06/23,58,3528,プロスペクト,東２,30,,+1,"2,492.000",+216.77,44.1,0.83
2021/06/23,59,8922,ＪＡＭ,東Ｍ,112,,0,174.200,+216.15,17.0,0.70
2021/06/23,60,7550,ゼンショＨＤ,東１,"2,858",,+106,659.400,+208.27,47.6,5.10
2021/06/23,61,6905,コーセル,東１,"1,102",,-26,478.000,+205.63,14.3,0.97
2021/06/23,62,9704,アゴーラＨＧ,東１,25,,-2,571.800,+205.45,－,1.05
2021/06/23,63,3276,日本管理Ｃ,東１,"1,346",,+19,51.300,+203.55,15.2,3.70
2021/06/23,64,2180,サニーサイド,東１,832,,+18,59.200,+200.51,73.7,5.43
