日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/10/04,1,1486,日興米債ヘ無,東Ｅ,"21,550",,+10,15.293,"+10,027.81",－,－
2021/10/04,2,7610,テイツー,ＪＱ,81,,+6,"22,173.500","+3,796.92",8.5,1.44
2021/10/04,3,7127,一家ＨＤ,東１,634,S,+100,777.100,"+3,565.57",－,24.25
2021/10/04,4,3632,グリー,東１,699,,-17,"3,907.100","+1,354.62",－,1.21
2021/10/04,5,1309,野村上証５０,東Ｅ,"41,100",,+100,5.180,+972.46,－,－
2021/10/04,6,3326,ランシステム,ＪＱ,533,,0,886.300,+969.12,24.0,10.81
2021/10/04,7,3484,テンポイノベ,東１,"1,010",,+95,172.200,+811.11,30.0,6.03
2021/10/04,8,4575,ＣＡＮＢＡＳ,東Ｍ,262,,-26,229.000,+794.53,－,6.60
2021/10/04,9,7426,山大,ＪＱ,"1,201",,+184,385.800,+749.78,89.0,0.39
2021/10/04,10,2341,アルバイトＴ,ＪＱ,153,,+3,666.800,+744.05,239,0.94
2021/10/04,11,4960,ケミプロ,東２,260,,+5,378.700,+712.66,28.5,0.93
2021/10/04,12,4766,ピーエイ,東２,202,,-4,298.700,+628.54,－,5.75
2021/10/04,13,3286,トラストＨＤ,東Ｍ,353,,+12,72.500,+610.78,18.5,1.79
2021/10/04,14,2986,ＬＡホールデ,ＪＧ,"1,828",,+133,341.000,+601.65,4.2,1.68
2021/10/04,15,2629,ｉＦＥＧＢＡ,東Ｅ,"2,575",,-1,1.088,+547.62,－,－
2021/10/04,16,3315,日本コークス,東１,148,,+7,"14,801.300",+529.60,8.0,0.83
2021/10/04,17,7427,エコーＴＤ,東１,652,,-8,62.300,+523.00,15.0,0.44
2021/10/04,18,9812,テーオーＨＤ,ＪＱ,391,,-1,205.000,+472.63,－,8.61
2021/10/04,19,2072,トップシェア,東EN,"10,490",,+40,0.700,+426.32,－,－
2021/10/04,20,2563,ｉＳ米国株Ｈ,東Ｅ,"2,820",,+35,617.273,+424.14,－,－
2021/10/04,21,1481,日興経済貢献,東Ｅ,"1,976",,-14,1.228,+409.54,－,－
2021/10/04,22,2404,鉄人化計画,東２,352,,+25,"2,597.200",+400.04,－,100
2021/10/04,23,7363,ベビカレ,東Ｍ,"4,995",,-25,71.300,+357.05,44.4,5.52
2021/10/04,24,8139,ナガホリ,東２,183,,+4,50.900,+350.44,18.7,0.24
2021/10/04,25,9878,セキド,東２,"1,628",,-159,92.800,+325.69,9.7,5.40
2021/10/04,26,3940,ノムラシス,東１,294,,-1,243.400,+312.54,26.9,2.74
2021/10/04,27,3955,イムラ封筒,東２,998,,+6,153.200,+309.63,13.3,0.69
2021/10/04,28,2639,ＧＸバイ日株,東Ｅ,"1,906",,-23,20.948,+307.31,－,－
2021/10/04,29,2640,ＧＸゲー日株,東Ｅ,"2,445",,-58,20.561,+306.99,－,－
2021/10/04,30,5928,アルメタクス,東２,282,,+1,45.400,+305.36,12.7,0.35
2021/10/04,31,9709,ＮＣＳ＆Ａ,東２,490,,-11,90.900,+295.22,12.4,0.87
2021/10/04,32,6777,ｓａｎｔｅｃ,ＪＱ,"1,398",,-47,45.800,+291.45,14.3,1.59
2021/10/04,33,8804,東建物,東１,"1,691",,-11,"3,730.600",+288.28,10.7,0.86
2021/10/04,34,6086,シンメンテ,東Ｍ,"1,338",,+115,126.800,+284.24,31.3,5.02
2021/10/04,35,1681,日興ＭＳエマ,東Ｅ,"1,742",,+12,7.500,+278.79,－,－
2021/10/04,36,4673,川崎地質,ＪＱ,"3,920",,+445,53.100,+276.60,10.0,0.90
2021/10/04,37,8699,沢田ＨＤ,ＪＱ,"1,069",,+16,231.200,+274.11,－,0.74
2021/10/04,38,8835,太平発,東１,677,,-8,80.200,+267.89,13.2,0.37
2021/10/04,39,6047,Ｇｕｎｏｓｙ,東１,682,,-58,358.700,+264.53,－,1.44
2021/10/04,40,4361,川口化,東２,"1,697",,-42,58.200,+257.06,7.9,0.93
2021/10/04,41,7078,ＩＮＣ,東Ｍ,815,,-39,75.700,+250.46,578,4.29
2021/10/04,42,7373,アイドマＨＤ,東Ｍ,"4,985",,-575,400.500,+248.56,78.7,38.69
2021/10/04,43,2743,ピクセル,ＪＱ,80,,0,191.100,+247.45,－,5.52
2021/10/04,44,6505,東洋電,東１,"1,137",,+8,49.800,+243.45,12.7,0.42
2021/10/04,45,4237,フジプレアム,ＪＱ,352,,+3,335.400,+236.75,53.8,1.19
2021/10/04,46,7965,象印,東１,"1,628",,-120,650.300,+232.97,25.0,1.47
2021/10/04,47,6697,テクポイント,東Ｍ,"1,353",,-82,119.000,+230.56,－,－
2021/10/04,48,9246,プロカン,東Ｍ,"3,960",,+175,"2,128.200",+225.91,78.4,33.48
2021/10/04,49,6666,リバーエレク,ＪＱ,"1,224",,-57,264.600,+220.73,15.3,3.53
2021/10/04,50,6172,メタップス,東Ｍ,972,,-34,276.200,+217.84,－,2.26
2021/10/04,51,4441,トビラシステ,東１,"1,259",,-73,80.500,+210.81,37.1,9.32
2021/10/04,52,1384,ホクリヨウ,東１,750,,-25,36.300,+207.63,7.5,0.67
2021/10/04,53,6862,ミナトＨＤ,ＪＱ,442,,-10,74.000,+207.05,16.9,1.00
2021/10/04,54,2321,ソフトフロン,ＪＧ,112,,0,105.500,+206.69,－,16.07
2021/10/04,55,3845,アイフリーク,ＪＱ,145,,-1,74.700,+206.15,22.2,5.25
