日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/06/11,1,2563,ｉＳ米国株Ｈ,東Ｅ,"2,759",,+14,552.359,"+12,863.13",－,－
2021/06/11,2,7774,Ｊティッシュ,ＪＧ,803,,+94,"1,081.800","+8,695.12",－,4.55
2021/06/11,3,3940,ノムラシス,東１,315,,+20,"2,001.100","+6,192.77",28.6,3.04
2021/06/11,4,2529,株主還元７０,東Ｅ,"1,111",,-6,9.664,"+4,253.15",－,－
2021/06/11,5,4364,マナック,東２,887,,+25,446.300,"+3,255.64",12.4,0.71
2021/06/11,6,1840,土屋ＨＤ,東２,186,,+9,"3,953.500","+2,738.12",35.8,0.42
2021/06/11,7,3444,菊池製作,ＪＱ,814,,+6,271.800,"+2,440.19",－,1.39
2021/06/11,8,9067,丸運,東１,279,,+12,238.500,"+2,261.39",15.5,0.34
2021/06/11,9,5727,邦チタ,東１,"1,093",,+120,"2,955.400","+1,932.60",32.4,1.75
2021/06/11,10,2037,金先物ベア,東EN,"5,270",,-60,2.255,"+1,811.02",－,－
2021/06/11,11,3907,シリコンスタ,東Ｍ,"1,282",,+19,171.500,"+1,473.39",52.8,2.88
2021/06/11,12,2632,ＭＸナスヘ有,東Ｅ,"10,590",,+130,10.861,"+1,280.05",－,－
2021/06/11,13,8836,ＲＩＳＥ,ＪＱ,28,,-2,337.200,"+1,083.16",－,－
2021/06/11,14,7868,広済堂,東１,835,S,-150,"2,124.700",+998.60,12.2,0.66
2021/06/11,15,2673,夢みつけ隊,ＪＱ,187,,+12,"7,179.700",+873.52,－,0.89
2021/06/11,16,3661,エムアップ,東１,"3,155",,+383,436.800,+847.51,34.3,6.70
2021/06/11,17,3421,稲葉製作,東１,"1,533",,+11,235.600,+789.06,14.3,0.65
2021/06/11,18,1658,ｉＳ新興国株,東Ｅ,"2,478",,+4,15.555,+751.86,－,－
2021/06/11,19,4026,神島化,東２,"1,779",,+174,601.900,+729.06,14.8,1.92
2021/06/11,20,7899,ＭＩＣＳ化学,ＪＱ,399,,+28,108.800,+724.24,63.5,0.67
2021/06/11,21,3528,プロスペクト,東２,31,,0,"2,652.900",+716.53,45.6,0.86
2021/06/11,22,1487,日興米債ヘ有,東Ｅ,"18,520",,+70,38.583,+641.55,－,－
2021/06/11,23,8037,カメイ,東１,"1,152",,-4,145.800,+625.37,5.2,0.34
2021/06/11,24,1881,ＮＩＰＰＯ,東１,"3,200",,+190,713.400,+536.40,13.1,0.99
2021/06/11,25,4231,タイガポリ,東１,446,,-5,74.900,+534.75,14.9,0.30
2021/06/11,26,1482,ｉＳ米債７Ｈ,東Ｅ,"2,367",,+8,225.001,+501.67,－,－
2021/06/11,27,6184,鎌倉新書,東１,"1,093",,-107,933.200,+470.07,84.8,12.56
2021/06/11,28,3356,テリロジー,ＪＱ,558,,+24,428.500,+447.25,70.9,3.51
2021/06/11,29,1545,野村ナスダク,東Ｅ,"15,480",,+150,117.127,+446.99,－,－
2021/06/11,30,6384,昭和真空,ＪＱ,"1,676",,+65,59.000,+446.30,11.3,1.03
2021/06/11,31,4441,トビラシステ,東１,"1,389",,+49,409.600,+438.95,40.9,11.18
2021/06/11,32,3927,Ｆ－ブレイン,東Ｍ,887,,+78,197.300,+428.95,－,3.87
2021/06/11,33,7831,ウイルコＨＤ,東２,241,,+7,"1,749.200",+417.51,39.5,1.03
2021/06/11,34,2521,日興ＳＰヘ有,東Ｅ,"1,481",,+9,780.120,+393.56,－,－
2021/06/11,35,7940,ウェーブＨＤ,東１,719,,+7,58.900,+378.86,9.5,0.49
2021/06/11,36,7839,ＳＨＯＥＩ,東１,"3,835",,-45,109.600,+374.46,28.9,6.37
2021/06/11,37,8935,ＦＪネクスト,東１,"1,017",,-3,127.700,+362.68,6.0,0.62
2021/06/11,38,6203,豊和工,東１,814,,+8,68.100,+354.00,26.6,0.63
2021/06/11,39,1681,日興ＭＳエマ,東Ｅ,"1,902",,+3,5.910,+351.15,－,－
2021/06/11,40,8068,菱洋エレク,東１,"2,593",,-33,311.900,+341.16,33.3,1.22
2021/06/11,41,8922,ＪＡＭ,東Ｍ,113,,0,68.400,+338.46,17.1,0.71
2021/06/11,42,1475,ｉＳＴＰＸ,東Ｅ,"2,009",,-3,146.153,+333.53,－,－
2021/06/11,43,2751,テンポスＨＤ,ＪＱ,"2,311",,+61,76.700,+333.33,18.6,2.78
2021/06/11,44,3538,ウイルプラス,東１,"1,200",,-62,82.300,+333.16,8.2,1.60
2021/06/11,45,7971,東リ,東１,246,,-1,73.100,+320.11,15.1,0.40
2021/06/11,46,4248,竹本容器,東１,"1,012",,+21,72.600,+312.50,11.2,1.27
2021/06/11,47,6947,図研,東１,"3,065",,+15,61.400,+312.08,28.5,1.85
2021/06/11,48,8150,三信電,東１,"2,124",,-11,52.000,+303.10,35.4,0.94
2021/06/11,49,8957,東急ＲＥ,東Ｒ,"202,000",,-700,5.379,+300.22,29.7,1.71
2021/06/11,50,8938,グロームＨＤ,ＪＧ,"2,218",,+37,290.800,+300.00,35.4,2.73
2021/06/11,51,4579,ラクオリア,ＪＧ,"1,134",,+44,241.900,+298.52,69.3,5.65
2021/06/11,52,3777,ＦＨＴＨＤ,ＪＧ,18,,+1,"1,719.300",+287.58,－,7.09
2021/06/11,53,6258,平田機工,東１,"6,680",,+250,134.500,+285.39,26.7,1.35
2021/06/11,54,6088,シグマクシス,東１,"2,220",,+85,140.200,+282.02,31.1,8.55
2021/06/11,55,4384,ラクスル,東１,"5,240",,+435,692.800,+280.03,"1,497",19.71
2021/06/11,56,6757,ＯＳＧコーポ,ＪＱ,"1,482",,-98,102.900,+272.83,11.0,2.93
2021/06/11,57,5809,タツタ,東１,577,,+3,295.400,+268.79,12.3,0.76
2021/06/11,58,1697,ＷＴ大豆,東Ｅ,"2,975",,-21,3.680,+268.00,－,－
2021/06/11,59,3159,丸善ＣＨＩ,東１,398,,-3,193.200,+268.00,19.4,0.87
2021/06/11,60,9310,トランシティ,東１,525,,-7,95.700,+266.67,10.2,0.52
2021/06/11,61,8337,千葉興,東１,266,,+1,353.600,+265.29,3.6,0.14
2021/06/11,62,3488,ザイマックス,東Ｒ,"122,400",,"-1,200",1.442,+263.22,22.0,1.18
2021/06/11,63,4712,ＫｅｙＨ,ＪＱ,"1,075",,+57,280.300,+263.08,21.9,1.22
2021/06/11,64,6432,竹内製作所,東１,"2,785",,-68,360.900,+262.71,14.9,1.48
2021/06/11,65,8207,テンアライド,東１,347,,-8,69.100,+261.78,－,12.95
2021/06/11,66,4168,ヤプリ,東Ｍ,"4,455",,+255,267.900,+257.20,－,17.99
2021/06/11,67,6358,酒井重,東１,"2,561",,+86,101.700,+256.84,21.2,0.50
2021/06/11,68,2035,日経ＶＩ,東EN,205,,-8,"1,871.222",+252.42,－,－
2021/06/11,69,3641,パピレス,ＪＱ,"1,659",,-63,70.000,+250.00,21.7,1.82
2021/06/11,70,2628,ｉＦＥ科創板,東Ｅ,"2,511",,-11,1.296,+249.33,－,－
2021/06/11,71,1554,日興ＭＳ世界,東Ｅ,"2,940",,+7,7.890,+247.58,－,－
2021/06/11,72,1672,ＷＴ金,東Ｅ,"19,630",,+160,0.761,+247.49,－,－
2021/06/11,73,4347,ブロメディア,ＪＱ,83,,0,"2,495.900",+247.38,15.9,2.32
2021/06/11,74,3962,チェンジ,東１,"2,867",,+19,"1,204.900",+240.08,60.2,7.10
2021/06/11,75,4436,ミンカブ,東Ｍ,"4,150",,-60,"1,970.100",+238.33,88.3,15.79
2021/06/11,76,2733,あらた,東１,"4,080",,-50,48.700,+238.19,8.7,0.77
2021/06/11,77,6433,ヒーハイスト,ＪＱ,440,,-19,195.700,+237.41,39.3,0.90
2021/06/11,78,3458,ＣＲＥ,東１,"1,636",,+52,167.900,+232.48,15.5,1.67
2021/06/11,79,1327,ＥＡＳＹ商品,東Ｅ,"3,945",,+50,0.873,+231.94,－,－
2021/06/11,80,6029,アトラＧ,東１,341,,-5,49.000,+231.08,28.5,2.07
2021/06/11,81,3877,中越パ,東１,"1,237",,-10,40.000,+230.58,23.6,0.35
2021/06/11,82,9274,国際紙パルプ,東１,251,,-1,53.900,+226.67,7.8,0.41
2021/06/11,83,6038,イード,東Ｍ,877,,+9,116.900,+225.63,9.5,1.26
2021/06/11,84,8550,栃木銀,東１,171,,-3,431.900,+224.74,9.4,0.11
2021/06/11,85,1579,日経ブル２,東Ｅ,"17,020",,-20,"1,123.080",+223.32,－,－
2021/06/11,86,3925,ダブスタ,東１,"5,250",,+190,80.900,+221.03,33.3,12.83
2021/06/11,87,8291,日産東ＨＤ,東１,243,,+1,110.200,+220.35,8.1,0.36
2021/06/11,88,8158,ソーダニッカ,東１,565,,-9,55.700,+220.11,15.5,0.54
2021/06/11,89,3921,ネオジャパン,東１,"1,601",,-98,182.600,+216.46,35.1,5.31
2021/06/11,90,6192,ＨｙＡＳ＆Ｃ,東Ｍ,164,,-1,145.100,+215.43,－,7.07
2021/06/11,91,1456,大和日経イン,東Ｅ,"4,355",,+5,8.961,+212.67,－,－
2021/06/11,92,6335,東京機,東１,795,,+65,"1,191.500",+212.24,22.4,0.89
2021/06/11,93,4293,セプテニＨＤ,ＪＱ,434,,-9,630.400,+212.08,19.3,3.15
2021/06/11,94,1930,北陸電工,東１,"1,202",,-20,37.300,+210.83,9.3,0.73
2021/06/11,95,2564,ＧＸ高配日株,東Ｅ,"1,868",,-8,0.718,+210.82,－,－
2021/06/11,96,6706,電気興,東１,"2,235",,-35,169.100,+210.28,22.3,0.57
2021/06/11,97,2429,ワールドＨＤ,東１,"2,841",,+83,72.400,+209.40,10.8,1.76
2021/06/11,98,7456,松田産業,東１,"2,228",,+34,63.600,+205.77,9.5,0.89
2021/06/11,99,2666,オートＷ,ＪＱ,123,,0,67.500,+205.43,16.8,0.53
2021/06/11,100,7361,ＨＣＨ,東Ｍ,"3,005",,+45,120.000,+203.80,18.7,6.38
2021/06/11,101,9286,エネクスＩＦ,東,"97,400",,0,1.631,+203.16,37.0,4.20
2021/06/11,102,4743,ＩＴＦＯＲ,東１,784,,+3,100.000,+203.03,13.6,1.53
2021/06/11,103,5288,アジアパイル,東１,497,,-9,120.900,+202.25,9.5,0.52
2021/06/11,104,2694,Ｇ・テイスト,ＪＱ,69,,-1,273.700,+202.10,62.7,2.41
2021/06/11,105,8141,新光商,東１,754,,-15,96.900,+201.87,22.2,0.56
