日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/12/15,1,7063,バードマン,東Ｍ,"2,161",,-2,"4,986.900","+46,075.00",33.6,16.33
2021/12/15,2,2512,野村外国債Ｈ,東Ｅ,"1,024.0",,-1.5,427.480,"+14,899.30",－,－
2021/12/15,3,2510,野村国内債券,東Ｅ,994.5,,+0.2,246.260,"+7,792.95",－,－
2021/12/15,4,6049,イトクロ,東Ｍ,538,,-50,"2,938.200","+7,376.34",21.4,1.23
2021/12/15,5,2646,ＧＸメタ日株,東Ｅ,"1,378",,+13,7.314,"+4,279.64",－,－
2021/12/15,6,2643,野村ＥＳＧカ,東Ｅ,"2,085",,+15,17.385,"+2,750.00",－,－
2021/12/15,7,2397,ＤＮＡチップ,東２,461,,+23,483.100,"+2,315.50",－,3.45
2021/12/15,8,2513,野村外国株式,東Ｅ,"1,621.0",,-9.0,217.960,"+2,030.60",－,－
2021/12/15,9,1482,ｉＳ米債７Ｈ,東Ｅ,"2,356",,0,67.722,"+1,782.74",－,－
2021/12/15,10,2656,ベクター,ＪＱ,308,,+6,"1,031.900","+1,339.19",－,4.79
2021/12/15,11,9385,ショーエイ,東１,680,,-37,252.900,"+1,224.08",8.7,1.12
2021/12/15,12,5759,日本電解,東Ｍ,"4,295",,+265,"3,975.900","+1,074.91",36.9,5.88
2021/12/15,13,7254,ユニバンス,東２,540,,+50,893.200,"+1,030.63",4.9,0.65
2021/12/15,14,7378,アシロ,東Ｍ,708,S,+100,"1,291.200","+1,000.77",17.5,2.18
2021/12/15,15,4319,ＴＡＣ,東１,228,,+9,303.700,+899.01,11.1,0.64
2021/12/15,16,5491,日金属,東１,985,,+93,261.700,+858.61,33.0,0.32
2021/12/15,17,2565,ＧＸロジ日Ｒ,東Ｅ,"1,214",,-11,12.103,+824.60,－,－
2021/12/15,18,1656,ｉＳ米債７,東Ｅ,"2,710",,-3,31.048,+753.91,－,－
2021/12/15,19,3169,ミサワ,東１,699,,+46,214.800,+701.49,7.5,1.81
2021/12/15,20,6470,大豊工業,東１,793,,+47,319.100,+689.85,8.2,0.35
2021/12/15,21,6539,ＭＳジャパン,東１,"1,002",,+87,181.300,+684.85,25.3,2.75
2021/12/15,22,5218,オハラ,東１,"1,561",,+157,378.600,+592.14,27.2,0.95
2021/12/15,23,3441,山王,ＪＱ,"1,627",,+147,207.200,+524.10,27.8,1.47
2021/12/15,24,7131,のむら産業,ＪＱ,994,,+24,180.900,+513.22,6.7,1.10
2021/12/15,25,5986,モリテック,東１,378,,+13,364.100,+508.86,42.3,0.65
2021/12/15,26,4884,クリングル,東Ｍ,632,,+22,299.300,+499.80,－,1.09
2021/12/15,27,3480,ＪＳＢ,東１,"3,135",,+375,323.700,+463.94,8.6,1.42
2021/12/15,28,3447,信和,東１,801,,+40,210.900,+463.90,8.0,0.76
2021/12/15,29,6335,東京機,東１,"1,175",,+37,280.800,+459.36,33.1,1.41
2021/12/15,30,6495,宮入バ,東２,109,,-1,83.600,+435.90,"1,090",1.37
2021/12/15,31,3176,三洋貿易,東１,"1,014",,+14,101.200,+384.21,6.9,0.85
2021/12/15,32,3665,エニグモ,東１,784,,-217,"2,767.100",+361.57,17.0,3.23
2021/12/15,33,3891,高度紙,ＪＱ,"2,472",,+143,"1,001.100",+352.58,10.2,1.47
2021/12/15,34,6905,コーセル,東１,900,,-45,341.900,+349.87,20.4,0.77
