日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/07/15,1,7370,Ｅｎｊｉｎ,東Ｍ,"4,345",,+615,"8,247.400","+11,182.35",51.7,24.67
2021/07/15,2,7836,アビックス,ＪＱ,119,,+2,"7,925.500","+10,233.12",107,6.59
2021/07/15,3,7602,カーチスＨＤ,東２,288,,+5,"1,699.000","+5,416.23",21.3,1.06
2021/07/15,4,6083,ＥＲＩＨＤ,東１,815,,+53,"1,487.600","+4,875.25",13.0,2.14
2021/07/15,5,2561,ｉＳ日本国債,東Ｅ,"2,727",,+6,46.631,"+4,022.99",－,－
2021/07/15,6,2624,ｉＦＥ２２５,東Ｅ,"2,829",,-37,5.482,"+3,391.72",－,－
2021/07/15,7,2437,シンワワイズ,ＪＱ,423,,+61,"3,165.300","+3,285.35",－,1.69
2021/07/15,8,2625,ｉＦＥＴＰＸ,東Ｅ,"1,940",,-28,6.461,"+2,328.95",－,－
2021/07/15,9,3751,日本アジアＧ,東１,966,,+8,"1,256.200","+1,494.16",－,1.18
2021/07/15,10,1656,ｉＳ米債７,東Ｅ,"2,639",,-3,6.365,"+1,471.60",－,－
2021/07/15,11,1478,ｉＳ高配当,東Ｅ,"2,175",,-16,27.191,"+1,373.77",－,－
2021/07/15,12,9270,バリュエンス,東Ｍ,"2,975",S,+500,444.700,"+1,372.52",52.6,5.62
2021/07/15,13,9812,テーオーＨＤ,ＪＱ,373,,0,281.200,"+1,265.05",－,8.21
2021/07/15,14,4169,エネチェンジ,東Ｍ,"1,771",,-34,505.500,"+1,179.75",－,30.90
2021/07/15,15,1400,ルーデン,ＪＧ,314,,-13,106.400,+933.01,60.4,1.55
2021/07/15,16,1472,野村４百Ｄイ,東Ｅ,864,,+17,10.284,+910.22,－,－
2021/07/15,17,4714,リソー教育,東１,359,,+26,"3,598.000",+896.12,27.9,10.73
2021/07/15,18,6175,ネットマーケ,東１,447,,+39,"1,628.200",+880.84,24.7,2.30
2021/07/15,19,3046,ＪＩＮＳＨＤ,東１,"7,550",,-550,287.300,+851.32,51.1,8.98
2021/07/15,20,7888,三光合成,東１,496,,+47,"3,742.500",+822.25,8.4,0.74
2021/07/15,21,1563,マザーズコア,東Ｅ,"4,050",,-225,18.186,+810.67,－,－
2021/07/15,22,3538,ウイルプラス,東１,"1,104",,+61,145.500,+809.38,7.5,1.47
2021/07/15,23,7608,ＳＫジャパン,東１,510,,+25,644.400,+716.73,16.8,1.20
2021/07/15,24,2529,株主還元７０,東Ｅ,"1,102",,-11,1.356,+707.14,－,－
2021/07/15,25,1592,日興ＪＰＸ日,東Ｅ,"1,599",,-21,2.507,+685.89,－,－
2021/07/15,26,4572,カルナバイオ,ＪＧ,"1,332",,-254,578.900,+660.71,－,4.67
2021/07/15,27,7599,ＩＤＯＭ,東１,850,,+130,"7,620.000",+601.85,12.0,1.84
2021/07/15,28,7707,ＰＳＳ,東Ｍ,800,,-8,432.300,+587.28,36.9,3.55
2021/07/15,29,8139,ナガホリ,東２,185,,-2,233.600,+575.14,18.9,0.24
2021/07/15,30,2351,ＡＳＪ,東Ｍ,"1,311",,-295,836.300,+525.97,794,3.57
2021/07/15,31,2519,野村新興国債,東Ｅ,"1,052",,0,7.190,+525.22,－,－
2021/07/15,32,8518,アジア投資,東１,276,,-2,426.900,+517.80,－,0.67
