日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/06/28,1,2330,フォーサイド,ＪＱ,118,,+10,"11,539.900","+11,580.06",31.0,3.39
2021/06/28,2,2561,ｉＳ日本国債,東Ｅ,"2,716",,-2,50.814,"+10,377.11",－,－
2021/06/28,3,9363,大運,東２,403,,+77,"1,402.600","+5,488.05",25.0,0.87
2021/06/28,4,4918,アイビー,ＪＱ,736,,+36,603.400,"+3,601.84",7.2,1.86
2021/06/28,5,6775,ＴＢグループ,東２,175,,+1,"2,544.200","+3,394.78",－,1.94
2021/06/28,6,2071,ＥＳＧ総合,東EN,"10,830",,-50,8.420,"+2,697.34",－,－
2021/06/28,7,2621,ｉＳ米２０Ｈ,東Ｅ,"2,183",,-26,148.135,"+2,255.84",－,－
2021/06/28,8,2625,ｉＦＥＴＰＸ,東Ｅ,"1,968",,+5,21.218,"+1,619.45",－,－
2021/06/28,9,8226,理経,東２,224,,+4,384.000,"+1,442.17",48.4,0.79
2021/06/28,10,6535,アイモバイル,東１,"1,670",,-130,"2,910.000","+1,293.68",18.3,2.48
2021/06/28,11,2554,野村米社債Ｈ,東Ｅ,"1,008",,-3,11.230,+990.29,－,－
2021/06/28,12,1678,野村インド株,東Ｅ,209,,-1,814.900,+882.99,－,－
2021/06/28,13,3252,日本商業開発,東１,"1,846",,-4,531.300,+882.07,11.6,1.28
2021/06/28,14,6628,オンキヨーＨ,ＪＱ,5,,-1,"38,852.500",+820.87,－,－
2021/06/28,15,8135,ゼット,東２,252,,+1,172.900,+751.72,9.5,0.50
2021/06/28,16,1674,ＷＴプラチナ,東Ｅ,"11,610",,+260,2.228,+750.38,－,－
2021/06/28,17,8977,阪急阪神Ｒ,東Ｒ,"162,000",,"+4,500",6.374,+676.37,27.4,1.30
2021/06/28,18,7777,３ＤＭ,ＪＧ,322,,+42,"2,668.400",+651.45,－,11.98
2021/06/28,19,4237,フジプレアム,ＪＱ,380,,+16,257.500,+570.57,58.1,1.26
2021/06/28,20,1550,ＭＸ海外株式,東Ｅ,"3,435",,+20,18.840,+565.72,－,－
2021/06/28,21,4393,バンクオブイ,東Ｍ,"2,851",,+170,157.500,+561.76,－,10.26
2021/06/28,22,1311,野村コア３０,東Ｅ,920,,-1,10.190,+561.69,－,－
2021/06/28,23,7925,前沢化成,東１,"1,268",,+3,472.100,+552.07,22.4,0.50
2021/06/28,24,2689,オルバヘルス,東１,"1,697",,-11,132.700,+550.49,11.1,1.31
2021/06/28,25,4813,ＡＣＣＥＳＳ,東１,939,,+29,393.900,+533.28,"3,611",1.37
2021/06/28,26,8925,アルデプロ,東２,60,,+2,"3,784.800",+531.43,7.6,3.63
2021/06/28,27,2565,ＧＸロジ日Ｒ,東Ｅ,"1,186",,+8,20.391,+531.10,－,－
2021/06/28,28,4318,クイック,東１,"1,194",,-59,317.600,+526.43,13.2,2.10
2021/06/28,29,2788,アップル,東２,325,,+25,"1,026.000",+525.23,17.7,0.72
2021/06/28,30,1593,ＭＸ４００,東Ｅ,"18,290",,+40,1.800,+514.33,－,－
2021/06/28,31,3154,メディアス,東１,"1,043",,+9,406.700,+512.50,13.4,1.44
2021/06/28,32,3196,ホットランド,東１,"1,351",,+4,876.000,+498.77,78.6,4.00
2021/06/28,33,3493,伊藤忠アドＬ,東Ｒ,"156,400",,"+6,100",3.325,+488.50,35.3,1.43
2021/06/28,34,3457,ハウスドゥ,東１,"1,008",,-19,499.000,+478.89,10.3,1.65
