日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2022/01/25,1,2645,ＧＸＬＥ日株,東Ｅ,"1,815",,-63,"17,623","+12,138.19",－,－
2022/01/25,2,2625,ｉＦＥＴＰＸ,東Ｅ,"1,896",,-30,"101,866","+11,703.71",－,－
2022/01/25,3,7838,共立印刷,東１,149,,+12,"2,360,500","+5,574.28",9.3,0.43
2022/01/25,4,2776,新都ＨＤ,ＪＱ,54,,-6,"705,800","+4,636.91",34.2,1.90
2022/01/25,5,4766,ピーエイ,東２,156,,-6,"277,200","+2,210.00",－,4.38
2022/01/25,6,6177,アップバンク,東Ｍ,124,,0,"1,454,200","+1,983.38",－,2.58
2022/01/25,7,2639,ＧＸバイ日株,東Ｅ,"1,565",,-29,"5,550","+1,731.68",－,－
2022/01/25,8,2643,野村ＥＳＧカ,東Ｅ,"2,001",,-34,"77,022","+1,564.26",－,－
2022/01/25,9,2528,大和Ｊリコア,東Ｅ,"1,087.0",,-18.5,"20,000","+1,474.80",－,－
2022/01/25,10,1464,大和４百レバ,東Ｅ,"14,080",,-470,"1,595","+1,448.54",－,－
2022/01/25,11,2624,ｉＦＥ２２５,東Ｅ,"2,712",,-44,"20,510","+1,283.94",－,－
2022/01/25,12,2637,ＧＸクリ日株,東Ｅ,"1,565",,-51,"11,008","+1,208.92",－,－
2022/01/25,13,3691,リアルワルド,東Ｍ,"1,052",,+50,"2,441,300","+1,176.16",－,4.63
2022/01/25,14,2627,ＧＸｅコ日株,東Ｅ,"1,685",,-62,"5,480","+1,107.05",－,－
2022/01/25,15,4492,ゼネテック,ＪＱ,"1,008",,+149,"313,600","+1,057.20",18.0,2.00
2022/01/25,16,3202,ダイトウボウ,東１,91,,-6,"709,600",+952.82,14.3,0.59
2022/01/25,17,1305,大和東証指数,東Ｅ,"1,998.5",,-35.5,"844,660",+904.83,－,－
2022/01/25,18,1473,Ｏｎｅトピ,東Ｅ,"1,918.0",,-33.5,"36,990",+891.69,－,－
2022/01/25,19,6208,石川製,東１,"1,463",,-51,"4,783,300",+874.59,93.3,2.40
2022/01/25,20,9176,佐渡汽,ＪＱ,221,,+26,"426,900",+852.90,－,－
2022/01/25,21,6269,三井海洋,東１,"1,138",,-3,"851,100",+801.59,－,0.67
2022/01/25,22,4274,細火工,ＪＱ,"1,200",,+91,"1,263,700",+767.93,40.0,1.74
2022/01/25,23,8836,ＲＩＳＥ,ＪＱ,19,,0,"821,400",+745.93,－,－
2022/01/25,24,2626,ＧＸデジ日株,東Ｅ,"1,800",,-33,"2,519",+731.35,－,－
2022/01/25,25,1486,日興米債ヘ無,東Ｅ,"21,355",,+30,"3,559",+727.67,－,－
2022/01/25,26,2640,ＧＸゲー日株,東Ｅ,"2,291",,-35,"5,564",+691.47,－,－
2022/01/25,27,6835,アライドＨＤ,東２,88,,-3,"505,500",+663.60,－,1.80
2022/01/25,28,2071,ＥＳＧ総合,東EN,"10,470",,-255,733,+625.74,－,－
2022/01/25,29,7771,日本精密,ＪＱ,60,,-2,"166,800",+586.42,－,1.08
