日付,順位,コード,銘柄名,市場,株価,S高,前日比,出来高,ＰＥＲ,ＰＢＲ,利回り
2021/10/20,1,5940,不二サッシ,東２,79,,+3,"8,910.000","+23,103.13",50.0,0.50
2021/10/20,2,7808,ＣＳランバー,ＪＱ,"3,165",,+283,"1,309.000","+12,990.00",4.0,1.25
2021/10/20,3,5491,日金属,東１,"1,201",,+146,"1,950.000","+10,056.25",－,0.39
2021/10/20,4,2315,ＣＡＩＣＡ,ＪＱ,177,,+11,"28,916.400","+4,576.00","1,361",1.92
2021/10/20,5,2134,燦キャピタル,ＪＱ,26,,-1,"2,260.600","+4,247.31",－,1.80
2021/10/20,6,3823,アクロディア,東２,183,,+10,"5,482.900","+3,049.28","6,100",7.66
2021/10/20,7,2620,ｉＳ米債１３,東Ｅ,"2,680",,+9,56.658,"+2,709.02",－,－
2021/10/20,8,4591,リボミック,東Ｍ,399,,+46,"3,030.500","+2,627.72",－,1.97
2021/10/20,9,2044,米国配当貴族,東EN,"19,590",,+160,5.984,"+2,100.00",－,－
2021/10/20,10,1486,日興米債ヘ無,東Ｅ,"21,930",,-20,4.699,"+1,934.20",－,－
2021/10/20,11,4046,大阪ソーダ,東１,"2,873",,+194,401.300,"+1,551.44",8.4,0.86
2021/10/20,12,3371,ソフトクリエ,東１,"3,890",,+510,193.800,"+1,346.27",25.2,3.86
2021/10/20,13,2561,ｉＳ日本国債,東Ｅ,"2,701",,-2,20.141,"+1,267.35",－,－
2021/10/20,14,2521,日興ＳＰヘ有,東Ｅ,"1,578",,+9,916.000,"+1,187.42",－,－
2021/10/20,15,2634,野村ＳＰＨ有,東Ｅ,"2,282",,+13,49.930,"+1,176.98",－,－
2021/10/20,16,2629,ｉＦＥＧＢＡ,東Ｅ,"2,773",,+49,2.025,"+1,165.63",－,－
2021/10/20,17,1482,ｉＳ米債７Ｈ,東Ｅ,"2,316",,-12,239.353,"+1,139.02",－,－
2021/10/20,18,1695,ＷＴ小麦,東Ｅ,92,,+2,227.900,"+1,118.72",－,－
2021/10/20,19,2625,ｉＦＥＴＰＸ,東Ｅ,"2,031",,+3,92.608,+936.00,－,－
2021/10/20,20,3807,フィスコ,ＪＧ,198,,-4,"2,506.000",+888.17,1.6,4.61
2021/10/20,21,2626,ＧＸデジ日株,東Ｅ,"2,128",,-4,5.479,+792.35,－,－
2021/10/20,22,2628,ｉＦＥ科創板,東Ｅ,"2,494",,+48,5.388,+783.28,－,－
2021/10/20,23,2513,野村外国株式,東Ｅ,"1,621",,+15,8.870,+778.22,－,－
2021/10/20,24,5161,西川ゴム,東２,"1,714",,+19,140.800,+763.80,6.6,0.49
2021/10/20,25,6835,アライドＨＤ,東２,94,,-3,809.200,+761.77,－,1.87
2021/10/20,26,3578,倉庫精,東２,778,,+77,"1,083.100",+746.17,－,1.33
2021/10/20,27,8746,第一商品,ＪＱ,181,,+6,220.500,+704.74,－,0.70
2021/10/20,28,6776,天昇電,東２,417,,+25,146.100,+677.13,－,1.04
2021/10/20,29,2303,ドーン,ＪＱ,"2,580",,+34,90.800,+669.49,32.7,4.41
2021/10/20,30,1688,ＷＴ穀物,東Ｅ,450,,+2,15.820,+656.94,－,－
2021/10/20,31,2345,クシム,東２,357,,+9,459.200,+618.62,－,0.94
2021/10/20,32,8202,ラオックス,東２,180,,+8,848.900,+586.26,－,0.67
2021/10/20,33,9973,小僧寿し,ＪＱ,46,,0,"1,981.400",+586.08,50.5,20.63
2021/10/20,34,7585,かんなん丸,ＪＱ,850,S,+150,484.000,+550.54,－,2.75
2021/10/20,35,1348,ＭＸトピクス,東Ｅ,"2,109",,0,87.960,+520.31,－,－
2021/10/20,36,5018,ＭＯＲＥＳＣ,東１,"1,268",,+57,79.100,+453.15,7.1,0.68
2021/10/20,37,3323,レカム,ＪＱ,83,,+2,545.400,+449.80,－,1.48
2021/10/20,38,3390,アイネスト,ＪＱ,78,,+2,"1,884.200",+446.62,106,2.53
2021/10/20,39,6634,ネクスＧ,ＪＱ,159,,-1,81.500,+436.18,－,3.66
2021/10/20,40,7021,ニッチツ,東２,"4,155",S,+700,127.600,+433.89,66.0,0.78
2021/10/20,41,5851,リョービ,東１,"1,228",,-44,357.200,+431.55,－,0.32
2021/10/20,42,4434,サーバワクス,東１,"4,275",,+550,297.900,+427.26,102,3.64
2021/10/20,43,7851,カワセコンピ,東２,274,,-6,53.600,+420.39,64.8,0.50
2021/10/20,44,7082,ジモティー,東Ｍ,"4,285",,+380,347.500,+402.17,83.2,27.39
