日付,コード,市場,名称,取引値,前日比(%),前日比,高値
2021/11/12,2876,東証JQS,(株)デルソーレ,568,+9.86%,+51,617
2021/11/12,3496,マザーズ,(株)アズーム,"6,520",+18.12%,"+1,000","6,520"
2021/11/12,3675,東証1部,(株)クロス・マーケティンググループ,980,+18.07%,+150,980
2021/11/12,4051,マザーズ,ＧＭＯフィナンシャルゲート(株),"37,900",+21.86%,"+6,800","38,100"
2021/11/12,4068,マザーズ,ベイシス(株),"7,250",+16.00%,"+1,000","7,250"
2021/11/12,4193,東証JQS,(株)ファブリカコミュニケーションズ,"3,250",+18.35%,+504,"3,250"
2021/11/12,4435,マザーズ,(株)カオナビ,"2,832",+21.44%,+500,"2,832"
2021/11/12,4582,東証JQG,シンバイオ製薬(株),"1,047",+16.72%,+150,"1,047"
2021/11/12,4933,マザーズ,(株)Ｉ−ｎｅ,"4,850",+6.95%,+315,"5,240"
2021/11/12,5121,東証1部,藤倉コンポジット(株),878,+20.60%,+150,878
2021/11/12,5603,東証1部,虹技(株),"1,266",+20.23%,+213,"1,353"
2021/11/12,6050,東証1部,イー・ガーディアン(株),"3,940",+21.60%,+700,"3,940"
2021/11/12,6095,東証1部,メドピア(株),"3,755",+22.91%,+700,"3,755"
2021/11/12,6166,マザーズ,(株)中村超硬,603,+19.88%,+100,603
2021/11/12,6658,東証JQS,シライ電子工業(株),362,+28.37%,+80,362
2021/11/12,6772,東証2部,東京コスモス電機(株),"1,974",+25.41%,+400,"1,974"
2021/11/12,6881,東証2部,(株)キョウデン,676,+17.36%,+100,676
2021/11/12,6962,東証1部,(株)大真空,"1,498",+22.79%,+278,"1,520"
2021/11/12,7071,東証JQS,(株)アンビスホールディングス,"9,910",+13.13%,"+1,150","10,260"
2021/11/12,7094,マザーズ,(株)ＮｅｘＴｏｎｅ,"4,215",+17.08%,+615,"4,300"
