日付,コード,市場,名称,取引値,前日比(%),前日比,高値
2021/12/01,2195,東証JQG,アミタホールディングス(株),"7,650",+57.89%,"+2,805","7,650"
2021/12/01,3739,名古屋セ,コムシード(株),399,+25.08%,+80,399
2021/12/01,3799,東証2部,キーウェアソリューションズ(株),592,+3.50%,+20,672
2021/12/01,3967,マザーズ,(株)エルテス,"1,067",+16.36%,+150,"1,067"
2021/12/01,3986,マザーズ,(株)ビーブレイクシステムズ,"1,960",+25.64%,+400,"1,960"
2021/12/01,5659,東証1部,日本精線(株),"5,080",+16.11%,+705,"5,080"
2021/12/01,6276,東証JQS,シリウスビジョン(株),344,+0.88%,+3,421
2021/12/01,6554,マザーズ,(株)エスユーエス,"1,090",+15.96%,+150,"1,090"
2021/12/01,6634,東証JQS,(株)ネクスグループ,165,+12.24%,+18,197
2021/12/01,7623,東証JQS,(株)サンオータス,389,+13.74%,+47,422
2021/12/01,7946,東証2部,(株)光陽社,"1,977",-8.51%,-184,"2,661"
2021/12/01,8806,東証1部,ダイビル(株),"1,764",+20.49%,+300,"1,764"
2021/12/01,9358,東証1部,(株)宇徳,616,+19.38%,+100,616
