日付,コード,市場,名称,取引値,前日比(%),前日比,高値
2021/11/09,2404,東証2部,(株)鉄人化計画,640,+15.11%,+84,656
2021/11/09,2987,マザーズ,(株)タスキ,"2,768",+13.12%,+321,"2,947"
2021/11/09,3001,東証1部,片倉工業(株),"2,222",+21.95%,+400,"2,222"
2021/11/09,3185,マザーズ,夢展望(株),383,+26.40%,+80,383
2021/11/09,6271,東証2部,(株)ニッセイ,"1,390",+27.52%,+300,"1,390"
2021/11/09,6779,東証1部,日本電波工業(株),"1,080",+16.13%,+150,"1,080"
2021/11/09,6957,東証JQS,(株)芝浦電子,"7,110",+11.97%,+760,"7,350"
2021/11/09,7079,マザーズ,ＷＤＢココ(株),"6,360",+5.82%,+350,"7,010"
2021/11/09,7089,マザーズ,フォースタートアップス(株),"5,130",+15.80%,+700,"5,130"
2021/11/09,8226,東証2部,(株)理経,318,+12.77%,+36,362
2021/11/09,9919,東証1部,(株)関西スーパーマーケット,"1,535",+24.29%,+300,"1,535"
