日付,コード,市場,名称,取引値,前日比(%),前日比,高値
2021/09/27,3578,東証2部,倉庫精練(株),517,+18.85%,+82,523
2021/09/27,3841,東証JQS,(株)ジーダット,"1,471",+25.62%,+300,"1,471"
2021/09/27,4333,東証1部,(株)東邦システムサイエンス,"1,257",+18.36%,+195,"1,362"
2021/09/27,5284,東証JQS,ヤマウホールディングス(株),754,+11.70%,+79,775
2021/09/27,5331,東証1部,(株)ノリタケカンパニーリミテド,"5,340",+14.47%,+675,"5,370"
2021/09/27,5820,東証JQS,(株)三ッ星,"3,065",+19.63%,+503,"3,065"
2021/09/27,6561,マザーズ,(株)ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,"1,001",+15.32%,+133,"1,018"
2021/09/27,7021,東証2部,(株)ニッチツ,"2,270",+21.39%,+400,"2,270"
2021/09/27,7074,マザーズ,(株)トゥエンティーフォーセブン,"1,044",+9.55%,+91,"1,103"
2021/09/27,7677,東証2部,(株)ヤシマキザイ,"2,860",+21.19%,+500,"2,860"
2021/09/27,8260,東証1部,(株)井筒屋,384,+26.32%,+80,384
