日付,コード,市場,名称,取引値,前日比(%),前日比,高値
2021/11/10,3185,マザーズ,夢展望(株),463,+20.89%,+80,463
2021/11/10,3189,東証JQS,(株)ＡＮＡＰ,424,+10.70%,+41,463
2021/11/10,3465,東証1部,ケイアイスター不動産(株),"7,160",+16.23%,"+1,000","7,160"
2021/11/10,3583,東証2部,オーベクス(株),965,+5.70%,+52,"1,063"
2021/11/10,3676,東証1部,(株)デジタルハーツホールディングス,"2,269",+21.40%,+400,"2,269"
2021/11/10,3772,東証2部,ウェルス・マネジメント(株),"3,245",+18.39%,+504,"3,245"
2021/11/10,3948,東証JQS,光ビジネスフォーム(株),621,+19.19%,+100,621
2021/11/10,3970,マザーズ,(株)イノベーション,"3,480",+11.72%,+365,"3,815"
2021/11/10,4165,マザーズ,(株)プレイド,"3,085",+19.39%,+501,"3,085"
2021/11/10,4495,マザーズ,(株)アイキューブドシステムズ,"4,600",+17.95%,+700,"4,600"
2021/11/10,4889,マザーズ,(株)レナサイエンス,773,+14.86%,+100,773
2021/11/10,6104,東証1部,芝浦機械(株),"2,994",+13.32%,+352,"3,145"
2021/11/10,6416,東証JQS,桂川電機(株),685,+2.24%,+15,770
2021/11/10,6694,東証JQS,(株)ズーム,"3,235",+18.37%,+502,"3,235"
2021/11/10,7079,マザーズ,ＷＤＢココ(株),"6,960",+9.43%,+600,"7,360"
2021/11/10,7597,東証JQS,東京貴宝(株),"2,350",+20.51%,+400,"2,350"
2021/11/10,7697,東証JQS,ＲＥＸＴ(株),355,+13.78%,+43,392
2021/11/10,7745,東証1部,(株)エー・アンド・デイ,"1,326",+29.24%,+300,"1,326"
2021/11/10,8226,東証2部,(株)理経,398,+25.16%,+80,398
2021/11/10,9073,東証JQS,京極運輸商事(株),891,+20.24%,+150,891
