日付,コード,市場,名称,取引値,前日比(%),前日比,高値
2021/11/24,2467,名古屋セ,(株)バルクホールディングス,340,+26.87%,+72,348
2021/11/24,2479,東証JQG,(株)ジェイテック,363,+28.27%,+80,363
2021/11/24,2983,マザーズ,(株)アールプランナー,"10,630",+16.43%,"+1,500","10,630"
2021/11/24,2991,東証JQS,(株)ランドネット,"6,760",+13.23%,+790,"6,970"
2021/11/24,3691,マザーズ,(株)リアルワールド,"1,133",+15.26%,+150,"1,133"
2021/11/24,4565,マザーズ,そーせいグループ(株),"2,123",+23.22%,+400,"2,123"
2021/11/24,4591,マザーズ,(株)リボミック,513,+18.48%,+80,513
2021/11/24,6195,マザーズ,(株)ホープ,481,+19.95%,+80,481
2021/11/24,7875,東証2部,竹田印刷(株),731,+15.85%,+100,731
2021/11/24,7946,東証2部,(株)光陽社,"2,062",+24.07%,+400,"2,062"
2021/11/24,8040,東証2部,(株)東京ソワール,"1,362",+28.25%,+300,"1,362"
2021/11/24,8101,東証1部,(株)ＧＳＩクレオス,"1,056",+16.56%,+150,"1,056"
2021/11/24,8139,東証2部,(株)ナガホリ,247,+25.38%,+50,247
2021/11/24,8903,東証JQS,(株)サンウッド,629,+18.90%,+100,629
2021/11/24,9250,マザーズ,(株)ＧＲＣＳ,"10,400",+16.85%,"+1,500","10,400"
2021/11/24,9919,東証1部,(株)関西スーパーマーケット,"1,904",+26.60%,+400,"1,904"
