日付,コード,市場,名称,取引値,前日比(%),前日比,高値
2021/09/13,2983,マザーズ,(株)アールプランナー,"4,115",+10.47%,+390,"4,425"
2021/09/13,3936,マザーズ,(株)グローバルウェイ,"10,910",+15.94%,"+1,500","10,910"
2021/09/13,3996,東証1部,サインポスト(株),859,+21.16%,+150,859
2021/09/13,4169,マザーズ,ＥＮＥＣＨＡＮＧＥ(株),"3,370",+17.42%,+500,"3,370"
2021/09/13,4494,東証2部,バリオセキュア(株),"1,642",+22.35%,+300,"1,642"
2021/09/13,4498,マザーズ,サイバートラスト(株),"5,570",+14.49%,+705,"5,570"
2021/09/13,4880,マザーズ,セルソース(株),"20,270",+16.09%,"+2,810","21,460"
2021/09/13,6336,東証2部,(株)石井表記,990,+17.86%,+150,990
2021/09/13,6966,東証1部,(株)三井ハイテック,"8,580",+21.19%,"+1,500","8,580"
2021/09/13,7501,東証JQS,(株)ティムコ,903,+15.77%,+123,930
2021/09/13,7505,東証2部,扶桑電通(株),"3,490",+14.05%,+430,"3,760"
