日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2022/02/24,1,9176,佐渡汽,ＪＱ,,S,+50,+37.04%,"8,492,600",－,－,－
2022/02/24,2,8746,第一商品,ＪＱ,,,+43,+33.86%,"7,224,200",－,0.71,－
2022/02/24,3,2323,ｆｏｎｆｕｎ,ＪＱ,,S,+80,+27.97%,"524,000",－,2.24,－
2022/02/24,4,7744,ノーリツ鋼機,東１,,S,+400,+22.99%,"2,294,100",0.8,0.69,7.10
2022/02/24,5,6208,石川製,東１,,,+341,+22.19%,"3,222,100",119,2.98,－
2022/02/24,6,8278,フジ,東１,,S,+500,+21.82%,"3,548,900",20.9,1.11,0.90
2022/02/24,7,4011,ヘッドウォ,東Ｍ,,S,+700,+18.92%,"23,900",164,5.15,－
2022/02/24,8,4274,細火工,ＪＱ,,,+254,+18.39%,"2,707,400",54.5,2.32,0.43
2022/02/24,9,5726,大阪チタ,東１,,S,+150,+16.78%,"2,690,500",－,1.35,－
2022/02/24,10,6031,サイジニア,東Ｍ,,S,+100,+16.72%,"6,400",－,2.87,－
2022/02/24,11,1491,中外鉱,東２,,,+5,+16.67%,"5,699,800",36.1,1.47,－
2022/02/24,12,8287,ＭＶ西日本,東２,,,+371,+16.13%,"463,800",40.1,1.36,1.50
2022/02/24,13,8705,岡藤日産ＨＤ,ＪＱ,,,+22,+15.38%,"1,413,500",－,0.75,3.03
2022/02/24,14,1695,ＷＴ小麦,東Ｅ,,,+12.4,+12.45%,"4,759,800",－,－,－
2022/02/24,15,2195,アミタＨＤ,ＪＧ,,,+304,+12.26%,"292,500",26.9,11.19,0.29
2022/02/24,16,5724,アサカ理研,ＪＱ,,,+125,+12.23%,"434,700",23.8,1.61,0.70
2022/02/24,17,6067,インパクト,東Ｍ,,,+290,+11.46%,"671,400",13.3,4.57,－
2022/02/24,18,9245,リベロ,東Ｍ,,,+138,+10.97%,"18,600",70.4,4.03,－
2022/02/24,19,8285,三谷産業,東１,,,+33,+10.22%,"367,500",15.1,0.56,2.53
2022/02/24,20,3632,グリー,東１,,,+83,+10.18%,"7,457,000",－,1.79,－
2022/02/24,21,5727,邦チタ,東１,,,+87,+9.43%,"1,724,800",20.5,1.56,1.39
2022/02/24,22,1552,ＶＩＸ短先物,東Ｅ,,,+210,+9.27%,"5,583,435",－,－,－
2022/02/24,23,1688,ＷＴ穀物,東Ｅ,,,+49.0,+8.91%,"292,130",－,－,－
2022/02/24,24,9468,カドカワ,東１,,,+208,+8.45%,"2,284,200",31.7,2.23,0.94
2022/02/24,25,1696,ＷＴコーン,東Ｅ,,,+11.3,+7.88%,"449,100",－,－,－
2022/02/24,26,2038,原油先Ｗブル,東EN,,,+82,+7.63%,"18,639,827",－,－,－
2022/02/24,27,1543,純パラ信託,東Ｅ,,,"+5,990",+7.46%,"2,276",－,－,－
2022/02/24,28,5017,富士石油,東１,,,+19,+7.25%,"855,900",4.0,0.40,－
2022/02/24,29,1605,ＩＮＰＥＸ,東１,,,+83,+7.24%,"31,552,800",6.8,0.55,4.39
2022/02/24,30,2585,Ｌドリンク,東２,,,+77,+7.01%,"26,000",7.0,2.61,2.16
2022/02/24,31,6203,豊和工,東１,,,+59,+6.97%,"1,513,500",14.5,0.65,2.21
2022/02/24,32,2384,ＳＢＳＨＤ,東１,,,+200,+6.60%,"240,800",11.0,2.11,1.83
2022/02/24,33,7832,バンナムＨＤ,東１,,,+503,+6.58%,"1,752,100",26.7,3.27,1.88
2022/02/24,34,4371,ＣＣＴ,東Ｍ,,,+330,+6.52%,"147,500",35.0,10.73,－
2022/02/24,35,3223,ＳＬＤ,ＪＱ,,,+40,+6.45%,"13,600",－,－,－
2022/02/24,36,9257,ＹＣＰ,東Ｍ,,,+38,+6.42%,"14,500",－,－,－
2022/02/24,37,4394,エクスＭ,東Ｍ,,,+64,+6.32%,"33,900",23.2,2.12,1.39
2022/02/24,38,7980,重松製,ＪＱ,,,+52,+6.28%,"188,100",15.6,0.98,1.14
2022/02/24,39,1687,ＷＴアグリ,東Ｅ,,,+47.3,+6.24%,"57,460",－,－,－
2022/02/24,40,1675,ＷＴパラジ,東Ｅ,,,"+1,580",+6.16%,"1,869",－,－,－
2022/02/24,41,1697,ＷＴ大豆,東Ｅ,,,+206.0,+6.09%,"7,990",－,－,－
2022/02/24,42,7373,アイドマＨＤ,東Ｍ,,,+128,+6.07%,"960,300",45.9,10.44,－
2022/02/24,43,4439,東名,東１,,,+53,+5.98%,"7,100",111,1.44,1.28
2022/02/24,44,2035,日経ＶＩ,東EN,,,+6,+5.61%,"1,427,802",－,－,－
2022/02/24,45,8747,豊トラスティ,ＪＱ,,,+45,+5.39%,"11,600",－,0.50,－
2022/02/24,46,7990,グロブライド,東１,,,+141,+5.32%,"208,900",7.5,1.77,1.61
2022/02/24,47,6046,リンクバル,東Ｍ,,,+11,+5.14%,"587,900",－,2.60,－
2022/02/24,48,2003,日東富士,東１,,,+200,+4.88%,"9,100",11.2,0.95,3.58
2022/02/24,49,8742,小林洋行,東１,,,+11,+4.87%,"208,300",－,0.38,－
