日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/11/11,1,7862,トッパンフォ,東１,,S,+300,+29.35%,"45,500",28.2,0.85,0.95
2021/11/11,2,5952,アマテイ,東２,,,+35,+22.58%,"7,426,700",223,1.96,0.26
2021/11/11,3,4323,日シス技術,東１,,S,+500,+22.55%,"698,700",20.4,1.94,1.10
2021/11/11,4,4074,ラキール,東Ｍ,,S,+400,+22.19%,"954,900",74.5,6.24,－
2021/11/11,5,4053,サンアスタ,東Ｍ,,S,+500,+20.76%,"1,183,400",93.8,17.49,－
2021/11/11,6,7069,サイバーバズ,東Ｍ,,S,+300,+20.33%,"6,100",89.6,3.75,－
2021/11/11,7,1719,安藤ハザマ,東１,,S,+150,+20.22%,"788,100",10.2,1.10,4.48
2021/11/11,8,6149,小田原エンジ,ＪＱ,,,+453,+18.75%,"111,100",42.3,1.21,0.87
2021/11/11,9,5945,天竜製鋸,ＪＱ,,S,+500,+17.18%,"6,900",8.8,0.53,3.52
2021/11/11,10,5541,大平金,東１,,,+347,+17.09%,"2,289,600",12.5,0.66,2.31
2021/11/11,11,4837,シダックス,ＪＱ,,S,+80,+16.88%,"153,400",12.3,2.59,－
2021/11/11,12,6779,日電波,東１,,,+198,+16.47%,"2,761,300",6.9,1.68,0.36
2021/11/11,13,4616,川上塗,東２,,,+405,+16.42%,"31,800",65.0,1.14,0.87
2021/11/11,14,8123,川辺,ＪＱ,,S,+150,+16.13%,"13,900",－,0.32,－
2021/11/11,15,6193,バーチャレク,東Ｍ,,S,+150,+15.77%,"370,700",13.2,3.43,－
2021/11/11,16,9424,日本通信,東１,,,+31,+14.98%,"75,854,200",－,89.81,－
2021/11/11,17,3465,ケイアイ不,東１,,,+990,+13.83%,"1,660,500",8.6,3.31,3.01
2021/11/11,18,4979,ＯＡＴアグリ,東１,,,+236,+12.05%,"59,900",9.8,1.41,2.05
2021/11/11,19,6522,アスタリスク,東Ｍ,,,"+1,760",+11.90%,"1,018,200",112,61.75,－
2021/11/11,20,4168,ヤプリ,東Ｍ,,,+500,+11.59%,"329,400",－,23.65,－
2021/11/11,21,7597,東京貴宝,ＪＱ,,,+256,+10.89%,"27,300",28.1,0.34,1.15
2021/11/11,22,6031,サイジニア,東Ｍ,,,+206,+10.43%,"16,100",－,25.91,－
2021/11/11,23,9375,近鉄エクス,東１,,,+270,+10.23%,"1,154,500",6.3,1.31,3.44
2021/11/11,24,7183,あんしん保証,東１,,,+29,+9.73%,"291,400",27.3,3.80,0.61
2021/11/11,25,5950,パワーファス,東２,,,+10,+9.35%,"2,998,200",27.1,1.41,－
2021/11/11,26,3097,物語コーポ,東１,,,+640,+9.22%,"205,600",27.1,4.61,0.86
2021/11/11,27,7374,Ｃｏｎｆ,東Ｍ,,,+189,+8.92%,"54,600",21.1,7.86,1.73
2021/11/11,28,6697,テクポイント,東Ｍ,,,+129,+8.21%,"559,400",－,－,－
2021/11/11,29,4800,オリコン,ＪＱ,,,+88,+8.18%,"196,300",18.4,4.40,1.46
2021/11/11,30,7911,凸版,東１,,,+145,+8.11%,"1,604,400",18.0,0.46,2.07
2021/11/11,31,6855,電子材料,東１,,,+177,+8.06%,"2,156,700",9.4,1.50,1.69
2021/11/11,32,3656,ＫＬａｂ,東１,,,+52,+7.95%,"3,091,500",－,1.84,－
2021/11/11,33,6264,マルマエ,東１,,,+184,+7.86%,"637,700",26.0,5.11,1.43
2021/11/11,34,8515,アイフル,東１,,,+28,+7.73%,"22,201,200",8.2,1.24,0.26
2021/11/11,35,4012,アクシス,東Ｍ,,,+104,+7.64%,"66,800",23.0,2.88,0.34
2021/11/11,36,7254,ユニバンス,東２,,,+37,+7.61%,"382,700",4.7,0.63,1.15
2021/11/11,37,3987,エコモット,東Ｍ,,,+52,+7.43%,"80,500",51.1,3.61,－
2021/11/11,38,7318,セレンＨＤ,東Ｍ,,,+79,+7.29%,"17,500",28.2,1.19,－
2021/11/11,39,9416,ビジョン,東１,,,+102,+7.28%,"749,200",103,7.46,－
2021/11/11,40,7781,平山,ＪＱ,,,+99,+7.04%,"11,900",12.3,1.62,2.52
2021/11/11,41,4004,昭電工,東１,,,+189,+6.93%,"5,232,300",－,1.07,2.23
2021/11/11,42,6391,加地テック,東２,,,+295,+6.84%,"78,100",24.6,1.19,0.87
2021/11/11,43,6894,パルステック,東２,,,+106,+6.84%,"59,000",15.0,0.74,2.11
2021/11/11,44,9272,ブティックス,東Ｍ,,,+205,+6.84%,"7,600",126,14.96,－
2021/11/11,45,1757,中小企業ＨＤ,東２,,,+3,+6.82%,"2,295,500",－,13.02,－
2021/11/11,46,4069,ブルーミーム,東Ｍ,,,+143,+6.82%,"63,000",51.1,3.43,－
2021/11/11,47,5994,ファインシン,東２,,,+104,+6.74%,"1,400",20.7,0.42,3.04
2021/11/11,48,8130,サンゲツ,東１,,,+105,+6.70%,"376,200",21.9,1.06,4.19
2021/11/11,49,5301,東海カ,東１,,,+86,+6.64%,"3,169,000",24.5,1.36,2.17
2021/11/11,50,2031,ハンセンブル,東EN,,,+570,+6.60%,713,－,－,－
2021/11/11,51,2193,クックパッド,東１,,,+16,+6.48%,"1,691,200",－,1.28,－
2021/11/11,52,1407,ウエストＨＤ,ＪＱ,,,+390,+6.44%,"535,100",36.8,10.36,0.85
2021/11/11,53,4681,リゾートトラ,東１,,,+124,+6.03%,"1,142,100",33.1,2.27,1.38
2021/11/11,54,6200,インソース,東１,,,+149,+5.97%,"428,600",62.9,24.72,0.64
2021/11/11,55,3984,ユーザーロカ,東１,,,+111,+5.95%,"161,200",46.2,6.46,0.15
2021/11/11,56,6539,ＭＳジャパン,東１,,,+59,+5.92%,"86,100",26.7,2.90,1.42
2021/11/11,57,1491,中外鉱,東２,,,+2,+5.88%,"3,421,600",37.1,1.55,－
2021/11/11,58,2191,テラ,ＪＱ,,,+6,+5.88%,"424,900",－,7.31,－
2021/11/11,59,3150,グリムス,東１,,,+153,+5.83%,"315,600",30.5,8.76,0.52
2021/11/11,60,6549,ＤＭソリュ,ＪＱ,,,+69,+5.73%,"15,200",34.6,1.69,－
2021/11/11,61,5074,テスＨＤ,東１,,,+135,+5.60%,"337,400",35.5,3.90,0.82
2021/11/11,62,5726,大阪チタ,東１,,,+49,+5.58%,"979,100",－,1.19,－
2021/11/11,63,3878,巴川紙,東１,,,+45,+5.57%,"16,300",7.2,0.73,－
2021/11/11,64,3566,ユニネク,東Ｍ,,,+91,+5.55%,"1,700",15.5,1.81,0.58
2021/11/11,65,4612,日本ペＨＤ,東１,,,+65,+5.53%,"2,966,900",48.5,3.17,0.81
2021/11/11,66,7033,ＭＳＯＬ,東１,,,+180,+5.49%,"130,800",98.2,29.07,－
2021/11/11,67,6638,ミマキエンジ,東１,,,+54,+5.42%,"222,400",14.5,1.76,1.43
2021/11/11,68,6694,ズーム,ＪＱ,,,+175,+5.41%,"186,900",9.9,1.31,2.99
2021/11/11,69,3739,コムシード,名Ｃ,,,+11,+5.39%,"20,100",141,3.57,－
2021/11/11,70,7745,Ａ＆Ｄ,東１,,,+69,+5.20%,"1,306,200",8.4,1.32,1.79
2021/11/11,71,5282,ジオスター,東２,,,+19,+5.19%,"355,100",13.4,0.58,－
2021/11/11,72,2036,金先物Ｗブル,東EN,,,+970,+5.13%,"6,771",－,－,－
2021/11/11,73,9616,共立メンテ,東１,,,+220,+5.13%,"462,800","1,759",2.65,0.44
2021/11/11,74,6013,タクマ,東１,,,+74,+5.12%,"507,200",16.3,1.35,2.37
2021/11/11,75,3563,Ｆ＆ＬＣ,東１,,,+235,+5.11%,"1,275,300",46.8,8.83,0.47
2021/11/11,76,6866,ＨＩＯＫＩ,東１,,,+430,+5.10%,"75,500",28.7,4.28,1.75
2021/11/11,77,9699,西尾レント,東１,,,+140,+5.10%,"139,500",8.9,0.75,3.40
