日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/11/04,1,3083,シーズメン,ＪＱ,,S,+600,+67.42%,"303,300",85.9,3.85,－
2021/11/04,2,6558,クックビズ,東Ｍ,,S,+400,+25.81%,"24,000",－,9.36,－
2021/11/04,3,2729,ＪＡＬＵＸ,東１,,S,+400,+23.45%,"17,700",266,1.16,－
2021/11/04,4,4199,ワンプラ,東Ｍ,,S,+400,+22.86%,"157,400",－,1.99,－
2021/11/04,5,6554,エスユーエス,東Ｍ,,S,+100,+18.73%,"2,263,300",16.0,2.13,1.10
2021/11/04,6,7078,ＩＮＣ,東Ｍ,,S,+700,+18.64%,"10,200","3,182",23.46,－
2021/11/04,7,4980,デクセリ,東１,,,+475,+16.73%,"5,737,900",15.6,3.40,1.81
2021/11/04,8,6409,キトー,東１,,,+259,+15.82%,"148,900",10.8,1.24,2.32
2021/11/04,9,9941,太洋物産,ＪＱ,,S,+150,+15.21%,"27,000",259,－,－
2021/11/04,10,6182,メタリアル,東Ｍ,,,+184,+15.13%,"4,451,400",57.4,5.56,0.50
2021/11/04,11,4179,ジーネクスト,東Ｍ,,,+120,+15.08%,"686,500",45.5,5.05,－
2021/11/04,12,9381,エーアイテイ,東１,,,+155,+13.85%,"89,700",14.7,2.33,3.45
2021/11/04,13,4371,ＣＣＴ,東Ｍ,,,+690,+13.50%,"38,000",91.3,25.85,－
2021/11/04,14,4073,ジィ・シィ,東Ｍ,,,+251,+12.56%,"66,100",34.7,6.76,－
2021/11/04,15,2354,ＹＥデジタル,東２,,,+63,+12.19%,"1,944,700",19.1,2.56,1.72
2021/11/04,16,6338,タカトリ,東２,,,+136,+11.94%,"502,700",18.5,1.29,0.78
2021/11/04,17,8530,中京銀,東１,,,+156,+11.72%,"55,100",21.6,0.29,2.69
2021/11/04,18,9244,デジタリフト,東Ｍ,,,+227,+11.11%,"2,922,400",31.8,10.18,－
2021/11/04,19,4792,山田コンサル,東１,,,+124,+10.72%,"58,700",17.4,2.01,2.89
2021/11/04,20,6025,日本ＰＣ,名Ｃ,,,+140,+10.61%,"3,800",28.2,4.87,－
2021/11/04,21,6745,ホーチキ,東１,,,+131,+10.27%,"74,800",9.0,0.90,2.06
2021/11/04,22,8056,ユニシス,東１,,,+330,+10.19%,"1,606,200",20.5,3.01,1.96
2021/11/04,23,6943,ＮＫＫ,ＪＱ,,,+460,+10.14%,"7,200",7.1,0.38,3.00
2021/11/04,24,7893,プロネクサス,東１,,,+105,+9.95%,"77,900",19.5,1.22,2.76
2021/11/04,25,6351,鶴見製,東１,,,+171,+9.65%,"54,700",12.0,0.73,1.96
2021/11/04,26,6237,イワキポンプ,東１,,,+98,+9.60%,"82,000",11.8,1.09,2.55
2021/11/04,27,6193,バーチャレク,東Ｍ,,,+91,+9.50%,"315,500",12.6,5.00,－
2021/11/04,28,9896,ＪＫＨＤ,東１,,,+91,+9.35%,"225,400",5.3,0.71,2.82
2021/11/04,29,9055,アルプス物流,東１,,,+96,+9.34%,"87,800",14.2,0.78,2.31
2021/11/04,30,6925,ウシオ電,東１,,,+197,+9.33%,"2,224,000",27.8,1.27,1.13
2021/11/04,31,4374,ロボペイ,東Ｍ,,,+290,+9.25%,"442,500",126,39.89,－
2021/11/04,32,1429,日本アクア,東１,,,+53,+9.23%,"200,800",19.4,2.81,3.19
2021/11/04,33,7087,ウイルテック,東２,,,+113,+9.16%,"94,400",10.8,1.23,2.82
2021/11/04,34,5185,フコク,東１,,,+90,+9.09%,"143,600",7.1,0.54,4.54
2021/11/04,35,4671,ファルコＨＤ,東１,,,+158,+9.05%,"58,700",11.0,0.95,2.94
2021/11/04,36,7689,コパ,東Ｍ,,,+166,+9.04%,"83,000",40.9,2.06,－
2021/11/04,37,8362,福井銀,東１,,,+135,+8.93%,"73,700",－,0.28,－
2021/11/04,38,6293,日精樹脂,東１,,,+98,+8.85%,"84,600",9.6,0.67,2.49
2021/11/04,39,7467,萩原電気ＨＤ,東１,,,+187,+8.74%,"39,100",8.9,0.59,3.44
2021/11/04,40,6196,ストライク,東１,,,+450,+8.57%,"373,800",39.9,12.02,0.63
2021/11/04,41,8065,佐藤商,東１,,,+104,+8.54%,"75,600",8.5,0.59,3.63
2021/11/04,42,9310,トランシティ,東１,,,+53,+8.52%,"111,000",10.3,0.66,1.48
2021/11/04,43,7244,市光工,東１,,,+47,+8.36%,"241,000",9.9,1.24,1.15
2021/11/04,44,3176,三洋貿易,東１,,,+93,+8.30%,"119,300",8.3,1.03,3.13
2021/11/04,45,5481,山陽鋼,東１,,,+152,+8.28%,"691,000",11.9,0.58,3.02
2021/11/04,46,2309,シミックＨＤ,東１,,,+127,+8.22%,"239,000",15.0,1.18,1.61
2021/11/04,47,6881,キョウデン,東２,,,+44,+8.22%,"934,400",10.3,1.35,2.59
2021/11/04,48,3647,ジー・スリー,東２,,,+36,+8.18%,"931,800",47.2,3.16,－
2021/11/04,49,6149,小田原エンジ,ＪＱ,,,+206,+8.17%,"48,800",40.2,1.19,0.92
2021/11/04,50,7732,トプコン,東１,,,+164,+8.13%,"1,211,500",35.3,3.17,0.92
2021/11/04,51,4687,ＴＤＣソフト,東１,,,+105,+8.11%,"93,900",18.0,2.36,1.86
2021/11/04,52,7729,東京精,東１,,,+390,+8.11%,"1,302,600",10.9,1.75,3.23
2021/11/04,53,8342,青森銀,東１,,,+157,+8.02%,"73,900",12.6,0.36,2.36
2021/11/04,54,2991,ランドネット,ＪＱ,,,+335,+7.96%,"16,300",7.0,1.26,1.13
2021/11/04,55,8136,サンリオ,東１,,,+211,+7.95%,"826,900",153,5.63,0.56
2021/11/04,56,3151,バイタルＫＳ,東１,,,+61,+7.94%,"206,200",11.2,0.43,2.90
2021/11/04,57,8798,Ａクリエイト,東１,,,+82,+7.79%,"103,100",20.0,3.88,2.64
