日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/05/31,1,7578,ニチリョク,ＪＱ,,S,+50,+27.62%,"739,200",13.5,0.76,0.87
2021/05/31,2,4361,川口化,東２,,S,+300,+26.81%,"5,200",6.6,0.85,2.11
2021/05/31,3,7815,東京ボード,東２,,S,+100,+19.96%,"295,200",－,0.40,－
2021/05/31,4,3189,ＡＮＡＰ,ＪＱ,,S,+80,+18.96%,"686,900",－,2.21,－
2021/05/31,5,4342,セコム上信越,東２,,S,+700,+18.32%,"2,400",18.4,1.21,－
2021/05/31,6,4493,サイバーセキ,東Ｍ,,S,+502,+17.32%,"531,200",177,43.88,－
2021/05/31,7,3787,テクノマセマ,東２,,S,+150,+15.79%,"63,600",－,1.22,－
2021/05/31,8,7212,エフテック,東１,,,+98,+14.06%,"878,400",－,0.37,－
2021/05/31,9,3326,ランシステム,ＪＱ,,,+93,+13.10%,"3,719,700",－,17.12,－
2021/05/31,10,3441,山王,ＪＱ,,,+155,+12.35%,"220,700",7.4,1.39,0.35
2021/05/31,11,4282,ＥＰＳ,東１,,,+170,+10.44%,"2,006,100",24.1,1.71,0.70
2021/05/31,12,6337,テセック,ＪＱ,,,+290,+10.30%,"564,700",13.8,1.84,1.93
2021/05/31,13,4175,コリー,東Ｍ,,,+490,+9.68%,"287,800",22.2,14.25,－
2021/05/31,14,7031,インバウＴ,東Ｍ,,,+400,+9.64%,"25,800",27.8,2.38,－
2021/05/31,15,3042,セキュアヴェ,ＪＧ,,,+29,+9.18%,"716,100",34.9,2.43,－
2021/05/31,16,8209,フレンドリ,東２,,,+37,+8.98%,"32,500",－,－,－
2021/05/31,17,6613,ＱＤレーザ,東Ｍ,,,+134,+8.87%,"7,769,800",－,14.94,－
2021/05/31,18,4177,ｉ－ｐｌｕｇ,東Ｍ,,,+415,+8.62%,"38,300",97.0,17.54,－
2021/05/31,19,5974,中国工,東２,,,+65,+8.58%,"90,200",33.4,0.61,1.82
2021/05/31,20,6131,浜井産,東２,,,+96,+8.33%,"123,900",11.0,2.44,－
2021/05/31,21,4192,スパイダー,東Ｍ,,,+187,+8.24%,"1,491,300",－,22.17,－
2021/05/31,22,6574,コンヴァノ,東Ｍ,,,+56,+8.22%,"38,300",－,2.12,－
2021/05/31,23,4171,グローバルＩ,ＪＱ,,,+137,+8.00%,"52,800",16.5,3.23,1.30
2021/05/31,24,6620,宮越ＨＤ,東１,,,+79,+7.74%,"636,900",86.3,1.98,－
2021/05/31,25,6779,日電波,東１,,,+64,+7.50%,"1,371,100",8.6,1.33,－
2021/05/31,26,3891,高度紙,ＪＱ,,,+260,+7.49%,"613,100",19.1,2.42,0.59
2021/05/31,27,2673,夢みつけ隊,ＪＱ,,,+13,+7.22%,"14,815,300",－,0.92,－
2021/05/31,28,8836,ＲＩＳＥ,ＪＱ,,,+2,+7.14%,"326,800",－,－,－
2021/05/31,29,6194,アトラエ,東１,,,+110,+7.08%,"496,900",134,9.27,－
2021/05/31,30,7408,ジャムコ,東１,,,+66,+7.05%,"368,700",－,1.66,－
2021/05/31,31,6962,大真空,東１,,,+230,+7.03%,"214,400",17.7,1.01,－
2021/05/31,32,7676,グッドスピー,東Ｍ,,,+107,+6.99%,"39,500",15.5,3.54,－
2021/05/31,33,8938,グロームＨＤ,ＪＧ,,,+109,+6.86%,"50,800",27.1,2.09,－
2021/05/31,34,8011,三陽商,東１,,,+58,+6.82%,"302,300",－,0.33,－
2021/05/31,35,8769,アドバンＲＭ,東１,,,+51,+6.68%,"170,300",24.3,3.80,1.35
2021/05/31,36,6699,ダイヤＨＤ,東１,,,+185,+6.67%,"307,200",13.6,2.90,0.84
2021/05/31,37,6924,岩崎電,東１,,,+104,+6.41%,"156,200",6.0,0.42,2.32
2021/05/31,38,1384,ホクリヨウ,東１,,,+46,+6.38%,"69,300",26.7,0.72,1.30
2021/05/31,39,9272,ブティックス,東Ｍ,,,+93,+6.33%,"13,800",110,8.38,－
2021/05/31,40,6616,ＴＯＲＥＸ,東１,,,+131,+6.30%,"224,000",17.3,1.22,1.81
2021/05/31,41,6173,アクアライン,東Ｍ,,,+47,+6.27%,"1,500",9.1,3.01,－
2021/05/31,42,6951,日電子,東１,,,+330,+6.24%,"809,300",42.4,5.32,0.50
2021/05/31,43,4436,ミンカブ,東Ｍ,,,+240,+6.17%,"905,800",81.5,14.58,0.44
2021/05/31,44,4673,川崎地質,ＪＱ,,,+152,+6.17%,"3,000",18.0,0.65,1.91
2021/05/31,45,4124,大阪油化,ＪＱ,,,+107,+6.14%,"13,900",39.1,1.16,1.35
2021/05/31,46,5698,エンビプロ,東１,,,+64,+6.02%,"384,900",12.9,1.34,2.22
2021/05/31,47,2436,共同ＰＲ,ＪＱ,,,+47,+5.91%,"24,800",31.3,1.79,1.43
2021/05/31,48,4480,メドレー,東Ｍ,,,+250,+5.86%,"268,600",578,14.97,－
2021/05/31,49,6920,レーザーテク,東１,,,"+1,140",+5.86%,"3,073,300",132,38.35,0.27
2021/05/31,50,2469,ヒビノ,ＪＱ,,,+84,+5.85%,"27,800",16.7,1.99,1.97
2021/05/31,51,5922,那須鉄,東２,,,+540,+5.76%,"23,500",14.1,0.57,1.01
2021/05/31,52,4438,Ｗｅｌｂｙ,東Ｍ,,,+65,+5.70%,"141,300",－,7.40,－
2021/05/31,53,7059,コプロＨＤ,東１,,,+74,+5.70%,"86,000",12.5,2.09,2.92
2021/05/31,54,6338,タカトリ,東２,,,+53,+5.63%,"210,900",22.5,1.02,1.01
2021/05/31,55,3926,オープンドア,東１,,,+139,+5.57%,"391,500",－,13.17,－
2021/05/31,56,4173,ＷＡＣＵＬ,東Ｍ,,,+144,+5.57%,"113,400",85.5,41.46,－
2021/05/31,57,4017,クリーマ,東Ｍ,,,+180,+5.40%,"33,300",79.9,21.66,－
