日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/07/15,1,9326,関通,東Ｍ,,S,+700,+22.19%,"18,200",30.7,5.56,－
2021/07/15,2,8886,ウッドＦ,ＪＱ,,S,+700,+21.54%,"57,400",6.1,0.89,4.05
2021/07/15,3,9270,バリュエンス,東Ｍ,,S,+500,+20.20%,"444,700",52.6,5.62,0.84
2021/07/15,4,7599,ＩＤＯＭ,東１,,,+130,+18.06%,"7,620,000",12.0,1.84,0.54
2021/07/15,5,2437,シンワワイズ,ＪＱ,,,+61,+16.85%,"3,165,300",－,1.69,－
2021/07/15,6,7370,Ｅｎｊｉｎ,東Ｍ,,,+615,+16.49%,"8,247,400",51.7,24.67,－
2021/07/15,7,7946,光陽社,東２,,,+192,+16.03%,"11,100",－,0.70,－
2021/07/15,8,6614,シキノＨＴ,ＪＱ,,,+415,+11.51%,"383,400",103,14.20,－
2021/07/15,9,7373,アイドマＨＤ,東Ｍ,,,+640,+11.37%,"2,861,300",96.3,47.34,－
2021/07/15,10,7888,三光合成,東１,,,+47,+10.47%,"3,742,500",8.4,0.74,2.82
2021/07/15,11,4068,ベイシス,東Ｍ,,,+860,+10.14%,"1,698,300",82.5,19.39,－
2021/07/15,12,7083,ＡＨＣ,東Ｍ,,,+104,+9.90%,"57,200",－,1.81,－
2021/07/15,13,6175,ネットマーケ,東１,,,+39,+9.56%,"1,628,200",24.7,2.30,1.34
2021/07/15,14,9268,オプティマス,東２,,,+97,+8.35%,"22,300",6.0,0.48,3.57
2021/07/15,15,3991,ウォンテッド,東Ｍ,,,+220,+8.21%,"30,500",272,19.77,－
2021/07/15,16,2491,Ｖコマース,東１,,,+245,+7.98%,"490,000",35.7,8.27,1.30
2021/07/15,17,4714,リソー教育,東１,,,+26,+7.81%,"3,598,000",27.9,10.73,3.34
2021/07/15,18,3387,クリレスＨＤ,東１,,,+73,+7.60%,"2,773,800",64.4,10.65,－
2021/07/15,19,7413,創健社,ＪＱ,,,+163,+7.53%,"1,100",181,1.54,0.43
2021/07/15,20,7352,Ｂエンジニア,東Ｍ,,,+115,+7.49%,"29,600",155,14.85,－
2021/07/15,21,4432,ウイングアク,東１,,,+152,+7.48%,"407,800",16.1,2.60,1.89
2021/07/15,22,7676,グッドスピー,東Ｍ,,,+158,+7.01%,"83,700",22.9,5.21,－
2021/07/15,23,6083,ＥＲＩＨＤ,東１,,,+53,+6.96%,"1,487,600",13.0,2.14,3.68
2021/07/15,24,6907,ジオマテック,ＪＱ,,,+60,+6.74%,"237,300",208,0.72,－
2021/07/15,25,8203,ＭｒＭａｘ,東１,,,+39,+6.04%,"592,400",7.6,0.82,3.94
2021/07/15,26,3964,オークネット,東１,,,+87,+5.97%,"197,500",17.0,2.10,1.81
2021/07/15,27,3423,エスイー,ＪＱ,,,+19,+5.88%,"477,400",14.9,1.17,3.22
2021/07/15,28,3538,ウイルプラス,東１,,,+61,+5.85%,"145,500",7.5,1.47,2.34
2021/07/15,29,3854,アイル,東１,,,+73,+5.42%,"117,200",34.0,8.41,1.06
2021/07/15,30,7808,ＣＳランバー,ＪＱ,,,+102,+5.37%,"23,900",－,0.87,－
2021/07/15,31,7608,ＳＫジャパン,東１,,,+25,+5.15%,"644,400",16.8,1.20,1.57
