日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/12/29,1,4667,アイサンテク,ＪＱ,,S,+300,+22.01%,"196,100",62.8,1.58,0.78
2021/12/29,2,3010,ポラリスＨＤ,東２,,,+12,+20.69%,"2,591,900",－,－,－
2021/12/29,3,4261,アジアＱ,東Ｍ,,,+990,+18.64%,"2,504,000",50.1,23.58,－
2021/12/29,4,9941,太洋物産,ＪＱ,,,+169,+16.90%,"104,900",74.8,18.15,－
2021/12/29,5,9211,エフ・コード,東Ｍ,,S,"+1,000",+16.67%,"178,200",96.9,49.46,－
2021/12/29,6,7777,３ＤＭ,ＪＧ,,S,+80,+16.43%,"8,064,500",－,14.58,－
2021/12/29,7,7689,コパ,東Ｍ,,,+180,+15.82%,"59,800",26.9,1.33,－
2021/12/29,8,7133,ヒュウガプラ,東Ｍ,,S,+700,+14.61%,"53,500",57.6,25.20,－
2021/12/29,9,7254,ユニバンス,東２,,,+104,+12.95%,"3,086,600",8.2,1.10,0.66
2021/12/29,10,7063,バードマン,東Ｍ,,,+205,+12.73%,"206,100",28.2,13.72,－
2021/12/29,11,3990,ＵＵＵＭ,東Ｍ,,,+87,+12.07%,"443,500",44.5,4.05,－
2021/12/29,12,8527,愛知銀,東１,,,+500,+11.49%,"336,300",5.6,0.21,5.36
2021/12/29,13,2484,出前館,ＪＱ,,,+88,+11.18%,"7,015,100",－,17.49,－
2021/12/29,14,4441,トビラシステ,東１,,,+83,+10.86%,"223,500",26.4,5.91,1.31
2021/12/29,15,4052,フィーチャ,東Ｍ,,,+63,+10.82%,"23,400",273,7.38,－
2021/12/29,16,4348,インフォコム,東１,,,+214,+10.74%,"653,800",16.6,2.85,1.81
2021/12/29,17,3652,ＤＭＰ,東Ｍ,,,+157,+10.67%,"56,600",－,1.63,－
2021/12/29,18,3989,シェアテク,東Ｍ,,,+12,+10.62%,"658,400",－,14.20,－
2021/12/29,19,8550,栃木銀,東１,,,+20,+10.53%,"1,371,400",7.3,0.13,2.38
2021/12/29,20,3390,アイネスト,ＪＱ,,,+7,+10.45%,"1,214,900",101,2.15,－
2021/12/29,21,4884,クリングル,東Ｍ,,,+66,+10.41%,"105,000",－,1.23,－
2021/12/29,22,9325,ファイズＨＤ,東１,,,+54,+10.34%,"87,500",15.8,3.47,－
2021/12/29,23,8918,ランド,東１,,,+1,+10.00%,"12,231,300",5.3,2.45,0.91
2021/12/29,24,9241,ＦＬネット,東Ｍ,,,+167,+9.92%,"12,000",21.4,4.30,－
2021/12/29,25,2427,アウトソシン,東１,,,+135,+9.88%,"6,690,300",14.8,2.60,2.07
2021/12/29,26,6840,ＡＫＩＢＡ,ＪＱ,,,+51,+9.83%,"615,700",13.1,2.45,－
2021/12/29,27,8530,中京銀,東１,,,+160,+9.73%,"138,100",20.7,0.35,2.22
2021/12/29,28,4616,川上塗,東２,,,+219,+9.61%,"5,300",56.6,0.99,1.00
2021/12/29,29,6634,ネクスＧ,ＪＱ,,,+15,+9.55%,"881,700",－,3.96,－
2021/12/29,30,7076,名南Ｍ＆Ａ,名２,,,+100,+9.52%,"5,600",18.8,2.94,0.43
2021/12/29,31,5304,ＳＥＣカーボ,東２,,,+520,+9.45%,"24,900",12.2,0.45,3.32
2021/12/29,32,5476,高周波,東１,,,+30,+9.35%,"45,200",10.3,0.34,－
2021/12/29,33,4978,リプロセル,ＪＧ,,,+20,+9.26%,"2,226,200",－,3.18,－
2021/12/29,34,4379,フォトシンス,東Ｍ,,,+68,+9.19%,"298,700",－,6.77,－
2021/12/29,35,5337,ダントーＨＤ,東１,,,+20,+9.17%,"96,700",－,0.86,－
2021/12/29,36,9259,タカヨシ,東Ｍ,,,+140,+9.13%,"127,200",20.3,248,－
2021/12/29,37,7601,ポプラ,東１,,,+12,+8.82%,"77,700",－,－,－
2021/12/29,38,4019,スタメン,東Ｍ,,,+63,+8.79%,"24,600",506,7.36,－
2021/12/29,39,2686,ジーフット,東１,,,+29,+8.76%,"110,900",－,12.01,－
2021/12/29,40,6579,ログリー,東Ｍ,,,+54,+8.75%,"34,200",21.7,2.22,－
2021/12/29,41,8938,グロームＨＤ,ＪＧ,,,+88,+8.67%,"26,300",17.6,1.34,－
