日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/09/29,1,1783,アジアＧＨＤ,ＪＱ,,,+29,+38.16%,"17,712,400",617,1.77,－
2021/09/29,2,3936,ＧＷ,東Ｍ,,,+405,+18.58%,"273,800",122,58.47,－
2021/09/29,3,7021,ニッチツ,東２,,S,+485,+17.51%,"144,200",51.7,0.61,0.92
2021/09/29,4,7681,レオクラン,東２,,S,+460,+15.44%,"72,400",18.2,1.30,1.16
2021/09/29,5,6563,みらいＷＫＳ,東Ｍ,,S,+150,+15.06%,"140,100",48.6,6.22,－
2021/09/29,6,4073,ジィ・シィ,東Ｍ,,,+440,+14.38%,"3,395,000",52.7,10.25,－
2021/09/29,7,3346,２１ＬＡＤＹ,名Ｃ,,,+14,+14.14%,"633,400",134,－,－
2021/09/29,8,3840,パス,東２,,,+13,+14.13%,"3,485,700",－,4.54,－
2021/09/29,9,1692,ＷＴアルミ,東Ｅ,,,+67,+14.02%,"30,400",－,－,－
2021/09/29,10,4169,エネチェンジ,東Ｍ,,,+475,+13.81%,"1,563,700",－,53.93,－
2021/09/29,11,1436,フィット,東Ｍ,,,+139,+13.23%,"484,800",22.7,1.13,0.84
2021/09/29,12,6567,セリオ,東Ｍ,,,+99,+12.42%,"212,900",32.3,2.92,0.78
2021/09/29,13,6577,ベストワン,東Ｍ,,,+306,+11.80%,"92,700",－,6.54,－
2021/09/29,14,6548,旅工房,東Ｍ,,,+137,+11.74%,"477,400",－,15.21,－
2021/09/29,15,1447,ＩＴｂｏｏｋ,東Ｍ,,,+56,+11.50%,"4,126,500",75.0,4.94,－
2021/09/29,16,3856,Ａバランス,東２,,,+580,+11.24%,"221,600",36.0,7.72,－
2021/09/29,17,6198,Ｃａｒｅｅｒ,東Ｍ,,,+79,+11.22%,"1,342,100",51.2,5.44,－
2021/09/29,18,1757,中小企業ＨＤ,東２,,,+6,+10.53%,"6,024,900",－,15.95,－
2021/09/29,19,8256,プロルート,ＪＱ,,,+30,+10.34%,"5,227,000",72.6,10.14,－
2021/09/29,20,7777,３ＤＭ,ＪＧ,,,+29,+10.10%,"3,322,200",－,13.44,－
2021/09/29,21,3772,ウェルス,東２,,,+213,+9.89%,"117,400",6.3,2.90,－
2021/09/29,22,6191,エアトリ,東１,,,+350,+9.86%,"1,417,300",35.1,14.32,－
2021/09/29,23,4673,川崎地質,ＪＱ,,,+310,+9.72%,"38,900",8.9,0.80,1.43
2021/09/29,24,5698,エンビプロ,東１,,,+169,+9.57%,"477,400",14.7,2.20,1.71
2021/09/29,25,7065,ｕｐｒ,東２,,,+218,+9.37%,"89,400",37.8,2.77,0.51
2021/09/29,26,1552,ＶＩＸ短先物,東Ｅ,,,+203,+9.23%,"3,390,244",－,－,－
2021/09/29,27,2560,ＭＸカーボン,東Ｅ,,,"+2,500",+9.09%,3,－,－,－
2021/09/29,28,3578,倉庫精,東２,,,+41,+8.70%,"5,500",－,0.88,2.34
