日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2022/02/11,1,4398,ＢＢＳｅｃ,ＪＱ,,S,+300,+29.35%,"67,300",21.6,5.49,0.76
2022/02/11,2,3237,イントランス,東Ｍ,,,+15,+28.30%,"11,682,000",12.3,2.02,－
2022/02/11,3,6338,タカトリ,東２,,S,+300,+27.03%,"33,300",16.5,1.35,1.06
2022/02/11,4,4267,ライトＷ,東Ｍ,,S,+700,+18.92%,"2,627,500",100,32.68,0.32
2022/02/11,5,2438,アスカネット,東Ｍ,,,+183,+17.99%,"16,453,600",100,3.48,0.58
2022/02/11,6,7567,栄電子,ＪＱ,,S,+80,+17.66%,"99,500",5.8,0.80,1.31
2022/02/11,7,6916,アイオデータ,東１,,S,+150,+16.74%,"18,600",33.6,0.47,－
2022/02/11,8,6553,ソウルド,東１,,S,+150,+16.67%,"4,400",－,3.48,－
2022/02/11,9,9318,アジア開発,東２,,,+1,+16.67%,"16,618,400",－,2.68,－
2022/02/11,10,6085,アーキテクツ,東Ｍ,,S,+100,+15.82%,"5,300",－,－,－
2022/02/11,11,4412,サイエンスＡ,東Ｍ,,,"+1,310",+15.43%,"1,851,100",－,60.20,－
2022/02/11,12,3784,ヴィンクス,東１,,,+129,+15.34%,"257,300",9.8,1.59,3.61
2022/02/11,13,1884,日道路,東１,,,"+1,260",+14.79%,"72,900",14.3,0.92,2.15
2022/02/11,14,7991,マミヤＯＰ,東２,,,+103,+14.57%,"418,800",14.0,0.58,6.17
2022/02/11,15,4597,ソレイジア,東Ｍ,,,+13,+12.87%,"34,486,500",－,5.88,－
2022/02/11,16,4686,ジャスト,東１,,,+630,+12.73%,"382,900",－,5.20,0.29
2022/02/11,17,7173,東京きらぼし,東１,,,+198,+11.47%,"545,600",3.4,0.23,3.64
2022/02/11,18,1757,中小企業ＨＤ,東２,,,+5,+11.36%,"2,950,000",－,10.47,－
2022/02/11,19,6879,イマジカＧ,東１,,,+65,+10.94%,"827,200",11.7,0.96,1.52
2022/02/11,20,4165,プレイド,東Ｍ,,,+125,+10.44%,"2,976,100",－,10.67,－
2022/02/11,21,4017,クリーマ,東Ｍ,,,+92,+10.36%,"114,300",22.4,5.07,－
2022/02/11,22,6164,太陽工機,ＪＱ,,,+109,+9.93%,"23,700",9.1,1.08,3.31
2022/02/11,23,4375,セーフィー,東Ｍ,,,+111,+9.39%,"465,200",－,7.07,－
2022/02/11,24,3150,グリムス,東１,,,+198,+9.29%,"243,500",25.6,6.88,0.62
2022/02/11,25,6653,正興電,東１,,,+96,+9.28%,"175,600",10.0,1.25,2.65
2022/02/11,26,4641,アルプス技,東１,,,+170,+9.09%,"303,600",13.4,2.87,3.72
2022/02/11,27,5803,フジクラ,東１,,,+54,+8.64%,"6,296,300",11.0,0.96,－
2022/02/11,28,9755,応用地質,東１,,,+186,+8.62%,"283,800",20.3,0.85,2.05
2022/02/11,29,3750,フラクタル,東２,,,+99,+8.57%,"20,800",－,3.11,－
2022/02/11,30,2721,ＪＨＤ,ＪＱ,,,+20,+8.44%,"152,000",－,4.76,－
2022/02/11,31,3322,アルファＧ,ＪＱ,,,+57,+8.39%,800,10.0,0.84,1.02
2022/02/11,32,4485,ＪＴＯＷＥＲ,東Ｍ,,,+380,+8.27%,"2,183,800",390,7.44,－
2022/02/11,33,4582,シンバイオ,ＪＧ,,,+98,+8.26%,"3,008,900",33.3,7.91,－
2022/02/11,34,3936,ＧＷ,東Ｍ,,,+24,+8.25%,"5,628,500",38.0,10.73,－
2022/02/11,35,9776,札臨,ＪＱ,,,+97,+7.74%,"2,700",8.0,0.47,1.70
2022/02/11,36,7779,サイバダイン,東Ｍ,,,+27,+7.69%,"4,368,100",－,1.20,－
2022/02/11,37,6723,ルネサス,東１,,,+102,+7.66%,"30,923,600",－,2.41,－
2022/02/11,38,9519,レノバ,東１,,,+106,+7.61%,"2,752,800",－,4.01,－
2022/02/11,39,3994,マネフォ,東１,,,+410,+7.58%,"1,262,500",－,7.67,－
2022/02/11,40,7065,ｕｐｒ,東２,,,+135,+7.57%,"26,600",18.9,1.99,0.68
2022/02/11,41,3040,ソリトン,東１,,,+107,+7.54%,"359,500",14.9,3.34,1.05
2022/02/11,42,3796,いい生活,東２,,,+29,+7.53%,"210,100",42.0,1.72,1.21
2022/02/11,43,8166,タカキュー,東１,,,+8,+7.34%,"188,200",－,－,－
2022/02/11,44,2130,メンバーズ,東１,,,+207,+7.32%,"415,100",37.2,7.72,0.77
2022/02/11,45,6071,ＩＢＪ,東１,,,+57,+7.26%,"319,100",25.3,5.46,－
2022/02/11,46,1812,鹿島,東１,,,+98,+7.18%,"3,744,300",7.7,0.79,3.69
2022/02/11,47,6614,シキノＨＴ,ＪＱ,,,+133,+7.13%,"65,400",35.8,5.91,－
2022/02/11,48,3753,フライト,東２,,,+26,+7.12%,"86,700",－,11.74,－
2022/02/11,49,4326,インテージＨ,東１,,,+123,+7.11%,"464,100",20.3,2.47,1.89
2022/02/11,50,8920,東祥,東１,,,+111,+7.00%,"351,600",32.5,1.84,0.35
2022/02/11,51,2469,ヒビノ,ＪＱ,,,+105,+6.98%,"34,500",11.4,1.82,1.86
2022/02/11,52,2743,ピクセル,ＪＱ,,,+3,+6.98%,"295,100",－,6.94,－
2022/02/11,53,6333,帝国電,東１,,,+91,+6.92%,"139,200",14.2,0.92,3.56
2022/02/11,54,5381,Ｍｉｐｏｘ,ＪＱ,,,+59,+6.88%,"638,400",9.1,1.84,1.64
2022/02/11,55,3105,日清紡ＨＤ,東１,,,+67,+6.77%,"2,927,000",10.4,0.68,3.22
2022/02/11,56,4911,資生堂,東１,,,+409,+6.77%,"5,523,200",64.4,4.73,1.55
2022/02/11,57,3768,リスモン,東２,,,+40,+6.73%,"57,400",11.1,0.85,2.29
2022/02/11,58,6418,日金銭,東１,,,+43,+6.61%,"257,000",34.3,0.87,0.72
2022/02/11,59,2388,ウェッジＨＤ,ＪＧ,,,+5,+6.58%,"286,000",－,0.80,－
