日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/12/15,1,7946,光陽社,東２,,S,+400,+25.92%,"25,900",－,0.98,－
2021/12/15,2,3042,セキュアヴェ,ＪＧ,,,+67,+25.09%,"2,707,800",33.8,2.57,－
2021/12/15,3,9360,鈴与シンワ,東２,,S,+300,+24.08%,"36,600",18.2,1.85,1.62
2021/12/15,4,4599,ステムリム,東Ｍ,,S,+100,+17.57%,"49,200",－,4.02,－
2021/12/15,5,7378,アシロ,東Ｍ,,S,+100,+16.45%,"1,291,200",17.5,2.18,－
2021/12/15,6,6907,ジオマテック,ＪＱ,,S,+100,+16.16%,"6,400",－,0.55,－
2021/12/15,7,3825,リミックス,東２,,,+41,+15.89%,"18,595,800",14.8,4.83,－
2021/12/15,8,4934,Ｐアンチエイ,東Ｍ,,S,"+1,500",+15.20%,"10,900",28.7,12.07,－
2021/12/15,9,4011,ヘッドウォ,東Ｍ,,,+675,+14.59%,"23,300",215,6.34,－
2021/12/15,10,8938,グロームＨＤ,ＪＧ,,,+145,+14.15%,"64,700",18.7,1.42,－
2021/12/15,11,3480,ＪＳＢ,東１,,,+375,+13.59%,"323,700",8.6,1.42,1.15
2021/12/15,12,4412,サイエンスＡ,東Ｍ,,,"+1,280",+13.20%,"2,037,600",－,152,－
2021/12/15,13,4080,田中化研,ＪＱ,,,+210,+13.13%,"3,508,700",90.6,4.49,－
2021/12/15,14,6205,ＯＫＫ,東１,,,+89,+11.77%,"411,700",－,0.85,－
2021/12/15,15,3911,Ａｉｍｉｎｇ,東Ｍ,,,+31,+11.61%,"2,539,900",10.9,1.95,1.17
2021/12/15,16,5218,オハラ,東１,,,+157,+11.18%,"378,600",27.2,0.95,0.96
2021/12/15,17,7379,サーキュ,東Ｍ,,,+410,+10.85%,"189,700",105,15.75,－
2021/12/15,18,4166,かっこ,東Ｍ,,,+211,+10.55%,"97,500",56.9,4.65,－
2021/12/15,19,5491,日金属,東１,,,+93,+10.43%,"261,700",33.0,0.32,－
2021/12/15,20,7254,ユニバンス,東２,,,+50,+10.20%,"893,200",4.9,0.65,1.11
2021/12/15,21,3441,山王,ＪＱ,,,+147,+9.93%,"207,200",27.8,1.47,0.61
2021/12/15,22,6553,ソウルド,東１,,,+111,+9.92%,"27,000",130,4.17,－
2021/12/15,23,1783,アジアＧＨＤ,ＪＱ,,,+6,+9.68%,"1,835,300",13.5,1.45,－
2021/12/15,24,6539,ＭＳジャパン,東１,,,+87,+9.51%,"181,300",25.3,2.75,1.50
2021/12/15,25,7086,きずなＨＤ,東Ｍ,,,+164,+9.32%,"38,900",13.8,1.63,－
2021/12/15,26,4100,戸田工,東１,,,+290,+8.83%,"324,100",11.4,2.07,－
2021/12/15,27,4379,フォトシンス,東Ｍ,,,+67,+8.78%,"141,300",－,6.95,－
2021/12/15,28,6554,エスユーエス,東Ｍ,,,+95,+8.72%,"1,513,500",24.7,3.76,0.84
2021/12/15,29,9250,ＧＲＣＳ,東Ｍ,,,+550,+8.22%,"713,300",65.4,44.70,－
2021/12/15,30,3970,イノベーショ,東Ｍ,,,+275,+8.20%,"62,600",26.3,3.18,0.77
2021/12/15,31,4370,モビルス,東Ｍ,,,+81,+8.01%,"128,900",29.5,4.52,－
2021/12/15,32,6181,タメニー,東Ｍ,,,+8,+7.92%,"412,000",－,－,－
2021/12/15,33,3830,ギガプライズ,名Ｃ,,,+80,+7.88%,"24,800",10.9,3.50,－
2021/12/15,34,9245,リベロ,東Ｍ,,,+201,+7.76%,"61,100",67.2,8.02,－
2021/12/15,35,8303,新生銀,東１,,,+155,+7.75%,"4,431,900",11.2,0.48,－
2021/12/15,36,4391,ロジザード,東Ｍ,,,+154,+7.65%,"36,000",25.0,5.06,－
2021/12/15,37,6149,小田原エンジ,ＪＱ,,,+184,+7.53%,"68,300",37.2,1.06,0.95
2021/12/15,38,4371,ＣＣＴ,東Ｍ,,,+510,+7.29%,"93,700",78.4,17.54,－
