日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/11/05,1,4199,ワンプラ,東Ｍ,,S,+500,+23.26%,"46,100",－,2.43,－
2021/11/05,2,3083,シーズメン,ＪＱ,,,+318,+21.34%,"5,883,400",104,4.67,－
2021/11/05,3,2729,ＪＡＬＵＸ,東１,,,+448,+21.27%,"563,000",322,1.41,－
2021/11/05,4,8698,マネックスＧ,東１,,S,+150,+20.13%,"26,158,100",－,2.31,－
2021/11/05,5,4374,ロボペイ,東Ｍ,,,+670,+19.56%,"530,400",150,47.69,－
2021/11/05,6,3634,ソケッツ,東２,,S,+150,+18.75%,"42,600",－,2.53,0.32
2021/11/05,7,3121,マーチャント,東２,,S,+100,+17.33%,"6,894,000",81.7,5.18,0.30
2021/11/05,8,1814,大末建,東１,,S,+150,+16.69%,"195,900",6.5,0.56,5.72
2021/11/05,9,9519,レノバ,東１,,S,+705,+15.11%,"4,709,700",82.3,14.31,－
2021/11/05,10,6943,ＮＫＫ,ＪＱ,,S,+705,+14.11%,"10,000",8.1,0.43,2.63
2021/11/05,11,2404,鉄人化計画,東２,,,+69,+14.05%,"594,200",－,40.32,－
2021/11/05,12,3678,メディアドゥ,東１,,,+535,+11.85%,"342,300",50.1,5.03,0.42
2021/11/05,13,3498,霞ヶ関Ｃ,東Ｍ,,,+435,+11.25%,"426,200",28.9,5.98,0.47
2021/11/05,14,6554,エスユーエス,東Ｍ,,,+70,+11.04%,"3,790,500",17.7,2.37,0.99
2021/11/05,15,6836,ぷらっと,東２,,,+105,+10.50%,"12,700",－,3.22,－
2021/11/05,16,7373,アイドマＨＤ,東Ｍ,,,+910,+10.45%,"583,300",98.6,24.16,－
2021/11/05,17,5759,日本電解,東Ｍ,,,+500,+10.40%,"2,485,600",44.1,7.52,－
2021/11/05,18,3185,夢展望,東Ｍ,,,+20,+9.85%,"3,902,800",23.2,15.06,－
2021/11/05,19,3996,サインポスト,東１,,,+171,+9.27%,"1,207,900",－,17.61,－
2021/11/05,20,2158,フロンテオ,東Ｍ,,,+240,+8.99%,"5,129,300",157,23.22,0.17
2021/11/05,21,4372,ユミルリンク,東Ｍ,,,+101,+8.74%,"171,800",22.0,4.01,－
2021/11/05,22,3195,ジェネパ,東Ｍ,,,+35,+8.62%,"101,400",－,2.04,－
2021/11/05,23,6088,シグマクシス,東１,,,+233,+8.60%,"593,100",41.9,6.50,0.82
2021/11/05,24,6200,インソース,東１,,,+192,+8.51%,"742,900",58.2,22.89,0.69
2021/11/05,25,7829,サマンサＪＰ,東Ｍ,,,+10,+8.47%,"1,484,500",－,2.08,－
2021/11/05,26,4348,インフォコム,東１,,,+186,+8.43%,"632,600",17.9,3.09,1.67
2021/11/05,27,3612,ワールド,東１,,,+118,+8.41%,"453,300",27.4,0.67,1.78
