日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2022/01/18,1,4575,ＣＡＮＢＡＳ,東Ｍ,,S,+80,+25.08%,"880,300",－,18.26,－
2022/01/18,2,7370,Ｅｎｊｉｎ,東Ｍ,,S,+500,+21.54%,"6,655,100",35.4,6.21,－
2022/01/18,3,9212,ＧＥＩ,東Ｍ,,,+245,+16.70%,"4,737,100",229,21.53,－
2022/01/18,4,4412,サイエンスＡ,東Ｍ,,S,"+1,000",+16.00%,"510,600",－,44.54,－
2022/01/18,5,3179,シュッピン,東１,,,+168,+15.91%,"3,527,600",12.4,6.13,1.47
2022/01/18,6,9211,エフ・コード,東Ｍ,,S,+700,+15.49%,"1,411,600",72.3,36.88,－
2022/01/18,7,4596,窪田製薬ＨＤ,東Ｍ,,,+21,+14.19%,"4,858,800",－,1.63,－
2022/01/18,8,4261,アジアＱ,東Ｍ,,,+425,+12.23%,"284,500",31.0,14.60,－
2022/01/18,9,3446,Ｊテック・Ｃ,東１,,,+178,+10.45%,"88,000",73.4,5.19,－
2022/01/18,10,3998,すららネット,東Ｍ,,,+142,+10.28%,"393,600",31.6,6.29,－
2022/01/18,11,9326,関通,東Ｍ,,,+64,+10.13%,"282,500",16.7,2.72,－
2022/01/18,12,4260,ハイブリッド,東Ｍ,,,+53,+10.06%,"514,700",37.4,10.93,－
2022/01/18,13,4667,アイサンテク,ＪＱ,,,+169,+9.95%,"97,200",70.5,1.77,0.70
2022/01/18,14,7373,アイドマＨＤ,東Ｍ,,,+235,+9.64%,"1,372,000",54.8,12.47,－
2022/01/18,15,9253,スローガン,東Ｍ,,,+106,+9.63%,"74,500",15.8,2.47,－
2022/01/18,16,4714,リソー教育,東１,,,+32,+9.52%,"3,230,800",27.0,6.09,4.35
2022/01/18,17,4026,神島化,東２,,,+177,+9.38%,"186,500",12.4,2.11,1.74
2022/01/18,18,3604,川本産業,東２,,,+106,+9.16%,"2,168,700",12.0,1.32,1.11
2022/01/18,19,7501,ティムコ,ＪＱ,,,+65,+8.84%,"6,900",－,0.44,0.68
