日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/07/02,1,6628,オンキヨーＨ,ＪＱ,,,+1,+33.33%,"12,004,400",－,－,－
2021/07/02,2,6993,大黒屋,東２,,,+23,+26.44%,"44,792,700",26.6,11.01,－
2021/07/02,3,9479,インプレス,東１,,,+46,+22.44%,"19,163,900",14.0,0.98,1.79
2021/07/02,4,4572,カルナバイオ,ＪＧ,,S,+300,+21.77%,"66,600",－,5.88,－
2021/07/02,5,4068,ベイシス,東Ｍ,,S,"+1,000",+18.18%,"488,700",57.4,13.49,－
2021/07/02,6,3286,トラストＨＤ,東Ｍ,,,+58,+15.98%,"299,600",18.3,2.53,3.90
2021/07/02,7,4918,アイビー,ＪＱ,,S,+150,+15.38%,"1,005,700",11.0,2.84,－
2021/07/02,8,7345,ＡＩＰＦ,東Ｍ,,S,"+1,000",+15.22%,"233,400",39.9,12.12,－
2021/07/02,9,5759,日本電解,東Ｍ,,,+447,+14.96%,"11,905,400",28.5,5.04,－
2021/07/02,10,7318,セレンＨＤ,東Ｍ,,,+181,+13.65%,"2,974,400",35.5,2.12,－
2021/07/02,11,7036,ＥＭネットＪ,東Ｍ,,,+585,+13.34%,"77,900",32.6,7.42,0.85
2021/07/02,12,7090,リグア,東Ｍ,,,+410,+13.16%,"17,700",27.2,4.63,－
2021/07/02,13,8097,三愛石,東１,,,+156,+12.64%,"233,300",12.8,0.94,2.01
2021/07/02,14,2767,フィールズ,東１,,,+57,+11.92%,"710,800",－,0.58,－
2021/07/02,15,2927,ＡＦＣ－ＨＤ,ＪＱ,,,+117,+11.63%,"392,200",11.4,1.46,2.45
2021/07/02,16,7374,Ｃｏｎｆ,東Ｍ,,,+355,+11.58%,"2,125,300",31.3,24.48,－
2021/07/02,17,3053,ペッパー,東１,,,+48,+10.64%,"3,394,600",358,14.64,－
2021/07/02,18,3175,ＡＰＨＤ,東１,,,+47,+10.38%,"80,400",－,11.46,－
2021/07/02,19,9857,英和,東２,,,+135,+9.75%,"81,400",8.2,0.81,2.57
2021/07/02,20,7373,アイドマＨＤ,東Ｍ,,,+355,+9.27%,"1,181,500",64.3,37.69,－
2021/07/02,21,8713,フィデアＨＤ,東１,,,+11,+9.17%,"3,338,100",7.2,0.22,4.58
2021/07/02,22,6555,ＭＳコンサル,東１,,,+55,+9.15%,"213,100",20.0,1.05,－
2021/07/02,23,8918,ランド,東１,,,+1,+9.09%,"21,516,000",5.7,3.74,0.83
2021/07/02,24,6866,ＨＩＯＫＩ,東１,,,+520,+8.77%,"88,600",24.0,3.30,1.71
