日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/07/27,1,7838,共立印刷,東１,,,+38,+26.76%,"23,580,200",14.1,0.53,1.67
2021/07/27,2,3936,ＧＷ,東Ｍ,,S,+300,+21.38%,"371,200",20.9,10.19,－
2021/07/27,3,7376,ＢＣＣ,東Ｍ,,S,+503,+19.71%,"731,100",49.1,11.96,－
2021/07/27,4,9629,ＰＣＡ,東１,,S,+700,+17.52%,"9,200",26.3,1.93,0.77
2021/07/27,5,9610,ウィルソンＷ,ＪＱ,,,+34,+16.27%,"6,739,700",－,1.14,－
2021/07/27,6,9318,アジア開発,東２,,,+1,+12.50%,"4,198,200",－,3.37,－
2021/07/27,7,7699,オムニプラス,東Ｍ,,,+121,+11.94%,"104,000",－,－,－
2021/07/27,8,7374,Ｃｏｎｆ,東Ｍ,,,+345,+11.82%,"310,600",29.9,23.37,－
2021/07/27,9,3377,バイク王,東２,,,+128,+10.63%,"3,999,600",17.1,3.62,0.83
2021/07/27,10,7726,黒田精,東２,,,+263,+9.57%,"141,900",50.2,1.87,0.66
2021/07/27,11,5659,日精線,東１,,,+445,+9.36%,"196,600",10.8,0.97,3.85
2021/07/27,12,5699,イボキン,ＪＱ,,,+405,+9.29%,"152,800",21.1,2.51,0.84
2021/07/27,13,3965,キャピタルＡ,東１,,,+95,+9.13%,"48,400",30.3,2.06,0.97
2021/07/27,14,9919,関西スーパ,東１,,,+96,+8.82%,"179,000",17.6,1.03,1.35
2021/07/27,15,6330,東洋エンジ,東１,,,+69,+8.72%,"1,219,700",33.6,1.26,－
2021/07/27,16,3091,ブロンコＢ,東１,,,+201,+8.46%,"205,700",43.2,2.23,0.62
2021/07/27,17,4918,アイビー,ＪＱ,,,+89,+8.40%,"1,243,100",11.2,2.90,－
2021/07/27,18,4584,キッズバイオ,東Ｍ,,,+46,+8.35%,"436,500",－,12.06,－
2021/07/27,19,4323,日シス技術,東１,,,+133,+8.27%,"86,300",11.6,1.40,1.72
2021/07/27,20,6898,トミタ電機,ＪＱ,,,+109,+8.26%,"1,200",471,0.30,－
2021/07/27,21,4932,アルマード,ＪＱ,,,+79,+8.22%,"931,500",15.9,3.80,－
