日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/09/06,1,1689,ＷＴ天然ガス,東Ｅ,,,+1,+50.00%,"5,614,700",－,－,－
2021/09/06,2,6335,東京機,東１,,S,+400,+25.67%,"1,018,600",55.1,2.30,－
2021/09/06,3,8103,明和産,東１,,,+239,+22.83%,"11,574,100",26.9,1.56,8.94
2021/09/06,4,4398,ＢＢＳｅｃ,ＪＱ,,S,+300,+20.98%,"191,000",28.8,7.72,0.58
2021/09/06,5,7850,総合商研,ＪＱ,,S,+150,+20.83%,"35,800",10.1,0.97,2.30
2021/09/06,6,9271,和心,東Ｍ,,S,+80,+20.10%,"56,500",－,－,－
2021/09/06,7,7317,松屋Ｒ＆Ｄ,東Ｍ,,S,+700,+19.05%,"57,800",21.5,3.92,0.23
2021/09/06,8,6198,Ｃａｒｅｅｒ,東Ｍ,,S,+100,+18.05%,"297,400",42.8,4.54,－
2021/09/06,9,3903,ｇｕｍｉ,東１,,S,+150,+17.14%,"4,456,500",－,1.85,－
2021/09/06,10,3753,フライト,東２,,,+97,+17.02%,"587,300",30.0,11.12,－
2021/09/06,11,5820,三ッ星,ＪＱ,,,+485,+16.93%,"74,700",15.4,0.64,1.49
2021/09/06,12,9073,京極運,ＪＱ,,,+174,+16.48%,"232,400",30.5,1.01,0.65
2021/09/06,13,9519,レノバ,東１,,,+655,+15.43%,"4,312,000",74.8,18.64,－
2021/09/06,14,7162,アストマクス,ＪＱ,,,+35,+13.83%,"4,699,100",－,0.68,－
2021/09/06,15,3900,クラウドＷ,東Ｍ,,,+234,+13.67%,"190,800",－,8.39,－
2021/09/06,16,3172,ティーライフ,東１,,,+189,+12.99%,"301,900",9.9,1.28,3.16
2021/09/06,17,9318,アジア開発,東２,,,+1,+12.50%,"22,845,700",－,3.45,－
2021/09/06,18,7366,りたりこ,東１,,,+620,+11.15%,"119,800",91.4,23.85,－
2021/09/06,19,4056,ニューラル,東Ｍ,,,+317,+10.81%,"858,100",164,33.65,－
2021/09/06,20,6083,ＥＲＩＨＤ,東１,,,+107,+10.54%,"434,900",17.9,2.94,2.67
2021/09/06,21,7695,交換できる,東Ｍ,,,+440,+10.35%,"42,600",52.8,13.08,－
2021/09/06,22,7946,光陽社,東２,,,+159,+10.25%,"14,500",－,0.86,－
2021/09/06,23,3788,ＧＭＯ－ＧＳ,東１,,,+470,+10.02%,"345,600",76.7,8.51,0.65
2021/09/06,24,9101,郵船,東１,,,+890,+9.96%,"14,053,000",3.3,2.17,7.12
2021/09/06,25,4169,エネチェンジ,東Ｍ,,,+263,+9.89%,"516,200",－,39.84,－
