日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/06/15,1,2370,メディネット,東Ｍ,,S,+30,+51.72%,"88,087,100",－,2.93,－
2021/06/15,2,4880,セルソース,東Ｍ,,S,"+3,000",+22.22%,"638,000",215,44.01,－
2021/06/15,3,3647,ジー・スリー,東２,,S,+80,+16.84%,"3,539,000",58.5,4.08,－
2021/06/15,4,4662,フォーカス,東１,,S,+150,+16.67%,"45,500",15.4,1.43,2.38
2021/06/15,5,9318,アジア開発,東２,,,+1,+14.29%,"3,244,700",－,3.69,－
2021/06/15,6,4446,リンクユー,東１,,,+165,+13.81%,"917,900",240,9.16,－
2021/06/15,7,4531,有機薬,東１,,,+37,+12.17%,"1,660,100",41.3,0.68,0.88
2021/06/15,8,4444,インフォネ,東Ｍ,,,+145,+11.55%,"73,600",42.7,3.04,－
2021/06/15,9,7095,マクビープラ,東Ｍ,,,+740,+11.37%,"437,100",34.1,12.29,－
2021/06/15,10,2351,ＡＳＪ,東Ｍ,,,+158,+10.55%,"286,800","1,003",4.51,0.12
2021/06/15,11,2158,フロンテオ,東Ｍ,,,+85,+9.99%,"3,251,300",104,8.20,0.32
2021/06/15,12,7033,ＭＳＯＬ,東１,,,+197,+9.45%,"777,200",64.7,21.06,－
2021/06/15,13,6125,岡本工,東２,,,+390,+8.83%,"132,500",9.6,1.27,2.50
2021/06/15,14,5964,洋刃物,東２,,,+119,+8.12%,"158,600",9.1,1.17,1.26
2021/06/15,15,6966,三井ハイテク,東１,,,+400,+7.97%,"2,644,500",35.4,3.94,0.50
2021/06/15,16,6627,テラプローブ,東２,,,+148,+7.71%,"742,100",－,0.78,－
2021/06/15,17,3461,パルマ,東Ｍ,,,+54,+7.63%,"525,200",21.8,2.35,1.18
2021/06/15,18,9279,ギフト,東１,,,+185,+7.63%,"148,200",44.0,7.70,0.57
2021/06/15,19,4431,スマレジ,東Ｍ,,,+440,+7.46%,"321,600",148,16.75,－
2021/06/15,20,6779,日電波,東１,,,+75,+7.39%,"875,300",10.2,1.58,－
2021/06/15,21,7078,ＩＮＣ,東Ｍ,,,+98,+7.24%,"1,821,800","1,029",7.56,－
2021/06/15,22,7014,名村造,東１,,,+13,+7.22%,"2,442,300",－,0.33,－
2021/06/15,23,2695,くら寿司,東１,,,+280,+7.17%,"755,800",－,3.72,0.48
2021/06/15,24,6337,テセック,ＪＱ,,,+209,+7.03%,"215,200",14.1,1.89,1.89
2021/06/15,25,7676,グッドスピー,東Ｍ,,,+154,+7.01%,"101,800",22.3,5.08,－
2021/06/15,26,6614,シキノＨＴ,ＪＱ,,,+181,+6.95%,"508,000",71.8,9.84,－
2021/06/15,27,3169,ミサワ,東１,,,+46,+6.85%,"161,000",11.0,2.12,1.11
2021/06/15,28,6768,タムラ,東１,,,+38,+6.75%,"1,541,600",22.4,1.03,1.66
2021/06/15,29,6494,ＮＦＫＨＤ,ＪＱ,,,+8,+6.72%,"855,100",－,1.35,－
2021/06/15,30,6026,ＧＭＯテック,東Ｍ,,,+146,+6.65%,"3,200",－,3.20,－
2021/06/15,31,4523,エーザイ,東１,,,+705,+6.59%,"7,681,900",73.5,4.65,1.40
2021/06/15,32,6046,リンクバル,東Ｍ,,,+22,+6.57%,"254,500",－,3.47,－
2021/06/15,33,6535,アイモバイル,東１,,,+114,+6.46%,"1,483,100",20.6,2.79,5.32
2021/06/15,34,5351,品川リフラ,東１,,,+225,+6.23%,"65,000",6.2,0.59,4.95
2021/06/15,35,7570,橋本総業ＨＤ,東１,,,+175,+6.12%,"11,000",13.4,1.27,2.14
2021/06/15,36,7748,ホロン,ＪＱ,,,+200,+6.11%,"78,500",42.3,2.59,0.58
2021/06/15,37,6553,ソウルド,東１,,,+101,+6.03%,"23,200",62.6,6.38,－
2021/06/15,38,7623,サンオータス,ＪＱ,,,+28,+5.91%,"112,700",12.1,0.59,1.99
2021/06/15,39,6158,和井田,ＪＱ,,,+73,+5.87%,"42,900",12.0,1.04,2.28
2021/06/15,40,4883,モダリス,東Ｍ,,,+81,+5.66%,"426,000",－,6.74,－
2021/06/15,41,1773,ＹＴＬ,東外,,,+1,+5.56%,"2,000",－,－,－
2021/06/15,42,6666,リバーエレク,ＪＱ,,,+73,+5.40%,"775,600",16.0,6.78,0.70
2021/06/15,43,3856,Ａバランス,東２,,,+255,+5.35%,"232,200",61.9,6.54,－
2021/06/15,44,7292,村上開明,東２,,,+165,+5.27%,"5,800",8.3,0.64,1.52
2021/06/15,45,1419,タマホーム,東１,,,+113,+5.26%,"922,800",9.7,2.85,4.42
2021/06/15,46,5721,Ｓサイエンス,東１,,,+2,+5.26%,"167,100",－,2.34,－
2021/06/15,47,6697,テクポイント,東Ｍ,,,+116,+5.16%,"532,200",－,－,－
2021/06/15,48,7320,リビング保証,東Ｍ,,,+147,+5.16%,"64,700",33.9,17.55,0.17
2021/06/15,49,4565,そーせい,東Ｍ,,,+84,+5.14%,"602,100",－,2.53,－
2021/06/15,50,6817,スミダコーポ,東１,,,+58,+5.13%,"288,000",21.6,0.92,1.01
2021/06/15,51,3632,グリー,東１,,,+31,+5.11%,"1,593,300",－,1.15,1.72
2021/06/15,52,6701,ＮＥＣ,東１,,,+270,+5.11%,"3,368,600",22.6,1.16,1.80
2021/06/15,53,4435,カオナビ,東Ｍ,,,+175,+5.10%,"79,300","1,588",42.93,－
2021/06/15,54,1766,東建コーポ,東１,,,+490,+5.08%,"109,200",11.9,1.29,2.47
2021/06/15,55,2453,ＪＢＲ,東１,,,+40,+5.06%,"485,400",23.3,3.22,1.93
2021/06/15,56,7087,ウイルテック,東２,,,+51,+5.03%,"19,100",8.6,0.97,3.57
2021/06/15,57,3653,モルフォ,東Ｍ,,,+67,+5.00%,"46,900",－,1.60,－
2021/06/15,58,9977,アオキスーパ,ＪＱ,,,+165,+4.97%,"21,800",20.9,0.93,1.72
2021/06/15,59,6199,セラク,東１,,,+106,+4.93%,"303,100",32.6,7.68,0.25
2021/06/15,60,7361,ＨＣＨ,東Ｍ,,,+155,+4.92%,"171,500",20.6,7.01,1.48
2021/06/15,61,2715,エレマテック,東１,,,+60,+4.89%,"66,500",12.0,0.97,3.34
2021/06/15,62,4380,Ｍマート,東Ｍ,,,+53,+4.72%,"148,800",46.7,5.91,0.85
2021/06/15,63,2667,イメージワン,ＪＱ,,,+34,+4.67%,"1,756,900",144,3.69,－
2021/06/15,64,4251,恵和,東１,,,+140,+4.66%,"97,400",27.9,3.67,0.32
2021/06/15,65,3491,ＧＡテクノ,東Ｍ,,,+94,+4.63%,"787,100",74.0,3.90,－
2021/06/15,66,6048,デザインワン,東１,,,+10,+4.57%,"111,800",52.8,1.05,－
2021/06/15,67,8155,三益半導,東１,,,+123,+4.50%,"221,600",22.7,1.39,1.15
2021/06/15,68,9325,ファイズＨＤ,東１,,,+37,+4.40%,"58,700",24.1,5.57,－
2021/06/15,69,6580,ライトアップ,東Ｍ,,,+135,+4.38%,"191,600",33.0,8.21,－
2021/06/15,70,3319,ＧＤＯ,東１,,,+63,+4.36%,"217,800",51.0,4.26,0.63
2021/06/15,71,4178,Ｓイノベ,東Ｍ,,,+130,+4.33%,"20,100",55.4,9.21,－
2021/06/15,72,8007,高島,東１,,,+75,+4.30%,"17,500",7.5,0.47,3.30
2021/06/15,73,6659,メディアＬ,ＪＱ,,,+23,+4.28%,"388,600",35.2,2.30,－
2021/06/15,74,4651,サニックス,東１,,,+16,+4.21%,"4,325,100",12.3,2.35,－
2021/06/15,75,4612,日本ペＨＤ,東１,,,+69,+4.20%,"1,754,900",60.0,4.45,0.58
