日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/10/12,1,9245,リベロ,東Ｍ,,S,+300,+23.22%,"14,500",38.0,6.83,－
2021/10/12,2,6323,ローツェ,東１,,S,"+1,500",+19.58%,"806,600",14.4,4.26,0.71
2021/10/12,3,3094,スーパーＶ,ＪＱ,,S,+100,+17.79%,"23,600",7.3,1.31,1.51
2021/10/12,4,3578,倉庫精,東２,,S,+80,+16.53%,"11,800",－,0.97,2.13
2021/10/12,5,3927,Ｆ－ブレイン,東Ｍ,,S,+150,+16.15%,"2,395,600",－,4.35,－
2021/10/12,6,4169,エネチェンジ,東Ｍ,,,+595,+14.23%,"2,492,400",－,65.78,－
2021/10/12,7,4673,川崎地質,ＪＱ,,S,+700,+14.17%,"222,400",14.3,1.29,0.89
2021/10/12,8,7126,タンゴヤ,ＪＱ,,,+269,+12.63%,"108,500",12.4,3.36,－
2021/10/12,9,7379,サーキュ,東Ｍ,,,+385,+12.34%,"521,100",87.8,13.98,－
2021/10/12,10,3542,ベガコーポ,東Ｍ,,,+136,+11.28%,"256,300",19.8,2.80,0.75
2021/10/12,11,6659,メディアＬ,ＪＱ,,,+44,+11.03%,"1,135,200",27.8,2.29,－
2021/10/12,12,6173,アクアライン,東Ｍ,,,+81,+11.01%,"569,800",9.4,3.30,－
2021/10/12,13,3936,ＧＷ,東Ｍ,,,+259,+9.77%,"749,500",137,65.80,－
2021/10/12,14,4371,ＣＣＴ,東Ｍ,,,+460,+9.02%,"36,800",86.3,24.43,－
2021/10/12,15,4334,ユークス,ＪＱ,,,+38,+8.84%,"599,200",8.5,1.37,2.14
2021/10/12,16,4979,ＯＡＴアグリ,東１,,,+171,+8.65%,"64,200",9.7,1.36,2.09
2021/10/12,17,6188,富士ソＳＢ,東２,,,+33,+8.44%,"483,800",13.8,2.00,1.42
2021/10/12,18,4020,ビートレンド,東Ｍ,,,+330,+8.11%,"11,600",47.0,7.43,－
2021/10/12,19,5998,アドバネクス,東１,,,+94,+7.54%,"7,800",55.0,0.88,0.75
2021/10/12,20,4374,ロボペイ,東Ｍ,,,+235,+7.32%,"253,900",125,39.77,－
2021/10/12,21,3359,ｃｏｔｔａ,東Ｍ,,,+40,+7.08%,"146,800",21.8,2.00,0.66
2021/10/12,22,6580,ライトアップ,東Ｍ,,,+240,+6.75%,"463,300",33.9,10.03,－
2021/10/12,23,1692,ＷＴアルミ,東Ｅ,,,+32,+6.71%,"41,100",－,－,－
2021/10/12,24,4373,シンプレクス,東１,,,+151,+6.66%,"1,142,000",31.2,3.59,0.95
2021/10/12,25,6336,石井表記,東２,,,+61,+6.65%,"246,600",6.6,1.76,1.02
2021/10/12,26,7375,リファバスＧ,東Ｍ,,,+95,+6.49%,"68,600",28.9,14.45,－
2021/10/12,27,2983,アールプラン,東Ｍ,,,+280,+6.45%,"37,700",8.8,1.80,－
