日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2022/02/03,1,2395,新日本科学,東１,,S,+300,+23.22%,"4,818,300",11.4,3.57,2.51
2022/02/03,2,4316,ビーマップ,ＪＧ,,S,+100,+19.61%,"1,278,000",49.2,3.28,－
2022/02/03,3,5697,サンユウ,東２,,S,+100,+19.23%,"12,000",6.5,0.43,4.68
2022/02/03,4,1407,ウエストＨＤ,ＪＱ,,S,+700,+18.92%,"178,000",25.1,7.62,1.25
2022/02/03,5,2130,メンバーズ,東１,,,+415,+18.37%,"842,500",32.7,6.80,0.88
2022/02/03,6,3936,ＧＷ,東Ｍ,,,+49,+16.90%,"22,821,400",40.8,27.61,－
2022/02/03,7,3913,ｓＭｅｄｉｏ,東Ｍ,,,+95,+13.87%,"84,900",－,1.35,－
2022/02/03,8,4598,デルタフライ,東Ｍ,,,+240,+13.79%,"1,936,000",－,6.54,－
2022/02/03,9,4372,ユミルリンク,東Ｍ,,,+129,+10.94%,"591,200",17.8,3.19,－
2022/02/03,10,4120,スガイ,東２,,,+154,+10.85%,"13,500",6.7,0.35,2.22
2022/02/03,11,3236,プロパスト,ＪＱ,,,+13,+9.56%,"10,644,700",7.4,0.75,1.34
2022/02/03,12,2721,ＪＨＤ,ＪＱ,,,+20,+9.22%,"1,165,500",－,4.39,－
2022/02/03,13,1711,ＳＤＳＨＤ,東２,,,+51,+9.07%,"205,500",－,79.40,－
2022/02/03,14,4388,エーアイ,東Ｍ,,,+73,+8.29%,"196,600",86.0,3.82,0.21
2022/02/03,15,4256,サインド,東Ｍ,,,+141,+8.24%,"13,500",60.7,22.81,－
2022/02/03,16,7148,ＦＰＧ,東１,,,+63,+7.75%,"3,136,500",13.9,2.48,3.65
2022/02/03,17,9978,文教堂ＧＨＤ,ＪＱ,,,+3,+7.69%,"256,300",6.2,1.71,－
2022/02/03,18,6541,グレイス,東１,,,+1,+7.14%,"1,849,500",0.5,0.14,－
2022/02/03,19,7687,ミクリード,東Ｍ,,,+54,+6.84%,"8,900",－,2.08,－
2022/02/03,20,9513,Ｊパワー,東１,,,+116,+6.70%,"4,205,600",7.3,0.40,4.06
2022/02/03,21,3116,トヨタ紡織,東１,,,+137,+6.62%,"2,176,600",11.1,1.16,2.90
2022/02/03,22,2678,アスクル,東１,,,+100,+6.56%,"2,558,900",18.5,2.69,1.85
2022/02/03,23,3935,エディア,東Ｍ,,,+21,+6.25%,"1,171,200",24.3,2.63,－
2022/02/03,24,6731,ピクセラ,東２,,,+1,+6.25%,"277,000",26.2,1.55,－
2022/02/03,25,9501,東電ＨＤ,東１,,,+20,+5.97%,"35,700,500",－,0.18,－
2022/02/03,26,1518,三井松島ＨＤ,東１,,,+98,+5.69%,"1,876,800",5.9,0.74,3.29
2022/02/03,27,4980,デクセリ,東１,,,+175,+5.37%,"4,763,900",14.3,3.43,1.75
2022/02/03,28,8015,豊田通商,東１,,,+250,+5.29%,"1,799,300",8.3,1.06,3.02
2022/02/03,29,3945,スパバッグ,東２,,,+113,+5.26%,"4,400",－,1.17,－
2022/02/03,30,4847,インテリＷ,東１,,,+28,+5.26%,"122,700",15.7,2.00,2.50
2022/02/03,31,8836,ＲＩＳＥ,ＪＱ,,,+1,+5.26%,"168,500",－,－,－
2022/02/03,32,6366,千代建,東２,,,+17,+5.18%,"3,160,500",－,5.88,－
2022/02/03,33,7451,三菱食品,東１,,,+147,+5.17%,"134,800",9.6,0.78,2.68
2022/02/03,34,7259,アイシン,東１,,,+220,+5.13%,"1,604,300",8.1,0.73,3.77
2022/02/03,35,6265,コンバム,ＪＱ,,,+124,+5.12%,"2,900",12.7,0.80,1.96
2022/02/03,36,7814,日本創発Ｇ,ＪＱ,,,+18,+5.11%,"86,600",17.8,1.51,2.84
2022/02/03,37,7079,ＷＤＢココ,東Ｍ,,,+270,+5.08%,"13,500",28.0,7.18,0.64
2022/02/03,38,5729,日精鉱,東２,,,+180,+5.01%,"1,400",7.7,1.05,2.65
2022/02/03,39,1730,麻生フオーム,ＪＱ,,,+23,+5.00%,"10,600",－,1.16,－
2022/02/03,40,2768,双日,東１,,,+90,+4.93%,"4,308,500",5.5,0.66,5.37
2022/02/03,41,5337,ダントーＨＤ,東１,,,+14,+4.84%,"754,100",－,1.09,－
2022/02/03,42,3837,アドソル日進,東１,,,+78,+4.81%,"147,500",19.0,2.85,2.12
2022/02/03,43,4507,塩野義,東１,,,+363,+4.80%,"5,227,200",23.9,2.67,1.39
2022/02/03,44,4114,日触媒,東１,,,+260,+4.79%,"297,400",10.6,0.68,3.16
2022/02/03,45,4902,コニカミノル,東１,,,+21,+4.56%,"10,641,900",158,0.47,6.22
2022/02/03,46,6357,三精テクノロ,東２,,,+34,+4.55%,"69,700",13.1,0.46,4.48
2022/02/03,47,2372,アイロムＧ,東１,,,+81,+4.52%,"996,700",11.9,2.30,2.13
2022/02/03,48,2897,日清食ＨＤ,東１,,,+360,+4.51%,"829,000",26.8,2.19,1.56
2022/02/03,49,3961,シルバエッグ,東Ｍ,,,+42,+4.51%,"3,500",22.8,2.43,－
2022/02/03,50,2338,クオンタムＳ,東２,,,+36,+4.38%,"10,900",－,11.94,－
2022/02/03,51,2410,キャリアデザ,東１,,,+48,+4.36%,"96,700",16.0,2.72,－
2022/02/03,52,9610,ウィルソンＷ,ＪＱ,,,+7,+4.32%,"5,600",－,0.82,－
2022/02/03,53,6507,シンフォニア,東１,,,+51,+4.18%,"339,200",7.5,0.71,3.54
2022/02/03,54,1689,ＷＴ天然ガス,東Ｅ,,,+0.1,+4.17%,"26,804,400",－,－,－
2022/02/03,55,9903,カンセキ,ＪＱ,,,+76,+4.13%,"2,100",7.1,1.18,1.25
2022/02/03,56,6815,ユニデンＨＤ,東１,,,+135,+3.94%,"32,400",32.2,0.66,5.90
2022/02/03,57,4204,積水化,東１,,,+75,+3.93%,"1,802,900",25.9,1.37,2.47
2022/02/03,58,7936,アシックス,東１,,,+97,+3.93%,"3,641,600",52.1,3.10,0.94
2022/02/03,59,7093,アディッシュ,東Ｍ,,,+35,+3.92%,"3,400",39.6,2.55,－
2022/02/03,60,4308,Ｊストリーム,東Ｍ,,,+29,+3.90%,"665,100",12.1,1.97,－
2022/02/03,61,7820,ニホンフラ,東１,,,+42,+3.90%,"160,100",8.2,1.01,2.86
2022/02/03,62,9995,グローセル,東１,,,+17,+3.85%,"164,500",－,0.52,2.61
2022/02/03,63,4551,鳥居薬,東１,,,+112,+3.84%,"165,800",26.6,0.73,1.58
2022/02/03,64,9425,日本テレホン,ＪＱ,,,+13,+3.82%,"579,500",－,2.01,－
2022/02/03,65,6473,ジェイテクト,東１,,,+38,+3.74%,"2,390,100",17.2,0.62,1.52
2022/02/03,66,7283,愛三工,東１,,,+26,+3.70%,"271,900",6.8,0.50,3.98
2022/02/03,67,9412,スカパーＪ,東１,,,+16,+3.70%,"983,900",10.0,0.54,4.01
2022/02/03,68,7272,ヤマハ発,東１,,,+100,+3.68%,"1,939,500",6.7,1.16,3.55
2022/02/03,69,1444,ニッソウ,名Ｃ,,,+55,+3.67%,200,12.7,1.40,－
2022/02/03,70,5334,特殊陶,東１,,,+77,+3.63%,"2,111,500",7.4,0.94,4.64
2022/02/03,71,9888,ＵＥＸ,ＪＱ,,,+18,+3.59%,"111,400",7.4,0.45,－
2022/02/03,72,9244,デジタリフト,東Ｍ,,,+41,+3.57%,"8,000",11.8,3.45,－
2022/02/03,73,7518,ネットワン,東１,,,+97,+3.56%,"2,100,600",15.4,3.74,2.55
2022/02/03,74,7988,ニフコ,東１,,,+120,+3.56%,"406,100",16.7,1.86,1.77
2022/02/03,75,4263,サスメド,東Ｍ,,,+63,+3.53%,"372,200",－,20.46,－
2022/02/03,76,6286,静甲,ＪＱ,,,+19,+3.36%,800,10.7,0.27,2.74
2022/02/03,77,8914,エリアリンク,東２,,,+49,+3.36%,"44,400",9.6,0.97,3.11
2022/02/03,78,6902,デンソー,東１,,,+283,+3.35%,"2,931,400",22.2,1.63,1.83
2022/02/03,79,4052,フィーチャ,東Ｍ,,,+16,+3.33%,"7,900",210,5.67,－
2022/02/03,80,4347,ブロメディア,ＪＱ,,,+31,+3.30%,"171,900",8.4,2.18,－
2022/02/03,81,7256,河西工,東１,,,+10,+3.28%,"89,600",－,0.35,－
2022/02/03,82,9973,小僧寿し,ＪＱ,,,+1,+3.23%,"371,600",38.1,6.44,－
2022/02/03,83,2485,ティア,東１,,,+14,+3.22%,"16,700",23.4,1.12,4.45
2022/02/03,84,1552,ＶＩＸ短先物,東Ｅ,,,+58,+3.21%,"1,268,711",－,－,－
2022/02/03,85,5541,大平金,東１,,,+87,+3.20%,"1,122,500",6.5,0.78,4.64
2022/02/03,86,2871,ニチレイ,東１,,,+80,+3.16%,"915,100",15.2,1.63,1.91
2022/02/03,87,1775,Ｅ＆Ｃ,東２,,,+81,+3.13%,"5,800",6.1,0.81,3.74
2022/02/03,88,7849,スターツ出版,ＪＱ,,,+100,+3.13%,600,12.9,1.24,1.21
2022/02/03,89,6472,ＮＴＮ,東１,,,+7,+3.11%,"7,979,000",61.5,0.69,－
2022/02/03,90,7003,三井Ｅ＆Ｓ,東１,,,+11,+3.08%,"1,287,700",－,0.38,－
2022/02/03,91,3941,レンゴー,東１,,,+26,+3.06%,"1,535,300",7.7,0.64,2.74
2022/02/03,92,7135,藤久ＨＤ,東１,,,+22,+3.03%,"26,100",10.8,1.10,4.27
2022/02/03,93,6578,エヌリンクス,東２,,,+6,+3.02%,"9,900",－,1.50,2.44
2022/02/03,94,7073,ジェイック,東Ｍ,,,+66,+2.99%,700,36.0,2.57,0.80
2022/02/03,95,7250,太平洋工,東１,,,+32,+2.96%,"411,300",7.5,0.55,2.96
2022/02/03,96,7072,インテＭ,東Ｍ,,,+35,+2.95%,"236,700",187,3.05,－
2022/02/03,97,6026,ＧＭＯテック,東Ｍ,,,+45,+2.91%,"1,100",－,2.27,－
2022/02/03,98,4564,オンコセラピ,東Ｍ,,,+2,+2.90%,"713,000",－,4.51,－
2022/02/03,99,5476,高周波,東１,,,+10,+2.88%,"24,900",13.1,0.35,－
2022/02/03,100,5949,ユニプレス,東１,,,+23,+2.88%,"176,200",－,0.32,－
2022/02/03,101,4208,宇部興,東１,,,+60,+2.87%,"1,319,800",10.7,0.58,4.19
2022/02/03,102,3350,レッド,ＪＱ,,,+1,+2.86%,"25,800",－,514,－
2022/02/03,103,6995,東海理,東１,,,+44,+2.86%,"275,200",12.5,0.55,3.80
2022/02/03,104,3952,中央紙器,名２,,,+30,+2.85%,"1,700",12.4,0.43,3.69
2022/02/03,105,2788,アップル,東２,,,+6,+2.84%,"78,900",11.8,0.48,2.30
