日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/11/08,1,3185,夢展望,東Ｍ,,S,+80,+35.87%,"2,361,000",31.5,20.46,－
2021/11/08,2,3927,Ｆ－ブレイン,東Ｍ,,S,+300,+29.04%,"3,481,900",－,5.37,－
2021/11/08,3,6522,アスタリスク,東Ｍ,,S,"+3,000",+28.54%,"423,000",91.5,50.41,－
2021/11/08,4,3690,イルグルム,東Ｍ,,S,+300,+26.39%,"502,900",28.4,5.58,0.52
2021/11/08,5,3083,シーズメン,ＪＱ,,S,+400,+22.12%,"698,300",127,5.71,－
2021/11/08,6,2191,テラ,ＪＱ,,,+21,+22.11%,"5,126,500",－,7.85,－
2021/11/08,7,3976,シャノン,東Ｍ,,S,+400,+21.39%,"2,580,100",66.5,11.61,－
2021/11/08,8,6554,エスユーエス,東Ｍ,,S,+150,+21.31%,"2,768,500",21.5,2.87,0.82
2021/11/08,9,6787,メイコー,東１,,,+675,+21.29%,"1,187,400",11.0,2.23,1.04
2021/11/08,10,7079,ＷＤＢココ,東Ｍ,,S,"+1,000",+19.96%,"14,700",30.2,7.72,0.60
2021/11/08,11,3815,メディア工房,東Ｍ,,,+64,+19.28%,"1,028,100",79.8,3.33,－
2021/11/08,12,4374,ロボペイ,東Ｍ,,S,+700,+17.09%,"705,600",176,55.84,－
2021/11/08,13,8698,マネックスＧ,東１,,S,+150,+16.76%,"31,706,100",－,2.70,－
2021/11/08,14,6561,ハナツアーＪ,東Ｍ,,,+130,+16.25%,"339,400",－,39.71,－
2021/11/08,15,7826,フルヤ金属,ＪＱ,,S,"+1,500",+16.16%,"532,700",9.6,2.49,1.39
2021/11/08,16,6161,エスティック,東２,,S,+705,+16.00%,"2,000",16.6,1.86,1.25
2021/11/08,17,6958,日本ＣＭＫ,東１,,,+64,+15.76%,"1,701,600",25.3,0.56,1.06
2021/11/08,18,3121,マーチャント,東２,,S,+100,+14.77%,"7,803,400",93.7,5.94,0.26
2021/11/08,19,7199,プレミアＧ,東１,,,+475,+14.57%,"302,300",19.9,5.80,1.34
2021/11/08,20,6941,山一電機,東１,,,+242,+13.51%,"1,183,500",9.8,1.57,3.10
2021/11/08,21,6558,クックビズ,東Ｍ,,,+230,+12.59%,"1,097,800",－,9.87,－
2021/11/08,22,7246,プレス工,東１,,,+45,+12.47%,"4,780,800",6.7,0.47,4.68
2021/11/08,23,2656,ベクター,ＪＱ,,,+43,+11.81%,"804,900",－,6.33,－
2021/11/08,24,3907,シリコンスタ,東Ｍ,,,+130,+11.26%,"473,900",－,3.13,－
2021/11/08,25,2424,ブラス,東１,,,+79,+10.46%,"145,800",－,1.89,－
2021/11/08,26,1448,スペースＶＨ,東１,,,+87,+10.34%,"465,700",23.5,1.30,1.62
2021/11/08,27,3583,オーベクス,東２,,,+79,+9.52%,"15,900",16.7,0.51,1.65
2021/11/08,28,6366,千代建,東２,,,+38,+9.25%,"4,887,900",－,8.23,－
2021/11/08,29,6804,ホシデン,東１,,,+114,+9.22%,"2,529,500",7.3,0.66,4.07
2021/11/08,30,3926,オープンドア,東１,,,+231,+8.89%,"1,177,000",－,13.68,－
2021/11/08,31,6262,ペガサス,東１,,,+42,+8.84%,"255,400",22.9,0.56,2.71
2021/11/08,32,3447,信和,東１,,,+63,+8.67%,"219,100",7.9,0.78,5.06
2021/11/08,33,2983,アールプラン,東Ｍ,,,+600,+8.47%,"91,500",14.6,3.00,－
2021/11/08,34,1518,三井松島ＨＤ,東１,,,+108,+8.43%,"4,404,000",4.5,0.57,4.32
2021/11/08,35,4800,オリコン,ＪＱ,,,+89,+8.43%,"392,100",18.1,4.33,1.48
2021/11/08,36,1966,高田工,東２,,,+54,+8.17%,"81,300",5.8,0.41,1.40
2021/11/08,37,8091,ニチモウ,東１,,,+158,+8.14%,"21,600",3.4,0.38,3.81
2021/11/08,38,6460,セガサミー,東１,,,+132,+7.74%,"4,082,300",28.9,1.46,2.18
2021/11/08,39,4235,ＵＦＨＤ,ＪＱ,,,+168,+7.70%,"45,900",32.5,2.33,1.11
2021/11/08,40,8105,堀田丸正,東２,,,+5,+7.69%,"652,200","1,400",1.21,－
2021/11/08,41,6560,ＬＴＳ,東１,,,+245,+7.68%,"62,200",42.4,7.48,－
2021/11/08,42,6993,大黒屋,東２,,,+6,+7.50%,"4,849,000",20.8,9.20,－
