日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/05/21,1,2152,幼児活動研,ＪＱ,,,+276,+25.84%,"1,163,900",18.4,2.02,－
2021/05/21,2,2673,夢みつけ隊,ＪＱ,,,+33,+25.58%,"18,869,500",－,0.77,－
2021/05/21,3,5212,不二硝,ＪＱ,,S,+300,+21.88%,"57,900",57.2,1.15,0.45
2021/05/21,4,6198,Ｃａｒｅｅｒ,東Ｍ,,S,+100,+19.65%,"7,414,000",516,4.42,－
2021/05/21,5,3298,インベスコＯ,東Ｒ,,,"+3,500",+18.47%,"1,063,914",27.8,1.73,3.58
2021/05/21,6,7363,ベビカレ,東Ｍ,,S,"+1,000",+15.02%,"302,100",65.5,9.70,－
2021/05/21,7,7695,交換できる,東Ｍ,,,+655,+14.13%,"581,200",59.5,15.09,－
2021/05/21,8,8254,さいか屋,東２,,,+57,+13.60%,"628,600",－,3.67,－
2021/05/21,9,3907,シリコンスタ,東Ｍ,,,+148,+13.03%,"112,500",52.9,2.88,－
2021/05/21,10,4766,ピーエイ,東２,,,+25,+12.82%,"8,999,900",－,4.02,－
2021/05/21,11,3985,テモナ,東１,,,+115,+11.63%,"550,400",47.3,9.59,－
2021/05/21,12,6797,名古屋電機,名２,,,+190,+11.11%,"20,100",4.3,0.68,3.16
2021/05/21,13,6998,タングス,東２,,,+192,+10.51%,"104,300",8.4,0.49,3.96
2021/05/21,14,4177,ｉ－ｐｌｕｇ,東Ｍ,,,+400,+9.85%,"71,100",82.7,14.96,－
2021/05/21,15,6550,Ｆｒｉｎｇｅ,東Ｍ,,,+39,+9.73%,"8,012,800",－,18.51,－
2021/05/21,16,6563,みらいＷＫＳ,東Ｍ,,,+87,+8.91%,"69,400",72.0,6.04,－
2021/05/21,17,2158,フロンテオ,東Ｍ,,,+65,+8.88%,"4,550,500",89.2,6.98,0.38
2021/05/21,18,3856,Ａバランス,東２,,,+395,+8.63%,"519,000",61.3,6.47,－
2021/05/21,19,7944,ローランド,東１,,,+470,+8.61%,"278,400",21.1,6.92,1.59
2021/05/21,20,4304,Ｅストアー,ＪＱ,,,+166,+8.60%,"221,900",14.2,4.49,1.53
2021/05/21,21,4235,ＵＦＨＤ,ＪＱ,,,+115,+8.50%,"25,800",25.1,1.43,1.77
2021/05/21,22,6620,宮越ＨＤ,東１,,,+78,+8.32%,"2,642,600",79.6,1.83,－
2021/05/21,23,9399,ビート,東２,,,+6,+8.22%,"1,794,000",－,－,－
2021/05/21,24,4970,東洋合成,ＪＱ,,,+880,+8.19%,"111,200",38.5,7.22,0.26
2021/05/21,25,7039,ブリッジ,東Ｍ,,,+163,+8.12%,"147,800",23.7,3.08,－
2021/05/21,26,6094,フリークＨＤ,東Ｍ,,,+113,+8.08%,"122,800",－,4.59,－
2021/05/21,27,4582,シンバイオ,ＪＧ,,,+114,+7.74%,"6,679,000",53.0,15.83,－
2021/05/21,28,2412,ベネ・ワン,東１,,,+204,+7.40%,"621,300",58.0,23.71,1.22
2021/05/21,29,4389,プロパテＤＢ,東Ｍ,,,+127,+7.32%,"134,900",29.7,5.11,0.64
2021/05/21,30,3053,ペッパー,東１,,,+24,+7.27%,"2,571,800",244,9.90,－
2021/05/21,31,8886,ウッドＦ,ＪＱ,,,+182,+7.23%,"4,200",10.6,0.65,2.41
2021/05/21,32,3676,デジハＨＤ,東１,,,+108,+7.20%,"171,700",24.8,6.10,0.93
2021/05/21,33,1724,シンクレイヤ,ＪＱ,,,+85,+7.19%,"128,900",7.8,1.23,1.18
2021/05/21,34,4425,Ｋｕｄａｎ,東Ｍ,,,+270,+7.14%,"235,400",－,21.55,－
2021/05/21,35,4393,バンクオブイ,東Ｍ,,,+163,+7.11%,"117,200",－,8.83,－
2021/05/21,36,7342,ウェルスナビ,東Ｍ,,,+250,+7.09%,"2,444,300",－,23.09,－
2021/05/21,37,3970,イノベーショ,東Ｍ,,,+240,+7.08%,"105,700",26.2,3.39,0.77
2021/05/21,38,4056,ニューラル,東Ｍ,,,+315,+7.03%,"253,600",242,50.27,－
2021/05/21,39,4436,ミンカブ,東Ｍ,,,+260,+7.01%,"1,843,800",78.4,14.01,0.45
2021/05/21,40,7255,桜井製,ＪＱ,,,+35,+6.97%,"31,700",17.2,0.41,2.79
2021/05/21,41,3319,ＧＤＯ,東１,,,+97,+6.88%,"336,200",51.0,4.26,0.63
2021/05/21,42,6575,ヒューマンＡ,東Ｍ,,,+45,+6.82%,"27,900",35.3,2.17,0.85
2021/05/21,43,6899,ＡＳＴＩ,東２,,,+175,+6.82%,"35,800",6.6,0.48,－
2021/05/21,44,2379,ディップ,東１,,,+196,+6.75%,"237,200",26.9,5.67,1.97
2021/05/21,45,7236,ティラド,東１,,,+165,+6.72%,"171,500",7.0,0.46,3.43
2021/05/21,46,3661,エムアップ,東１,,,+164,+6.55%,"141,500",29.0,5.66,0.86
2021/05/21,47,4174,アピリッツ,ＪＱ,,,+215,+6.42%,"8,300",25.8,3.02,－
2021/05/21,48,7044,ピアラ,東１,,,+71,+6.39%,"252,500",17.9,3.85,0.42
2021/05/21,49,4424,Ａｍａｚｉａ,東Ｍ,,,+82,+6.30%,"93,200",83.9,4.55,－
2021/05/21,50,4449,ギフティ,東１,,,+215,+6.27%,"534,900",139,19.25,－
2021/05/21,51,2148,ＩＴメディア,東１,,,+106,+6.24%,"239,900",22.6,5.02,1.22
2021/05/21,52,3135,マーケットＥ,東１,,,+68,+6.22%,"44,900",－,4.18,－
2021/05/21,53,8746,第一商品,ＪＱ,,,+15,+6.22%,"628,400",－,0.90,－
2021/05/21,54,8876,リログループ,東１,,,+131,+6.21%,"985,800",29.8,5.99,0.98
2021/05/21,55,2477,手間いらず,東１,,,+360,+6.08%,"70,100",52.3,9.45,0.43
2021/05/21,56,9270,バリュエンス,東Ｍ,,,+170,+5.92%,"79,400",26.9,6.30,1.15
2021/05/21,57,7897,ホクシン,東１,,,+11,+5.91%,"2,254,200",185,1.06,－
2021/05/21,58,4014,カラダノート,東Ｍ,,,+80,+5.84%,"208,000",63.1,9.81,－
2021/05/21,59,7361,ＨＣＨ,東Ｍ,,,+149,+5.72%,"218,400",17.2,5.84,1.78
2021/05/21,60,2150,ケアネット,東Ｍ,,,+370,+5.71%,"595,100",50.8,19.76,0.12
2021/05/21,61,9906,藤井産業,ＪＱ,,,+80,+5.57%,"40,300",6.8,0.48,2.97
2021/05/21,62,3675,クロスマーケ,東１,,,+36,+5.52%,"474,600",13.7,3.40,1.08
2021/05/21,63,6597,ＨＰＣシス,東Ｍ,,,+210,+5.52%,"319,500",39.9,9.47,－
2021/05/21,64,4849,エンジャパン,東１,,,+195,+5.45%,"502,000",24.7,4.65,1.92
2021/05/21,65,9424,日本通信,東１,,,+12,+5.45%,"5,896,900",－,145,－
2021/05/21,66,9914,植松商会,ＪＱ,,,+39,+5.45%,"2,600",46.7,0.60,1.32
2021/05/21,67,4479,マクアケ,東Ｍ,,,+320,+5.38%,"195,200",171,11.71,－
2021/05/21,68,4481,ベース,東１,,,+270,+5.38%,"43,800",23.5,6.82,1.32
2021/05/21,69,4176,ココナラ,東Ｍ,,,+91,+5.35%,"287,300",909,141,－
2021/05/21,70,4286,レッグス,東１,,,+135,+5.33%,"275,900",23.7,3.88,1.20
2021/05/21,71,4777,ガーラ,ＪＱ,,,+14,+5.30%,"1,014,600",－,28.34,－
2021/05/21,72,4429,リックソフト,東Ｍ,,,+122,+5.26%,"72,900",37.3,5.61,－
2021/05/21,73,7033,ＭＳＯＬ,東１,,,+100,+5.24%,"237,700",56.9,20.35,－
2021/05/21,74,6664,オプトエレ,ＪＱ,,,+28,+5.19%,"316,500",13.8,0.77,－
2021/05/21,75,6088,シグマクシス,東１,,,+101,+5.18%,"90,300",28.7,7.89,1.17
2021/05/21,76,6580,ライトアップ,東Ｍ,,,+139,+5.13%,"282,200",29.2,7.26,－
2021/05/21,77,3842,ネクスジェン,ＪＧ,,,+61,+5.10%,"7,800",29.4,1.81,－
2021/05/21,78,6316,丸山製,東１,,,+86,+5.03%,"27,800",13.0,0.51,1.95
2021/05/21,79,3997,Ｔワークス,ＪＱ,,,+47,+5.02%,"6,900",20.7,2.18,1.02
2021/05/21,80,4885,室町ケミカル,ＪＱ,,,+62,+5.02%,"68,000",23.5,4.31,1.16
2021/05/21,81,9684,スクエニＨＤ,東１,,,+280,+5.02%,"836,300",29.2,2.89,1.04
2021/05/21,82,4833,サクセスＨ,ＪＧ,,,+13,+4.98%,"328,200",－,4.61,－
2021/05/21,83,1407,ウエストＨＤ,ＪＱ,,,+160,+4.95%,"432,600",28.5,6.61,1.47
2021/05/21,84,2980,ＳＲＥＨＤ,東１,,,+260,+4.92%,"138,700",102,10.96,－
2021/05/21,85,4593,ヘリオス,東Ｍ,,,+75,+4.85%,"134,200",－,11.78,－
2021/05/21,86,4881,ファンペップ,東Ｍ,,,+20,+4.80%,"90,500",－,2.05,－
2021/05/21,87,3697,ＳＨＩＦＴ,東１,,,+690,+4.78%,"115,500",126,12.97,－
2021/05/21,88,3663,アートＳＨＤ,東２,,,+150,+4.77%,"258,300",27.9,6.00,0.36
2021/05/21,89,7360,オンデック,東Ｍ,,,+132,+4.77%,"13,600",63.8,8.20,－
2021/05/21,90,7060,ギークス,東１,,,+91,+4.74%,"115,400",35.1,5.50,0.50
2021/05/21,91,4824,メディアＳ,東Ｍ,,,+26,+4.72%,"77,300",－,2.09,－
2021/05/21,92,6659,メディアＬ,ＪＱ,,,+22,+4.70%,"464,400",30.7,2.01,－
2021/05/21,93,6531,リファインＶ,東Ｍ,,,+56,+4.67%,"32,100",206,9.83,－
2021/05/21,94,7095,マクビープラ,東Ｍ,,,+280,+4.67%,"36,300",47.0,11.70,－
2021/05/21,95,3925,ダブスタ,東１,,,+215,+4.66%,"97,700",30.6,11.80,1.45
2021/05/21,96,4478,フリー,東Ｍ,,,+340,+4.58%,"418,800",－,34.30,－
2021/05/21,97,3356,テリロジー,ＪＱ,,,+24,+4.53%,"400,500",70.7,3.50,0.90
2021/05/21,98,6938,双信電機,東１,,,+23,+4.51%,"396,300",20.8,0.85,0.75
2021/05/21,99,6293,日精樹脂,東１,,,+52,+4.49%,"188,700",9.6,0.71,2.48
2021/05/21,100,7354,Ｄｍミックス,東１,,,+135,+4.49%,"218,600",25.7,7.29,0.32
2021/05/21,101,4475,ＨＥＮＮＧＥ,東Ｍ,,,+230,+4.45%,"554,900",453,52.60,－
2021/05/21,102,8518,アジア投資,東１,,,+10,+4.42%,"80,700",－,0.57,－
2021/05/21,103,7863,平賀,ＪＱ,,,+46,+4.41%,"2,400",15.8,1.17,1.38
2021/05/21,104,2159,フルスピード,東２,,,+18,+4.40%,"60,900",15.3,1.48,－
2021/05/21,105,4013,勤次郎,東Ｍ,,,+98,+4.39%,"69,500",42.3,2.49,0.73
