日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/06/02,1,7601,ポプラ,東１,,S,+80,+30.08%,"3,299,300",－,14.31,－
2021/06/02,2,7544,スリーエフ,東２,,,+69,+23.00%,"5,468,600",－,0.72,2.71
2021/06/02,3,7078,ＩＮＣ,東Ｍ,,S,+300,+22.16%,"79,900","1,173",8.62,－
2021/06/02,4,4342,セコム上信越,東２,,,"+1,110",+21.26%,"423,200",25.7,1.70,－
2021/06/02,5,3658,イーブック,東１,,S,+500,+18.98%,"644,400",19.6,3.98,－
2021/06/02,6,2173,博展,ＪＧ,,S,+80,+17.54%,"1,518,200",7.0,4.31,－
2021/06/02,7,6597,ＨＰＣシス,東Ｍ,,S,+700,+17.41%,"531,100",47.0,11.13,－
2021/06/02,8,8040,東ソワール,東２,,S,+150,+17.08%,"57,700",－,0.46,－
2021/06/02,9,4336,クリエアナ,ＪＱ,,S,+100,+16.42%,"54,400",15.2,1.37,1.41
2021/06/02,10,7042,アクセスＨＤ,ＪＱ,,S,+150,+15.27%,"14,400",－,2.20,－
2021/06/02,11,6614,シキノＨＴ,ＪＱ,,,+322,+15.05%,"4,537,800",63.5,8.70,－
2021/06/02,12,1435,ロボホーム,東１,,,+37,+14.80%,"6,249,900",92.9,3.52,－
2021/06/02,13,7760,ＩＭＶ,ＪＱ,,,+70,+13.06%,"1,005,000",15.2,1.34,1.40
2021/06/02,14,4691,ワシントンＨ,東２,,,+89,+12.26%,"193,600",－,1.49,－
2021/06/02,15,6032,インタワクス,東１,,,+47,+11.93%,"717,300",16.6,2.25,3.40
2021/06/02,16,4192,スパイダー,東Ｍ,,,+248,+11.21%,"1,558,600",－,22.21,－
2021/06/02,17,9024,西武ＨＤ,東１,,,+124,+9.81%,"5,706,400",－,1.39,0.36
2021/06/02,18,6335,東京機,東１,,,+56,+8.89%,"410,800",19.3,0.77,－
2021/06/02,19,6551,ツナグＧＨＤ,東１,,,+29,+8.79%,"319,500",－,3.66,－
2021/06/02,20,3900,クラウドＷ,東Ｍ,,,+123,+8.63%,"101,700",－,6.99,－
2021/06/02,21,3465,ケイアイ不,東１,,,+400,+8.16%,"388,000",7.5,3.07,3.77
2021/06/02,22,4151,協和キリン,東１,,,+265,+8.04%,"2,042,100",38.3,2.70,1.29
2021/06/02,23,4177,ｉ－ｐｌｕｇ,東Ｍ,,,+410,+7.93%,"57,500",103,18.72,－
2021/06/02,24,6036,ＫｅｅＰｅｒ,東１,,,+183,+7.93%,"934,500",33.0,9.47,0.72
2021/06/02,25,6194,アトラエ,東１,,,+130,+7.74%,"201,300",146,10.09,－
2021/06/02,26,9021,ＪＲ西日本,東１,,,+478,+7.66%,"2,948,000",427,1.51,1.49
2021/06/02,27,6908,イリソ電子,東１,,,+355,+7.63%,"227,300",24.6,2.17,1.20
2021/06/02,28,2780,コメ兵ＨＤ,東２,,,+87,+7.52%,"115,500",13.6,0.75,1.93
2021/06/02,29,2304,ＣＳＳ,ＪＱ,,,+20,+7.49%,"30,300",－,0.59,1.74
2021/06/02,30,6629,Ｔホライゾン,ＪＱ,,,+132,+7.37%,"2,517,200",11.3,2.77,1.04
2021/06/02,31,5698,エンビプロ,東１,,,+79,+7.00%,"448,100",13.8,1.44,2.07
2021/06/02,32,5991,ニッパツ,東１,,,+62,+6.88%,"1,606,200",12.2,0.77,－
2021/06/02,33,4699,ウチダエスコ,ＪＱ,,,+230,+6.78%,"184,500",6.8,1.55,1.24
2021/06/02,34,9706,日本空港ビル,東１,,,+330,+6.78%,"1,011,200",－,2.72,－
2021/06/02,35,6165,パンチ,東１,,,+40,+6.73%,"419,700",9.5,1.12,1.26
2021/06/02,36,9010,富士急,東１,,,+340,+6.64%,"130,100",241,12.16,0.18
2021/06/02,37,7235,東ラヂ,東２,,,+44,+6.62%,"83,100",25.5,0.47,2.26
