日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/11/16,1,1689,ＷＴ天然ガス,東Ｅ,,,+1,+50.00%,"26,823,400",－,－,－
2021/11/16,2,9625,セレスポ,ＪＱ,,S,+300,+29.13%,"49,300",4.9,1.36,3.76
2021/11/16,3,4054,日本情報Ｃ,東Ｍ,,S,+300,+27.93%,"464,100",60.2,6.39,0.36
2021/11/16,4,9244,デジタリフト,東Ｍ,,S,+400,+23.94%,"561,200",20.6,6.01,－
2021/11/16,5,4445,リビンＴ,東Ｍ,,S,+700,+23.33%,"3,800",18.3,5.54,－
2021/11/16,6,7758,セコニック,東２,,S,+300,+22.47%,"3,500",30.3,0.48,－
2021/11/16,7,7078,ＩＮＣ,東Ｍ,,S,+400,+21.38%,"1,794,500","1,622",11.91,－
2021/11/16,8,6166,中村超硬,東Ｍ,,S,+150,+21.34%,"103,800",－,9.00,－
2021/11/16,9,3185,夢展望,東Ｍ,,S,+80,+20.89%,"11,692,200",48.1,35.64,－
2021/11/16,10,7047,ポート,東Ｍ,,,+219,+20.54%,"1,223,000",33.1,6.48,－
2021/11/16,11,6554,エスユーエス,東Ｍ,,S,+150,+20.11%,"257,500",18.7,2.84,1.12
2021/11/16,12,4616,川上塗,東２,,,+489,+18.87%,"25,400",69.7,1.23,0.81
2021/11/16,13,7816,スノーピーク,東１,,,"+1,320",+18.57%,"7,535,200",67.8,12.60,0.24
2021/11/16,14,4170,カイゼン,東Ｍ,,,+129,+18.43%,"861,100",－,4.07,－
2021/11/16,15,3083,シーズメン,ＪＱ,,,+196,+18.13%,"2,781,400",73.6,3.30,－
2021/11/16,16,7809,寿屋,ＪＱ,,S,+700,+17.97%,"6,500",10.3,3.35,1.31
2021/11/16,17,6616,ＴＯＲＥＸ,東１,,S,+503,+17.36%,"1,115,500",19.7,1.79,1.29
2021/11/16,18,7849,スターツ出版,ＪＱ,,,+545,+17.06%,"12,600",14.7,1.41,1.07
2021/11/16,19,2158,フロンテオ,東Ｍ,,S,+500,+16.98%,"1,321,900",122,25.40,0.20
2021/11/16,20,4060,ｒａｋｕｍｏ,東Ｍ,,,+258,+16.95%,"232,100",55.9,11.31,－
2021/11/16,21,9318,アジア開発,東２,,,+1,+16.67%,"6,003,200",－,2.68,－
2021/11/16,22,9245,リベロ,東Ｍ,,,+329,+15.99%,"322,700",57.5,6.86,－
2021/11/16,23,9246,プロカン,東Ｍ,,S,+700,+15.87%,"24,300",89.7,18.19,－
2021/11/16,24,4169,エネチェンジ,東Ｍ,,S,"+1,000",+15.58%,"264,000",－,98.34,－
2021/11/16,25,4371,ＣＣＴ,東Ｍ,,S,"+1,000",+15.55%,"1,500",77.6,17.36,－
2021/11/16,26,7082,ジモティー,東Ｍ,,S,+700,+15.22%,"491,600",93.8,33.49,－
2021/11/16,27,3962,チェンジ,東１,,,+287,+14.73%,"4,849,900",35.6,5.29,－
2021/11/16,28,3680,ホットリンク,東Ｍ,,S,+100,+14.66%,"3,000,500",21.5,3.38,－
2021/11/16,29,6575,ヒューマンＡ,東Ｍ,,S,+100,+14.49%,"5,000",39.6,2.33,－
2021/11/16,30,6898,トミタ電機,ＪＱ,,,+299,+13.92%,"54,900",17.4,0.50,－
2021/11/16,31,9268,オプティマス,東２,,,+291,+13.67%,"244,200",4.3,0.83,5.17
2021/11/16,32,3675,クロスマーケ,東１,,,+152,+13.45%,"2,254,200",22.9,5.99,0.64
2021/11/16,33,3928,マイネット,東１,,,+92,+12.90%,"576,300",10.8,2.32,－
2021/11/16,34,4192,スパイダー,東Ｍ,,,+222,+12.45%,"167,600",－,14.03,－
2021/11/16,35,3936,ＧＷ,東Ｍ,,,+237,+12.21%,"8,071,700",126,85.48,－
2021/11/16,36,8158,ソーダニッカ,東１,,,+76,+12.12%,"263,600",15.8,0.64,2.28
2021/11/16,37,3814,アルファクス,ＪＧ,,,+85,+12.09%,"539,600",12.3,87.36,－
2021/11/16,38,4334,ユークス,ＪＱ,,,+59,+11.71%,"270,300",10.2,1.64,1.78
2021/11/16,39,7685,バイセル,東Ｍ,,,+400,+11.16%,"117,900",45.8,13.72,0.35
2021/11/16,40,3993,パークシャ,東Ｍ,,,+243,+11.15%,"1,522,200",283,2.60,－
2021/11/16,41,4171,グローバルＩ,ＪＱ,,,+185,+10.82%,"99,800",15.7,3.19,1.74
2021/11/16,42,6538,キャリインデ,東１,,,+115,+10.80%,"372,100",46.8,7.29,0.21
