日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2022/02/04,1,6541,グレイス,東１,,,+18,+120.00%,"36,285,000",1.2,0.30,－
2022/02/04,2,2195,アミタＨＤ,ＪＧ,,S,+502,+19.47%,"1,786,000",144,15.99,－
2022/02/04,3,5337,ダントーＨＤ,東１,,,+48,+15.84%,"2,430,200",－,1.27,－
2022/02/04,4,6298,ワイエイシイ,東１,,,+152,+13.94%,"5,856,300",10.3,0.77,2.90
2022/02/04,5,5480,冶金工,東１,,,+332,+13.57%,"1,562,600",4.4,0.66,4.32
2022/02/04,6,9424,日本通信,東１,,,+23,+13.45%,"28,249,400",－,54.49,－
2022/02/04,7,6997,日ケミコン,東１,,,+216,+13.08%,"1,417,800",－,0.95,－
2022/02/04,8,8150,三信電,東１,,,+176,+11.71%,"509,800",8.9,0.72,5.96
2022/02/04,9,9766,コナミＨＤ,東１,,,+720,+11.71%,"1,552,400",－,2.76,1.06
2022/02/04,10,7227,アスカ,名２,,,+114,+11.68%,"6,700",5.7,0.72,3.49
2022/02/04,11,2222,寿スピリッツ,東１,,,+500,+10.33%,"375,100",175,8.36,0.56
2022/02/04,12,6063,ＥＡＪ,ＪＱ,,,+93,+10.14%,"112,400",13.1,2.55,0.99
2022/02/04,13,3192,白鳩,ＪＱ,,,+24,+10.00%,"446,000",－,0.76,－
2022/02/04,14,7078,ＩＮＣ,東Ｍ,,,+109,+9.94%,"431,600",－,6.38,－
2022/02/04,15,7379,サーキュ,東Ｍ,,,+251,+9.70%,"91,000",71.5,10.68,－
2022/02/04,16,9107,川崎汽,東１,,,+600,+9.65%,"9,971,600",1.2,0.97,4.40
2022/02/04,17,5341,アサヒ陶,東２,,,+48,+9.11%,"27,100",72.9,1.59,－
2022/02/04,18,6551,ツナグＧＨＤ,東１,,,+23,+8.68%,"265,400",－,2.94,－
2022/02/04,19,2307,クロスキャト,東１,,,+139,+8.49%,"157,900",22.2,3.37,1.69
2022/02/04,20,4008,住友精化,東１,,,+260,+8.47%,"103,800",8.3,0.60,3.60
2022/02/04,21,3963,シンクロ,東１,,,+25,+8.36%,"104,100",47.9,3.31,－
2022/02/04,22,9325,ファイズＨＤ,東１,,,+49,+8.15%,"78,200",17.9,3.91,－
2022/02/04,23,3810,サイステップ,東２,,,+28,+8.05%,"65,100",－,1.21,－
2022/02/04,24,3825,リミックス,東２,,,+28,+7.87%,"6,976,300",8.8,6.81,－
2022/02/04,25,5805,昭電線ＨＤ,東１,,,+136,+7.78%,"902,300",7.4,1.06,2.65
2022/02/04,26,9967,堺商事,東２,,,+165,+7.61%,"4,200",6.5,0.50,3.00
2022/02/04,27,2158,フロンテオ,東Ｍ,,,+216,+7.59%,"5,946,600",109,22.59,0.23
