日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/10/29,1,7078,ＩＮＣ,東Ｍ,,S,"+1,200",+88.82%,"4,341,000","1,822",13.43,－
2021/10/29,2,2134,燦キャピタル,ＪＱ,,,+7,+26.92%,"10,551,300",－,2.33,－
2021/10/29,3,4771,Ｆ＆Ｍ,ＪＱ,,S,+400,+25.24%,"15,000",21.5,3.48,1.51
2021/10/29,4,3121,マーチャント,東２,,S,+100,+18.83%,"6,259,500",76.1,4.83,0.32
2021/10/29,5,3083,シーズメン,ＪＱ,,S,+100,+18.52%,"1,770,100",36.9,1.65,－
2021/10/29,6,3976,シャノン,東Ｍ,,,+225,+15.81%,"720,800",48.3,8.43,－
2021/10/29,7,6946,日本アビオ,東２,,,+350,+14.71%,"186,900",5.9,0.76,－
2021/10/29,8,2404,鉄人化計画,東２,,,+66,+13.64%,"773,600",－,39.60,－
2021/10/29,9,6504,富士電機,東１,,,+585,+11.78%,"2,401,900",15.9,1.84,－
2021/10/29,10,3936,ＧＷ,東Ｍ,,,+960,+10.56%,"1,356,900",477,227,－
2021/10/29,11,4918,アイビー,ＪＱ,,,+86,+10.24%,"265,400",10.1,2.84,－
2021/10/29,12,2315,ＣＡＩＣＡ,ＪＱ,,,+20,+10.15%,"5,729,200","1,669",2.36,－
2021/10/29,13,4487,スペースマ,東Ｍ,,,+97,+10.11%,"143,100",－,15.95,－
2021/10/29,14,5208,有沢製,東１,,,+86,+9.74%,"584,300",11.9,0.69,5.47
2021/10/29,15,3238,セントラル総,東２,,,+32,+9.52%,"71,200",6.5,0.52,3.26
2021/10/29,16,9104,商船三井,東１,,,+620,+9.48%,"11,801,600",1.8,0.99,11.17
2021/10/29,17,4293,セプテニＨＤ,ＪＱ,,,+41,+9.32%,"10,740,600",－,3.30,－
2021/10/29,18,9127,玉井船,東２,,,+194,+9.30%,"406,900",6.1,0.92,－
2021/10/29,19,6092,エンバイオＨ,東Ｍ,,,+69,+9.07%,"211,800",15.3,1.01,－
2021/10/29,20,4885,室町ケミカル,ＪＱ,,,+94,+8.51%,"542,000",13.3,3.15,1.58
2021/10/29,21,6837,京写,ＪＱ,,,+37,+8.35%,"264,800",26.5,1.02,1.04
2021/10/29,22,2229,カルビー,東１,,,+215,+7.90%,"2,321,700",21.8,2.23,1.77
2021/10/29,23,3934,ベネフィＪ,東１,,,+196,+7.82%,"32,600",16.1,3.03,0.30
2021/10/29,24,5070,ドラフト,東Ｍ,,,+61,+7.56%,"88,300",18.3,3.66,0.52
2021/10/29,25,3841,ジーダット,ＪＱ,,,+106,+7.42%,"17,300",26.3,1.00,1.30
2021/10/29,26,6571,ＱＢＮＨＤ,東１,,,+132,+7.42%,"39,000",38.4,2.42,－
2021/10/29,27,4196,ネオマーケ,ＪＱ,,,+151,+7.24%,"63,300",29.1,7.21,－
