日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/07/06,1,3286,トラストＨＤ,東Ｍ,,S,+100,+19.96%,"64,500",26.2,3.61,2.73
2021/07/06,2,6656,インスペック,東２,,,+362,+17.73%,"718,600",53.6,12.05,0.12
2021/07/06,3,4193,ファブリカ,ＪＱ,,,+655,+17.10%,"536,200",35.8,25.42,0.56
2021/07/06,4,3649,ファインデ,東１,,,+172,+16.49%,"1,510,900",44.4,9.60,0.66
2021/07/06,5,2978,ツクルバ,東Ｍ,,,+135,+15.61%,"200,500",－,11.33,－
2021/07/06,6,8202,ラオックス,東２,,,+41,+15.30%,"23,955,900",－,1.08,－
2021/07/06,7,7370,Ｅｎｊｉｎ,東Ｍ,,,+410,+15.19%,"11,518,700",67.2,20.16,－
2021/07/06,8,6031,サイジニア,東Ｍ,,,+330,+12.27%,"88,300",－,37.72,－
2021/07/06,9,9941,太洋物産,ＪＱ,,,+57,+12.05%,"29,400",100,－,－
2021/07/06,10,4918,アイビー,ＪＱ,,,+158,+11.09%,"4,101,200",15.5,4.00,－
2021/07/06,11,5698,エンビプロ,東１,,,+119,+10.42%,"565,400",14.4,1.50,1.98
2021/07/06,12,5699,イボキン,ＪＱ,,,+350,+9.71%,"67,100",17.6,2.08,1.01
2021/07/06,13,2183,リニカル,東１,,,+85,+9.51%,"946,700",－,3.87,1.43
2021/07/06,14,7527,システムソフ,東１,,,+17,+8.81%,"9,383,100",33.0,3.11,0.95
2021/07/06,15,6469,放電精密,ＪＱ,,,+69,+8.41%,"152,600",7.0,1.40,2.25
2021/07/06,16,9519,レノバ,東１,,,+345,+8.26%,"2,772,400",69.0,23.06,－
2021/07/06,17,7426,山大,ＪＱ,,,+97,+8.08%,"56,800",96.1,0.42,1.93
2021/07/06,18,8070,東京産,東１,,,+48,+7.89%,"5,485,700",8.5,0.65,3.96
2021/07/06,19,9078,エスライン,東１,,,+68,+7.60%,"92,500",9.1,0.42,2.28
2021/07/06,20,3840,パス,東２,,,+8,+7.55%,"863,900",－,5.64,－
2021/07/06,21,6072,地盤ＨＤ,東Ｍ,,,+16,+7.37%,"3,332,000",75.9,4.16,－
2021/07/06,22,6846,中央製,名２,,,+105,+7.22%,"3,900",20.1,0.53,1.28
2021/07/06,23,3856,Ａバランス,東２,,,+400,+7.18%,"219,000",73.6,7.77,－
2021/07/06,24,6560,ＬＴＳ,東１,,,+260,+6.95%,"73,300",48.1,8.80,－
2021/07/06,25,9272,ブティックス,東Ｍ,,,+105,+6.54%,"5,300",120,9.16,－
2021/07/06,26,8925,アルデプロ,東２,,,+4,+6.45%,"7,810,200",8.4,3.99,2.27
2021/07/06,27,2395,新日本科学,東１,,,+59,+6.41%,"1,408,300",10.5,2.59,2.04
2021/07/06,28,3923,ラクス,東１,,,+200,+6.33%,"1,644,100",－,77.65,0.06
2021/07/06,29,7047,ポート,東Ｍ,,,+46,+6.11%,"664,900",22.5,4.33,－
2021/07/06,30,7062,フレアス,東Ｍ,,,+63,+6.08%,"14,100",25.6,1.65,－
2021/07/06,31,3464,プロパティＡ,東１,,,+142,+5.86%,"31,600",15.7,2.61,1.01
2021/07/06,32,3377,バイク王,東２,,,+45,+5.85%,"4,045,200",10.4,2.22,1.35
2021/07/06,33,7082,ジモティー,東Ｍ,,,+118,+5.77%,"43,400",41.9,7.82,－
2021/07/06,34,5690,リバーＨＤ,東２,,,+73,+5.73%,"456,100",9.2,1.34,2.60
2021/07/06,35,6840,ＡＫＩＢＡ,ＪＱ,,,+35,+5.69%,"193,600",14.9,2.92,－
2021/07/06,36,8746,第一商品,ＪＱ,,,+12,+5.69%,"1,149,800",－,0.78,－
2021/07/06,37,8923,トーセイ,東１,,,+64,+5.58%,"889,800",8.3,0.88,3.14
2021/07/06,38,7048,ベルトラ,東Ｍ,,,+41,+5.50%,"517,400",－,15.58,－
2021/07/06,39,1448,スペースＶＨ,東１,,,+39,+5.45%,"158,600",19.0,1.03,1.99
2021/07/06,40,5721,Ｓサイエンス,東１,,,+2,+5.41%,"637,400",－,2.31,－
2021/07/06,41,6276,シリウスＶ,ＪＱ,,,+21,+5.41%,"53,100",－,0.63,－
2021/07/06,42,3496,アズーム,東Ｍ,,,+260,+5.33%,"45,100",51.7,13.37,－
2021/07/06,43,6049,イトクロ,東Ｍ,,,+60,+5.30%,"166,400",25.5,2.79,－
2021/07/06,44,7049,識学,東Ｍ,,,+83,+5.30%,"88,000",81.4,12.20,－
2021/07/06,45,6245,ヒラノテク,東２,,,+136,+5.22%,"39,100",20.1,1.33,1.46
2021/07/06,46,6618,大泉製,東Ｍ,,,+55,+5.11%,"476,000",40.4,3.54,0.71
