日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/12/17,1,8040,東ソワール,東２,,,+299,+28.08%,"236,500",13.2,0.56,－
2021/12/17,2,2195,アミタＨＤ,ＪＧ,,S,"+3,000",+20.59%,"3,800",164,18.24,－
2021/12/17,3,7254,ユニバンス,東２,,S,+100,+16.34%,"2,178,400",6.4,0.86,0.84
2021/12/17,4,7070,ＳＩＨＤ,ＪＧ,,S,+80,+16.33%,"281,500",－,2.58,－
2021/12/17,5,3691,リアルワルド,東Ｍ,,S,+150,+16.30%,"1,645,800",－,4.58,－
2021/12/17,6,3189,ＡＮＡＰ,ＪＱ,,,+66,+14.16%,"3,675,600",19.1,4.20,－
2021/12/17,7,3808,ＯＫウェイヴ,名Ｃ,,,+44,+12.72%,"203,100",62.6,0.84,－
2021/12/17,8,2667,イメージワン,ＪＱ,,,+98,+11.33%,"2,775,900",328,3.73,－
2021/12/17,9,3604,川本産業,東２,,,+89,+11.19%,"723,400",8.4,0.93,1.58
2021/12/17,10,4558,中京医薬,ＪＱ,,,+27,+10.67%,"2,854,600",24.8,1.14,1.79
2021/12/17,11,8260,井筒屋,東１,,,+46,+10.41%,"2,299,000",27.9,0.68,－
2021/12/17,12,4936,アクシージア,東Ｍ,,,+83,+9.11%,"658,200",27.6,3.46,－
2021/12/17,13,8918,ランド,東１,,,+1,+9.09%,"36,763,500",5.7,2.67,0.83
2021/12/17,14,4198,テンダ,ＪＱ,,,+134,+8.04%,"17,000",16.8,2.11,1.22
2021/12/17,15,3891,高度紙,ＪＱ,,,+199,+7.88%,"980,700",11.3,1.62,1.10
2021/12/17,16,6938,双信電機,東１,,,+52,+7.60%,"608,700",11.5,1.12,1.09
2021/12/17,17,5915,駒井ハルテク,東１,,,+153,+7.28%,"119,600",35.0,0.37,2.66
2021/12/17,18,2469,ヒビノ,ＪＱ,,,+108,+7.00%,"115,600",11.7,1.85,1.82
2021/12/17,19,3843,フリービット,東１,,,+65,+6.83%,"446,500",32.4,2.51,－
