日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/10/19,1,7975,リヒトラブ,東２,,S,+400,+23.50%,"113,300",9.9,0.36,2.38
2021/10/19,2,7808,ＣＳランバー,ＪＱ,,S,+500,+20.99%,"10,000",3.7,1.14,2.78
2021/10/19,3,7031,インバウＴ,東Ｍ,,S,+500,+16.72%,"2,500",21.6,1.85,－
2021/10/19,4,3578,倉庫精,東２,,S,+100,+16.64%,"128,000",－,1.20,1.71
2021/10/19,5,2903,シノブフズ,東２,,,+99,+15.62%,"154,900",9.7,0.68,2.73
2021/10/19,6,3936,ＧＷ,東Ｍ,,S,+705,+15.31%,"10,400",251,120,－
2021/10/19,7,6236,ＮＣＨＤ,東１,,,+166,+14.31%,"147,900",17.0,0.97,1.13
2021/10/19,8,6522,アスタリスク,東Ｍ,,,"+1,000",+14.16%,"2,453,100",50.5,27.83,－
2021/10/19,9,3034,クオールＨＤ,東１,,,+195,+13.69%,"849,400",11.9,1.50,1.73
2021/10/19,10,9245,リベロ,東Ｍ,,,+311,+12.93%,"3,845,300",64.9,11.65,－
2021/10/19,11,1407,ウエストＨＤ,ＪＱ,,,+710,+12.68%,"1,809,900",36.0,10.13,0.87
2021/10/19,12,7826,フルヤ金属,ＪＱ,,,+970,+11.67%,"260,400",8.3,2.29,1.62
2021/10/19,13,5964,洋刃物,東２,,,+119,+11.27%,"5,900",6.7,0.66,1.70
2021/10/19,14,7373,アイドマＨＤ,東Ｍ,,,+670,+11.11%,"1,162,800",68.6,16.82,－
2021/10/19,15,6549,ＤＭソリュ,ＪＱ,,,+135,+11.10%,"30,900",36.7,1.83,－
2021/10/19,16,9519,レノバ,東１,,,+490,+10.45%,"2,904,700",79.4,19.78,－
2021/10/19,17,7426,山大,ＪＱ,,,+121,+10.17%,"119,800",97.1,0.43,1.91
2021/10/19,18,7625,Ｇダイニング,東２,,,+59,+10.15%,"785,400",6.5,2.52,－
2021/10/19,19,3346,２１ＬＡＤＹ,名Ｃ,,,+16,+10.06%,"307,700",208,－,－
2021/10/19,20,2981,ランディクス,東Ｍ,,,+249,+9.97%,"41,500",11.9,1.53,1.82
2021/10/19,21,6532,ベイカレント,東１,,,"+4,100",+9.79%,"1,235,200",61.3,20.65,0.41
2021/10/19,22,1491,中外鉱,東２,,,+3,+9.68%,"2,266,900",35.1,1.45,－
2021/10/19,23,2158,フロンテオ,東Ｍ,,,+185,+9.54%,"2,937,600",114,16.95,0.24
2021/10/19,24,7091,リビングＰＦ,東Ｍ,,,+236,+9.04%,"38,500",31.1,9.98,－
2021/10/19,25,4889,レナ,東Ｍ,,,+84,+8.73%,"9,018,400",－,16.71,－
2021/10/19,26,3856,Ａバランス,東２,,,+450,+8.60%,"320,700",35.7,7.64,－
2021/10/19,27,4366,ダイトーケミ,東２,,,+112,+8.57%,"177,400",13.2,1.14,0.85
2021/10/19,28,9107,川崎汽,東１,,,+430,+8.57%,"7,493,700",1.9,1.58,－
2021/10/19,29,9115,明治海,東１,,,+66,+8.47%,"1,247,600",35.4,1.41,－
2021/10/19,30,3192,白鳩,ＪＱ,,,+24,+8.45%,"448,000",－,0.88,－
2021/10/19,31,6189,Ｇキッズ,東１,,,+72,+8.37%,"129,900",19.3,1.02,－
2021/10/19,32,6195,ホープ,東Ｍ,,,+26,+8.31%,"971,100",7.5,－,－
2021/10/19,33,6337,テセック,ＪＱ,,,+206,+8.01%,"253,200",12.4,1.59,2.16
2021/10/19,34,9171,栗林船,東２,,,+37,+7.79%,"87,000",－,0.35,1.17
2021/10/19,35,3182,オイシックス,東１,,,+355,+7.61%,"249,700",61.2,8.92,－
2021/10/19,36,4431,スマレジ,東Ｍ,,,+245,+7.57%,"130,000",163,17.52,－
2021/10/19,37,2307,クロスキャト,東１,,,+96,+7.48%,"81,500",27.9,2.93,1.59
2021/10/19,38,9101,郵船,東１,,,+560,+7.43%,"13,075,400",2.7,1.79,8.64
2021/10/19,39,3377,バイク王,東２,,,+89,+7.23%,"868,400",16.9,3.35,0.83
2021/10/19,40,5759,日本電解,東Ｍ,,,+245,+7.09%,"822,800",30.7,5.24,－
2021/10/19,41,1436,フィット,東Ｍ,,,+69,+6.95%,"39,300",20.2,1.01,0.94
2021/10/19,42,6157,日進工具,東１,,,+98,+6.90%,"35,900",28.6,2.49,1.32
2021/10/19,43,7896,セブン工業,東２,,,+37,+6.81%,"96,200",14.8,0.39,2.41
2021/10/19,44,4011,ヘッドウォ,東Ｍ,,,+470,+6.79%,"30,800",300,9.19,－
2021/10/19,45,4385,メルカリ,東Ｍ,,,+440,+6.76%,"1,994,400",－,28.38,－
2021/10/19,46,2980,ＳＲＥＨＤ,東１,,,+510,+6.75%,"147,000",150,15.64,－
2021/10/19,47,3133,海帆,東Ｍ,,,+17,+6.72%,"1,168,200",－,－,－
2021/10/19,48,9517,イーレックス,東１,,,+176,+6.72%,"1,245,100",25.4,3.73,0.72
2021/10/19,49,4485,ＪＴＯＷＥＲ,東Ｍ,,,+610,+6.61%,"440,800","2,162",14.86,－
2021/10/19,50,1686,ＷＴメタル,東Ｅ,,,+136,+6.60%,"3,320",－,－,－
2021/10/19,51,7726,黒田精,東２,,,+135,+6.58%,"65,300",36.5,1.34,0.91
2021/10/19,52,4449,ギフティ,東１,,,+250,+6.57%,"292,800",156,21.70,－
2021/10/19,53,2929,ファーマＦ,東１,,,+166,+6.49%,"918,800",19.6,9.32,0.73
2021/10/19,54,2395,新日本科学,東１,,,+67,+6.47%,"1,389,500",11.8,2.59,1.81
2021/10/19,55,4934,Ｐアンチエイ,東Ｍ,,,+810,+6.45%,"332,700",33.7,16.90,－
2021/10/19,56,3558,ロコンド,東Ｍ,,,+82,+6.44%,"205,500",21.8,3.46,－
2021/10/19,57,8103,明和産,東１,,,+52,+6.39%,"1,456,600",18.1,1.05,13.28
2021/10/19,58,9104,商船三井,東１,,,+410,+6.37%,"4,935,400",2.4,1.17,8.03
2021/10/19,59,7094,ネクストーン,東Ｍ,,,+220,+6.34%,"178,500",77.3,13.14,－
2021/10/19,60,1400,ルーデン,ＪＧ,,,+16,+6.27%,"1,277,900",59.6,1.33,－
2021/10/19,61,4323,日シス技術,東１,,,+125,+6.23%,"96,200",15.5,1.72,1.41
2021/10/19,62,7095,マクビープラ,東Ｍ,,,+510,+6.20%,"71,300",38.9,13.22,－
2021/10/19,63,6264,マルマエ,東１,,,+133,+6.13%,"952,900",23.7,4.66,1.56
