日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/10/20,1,3192,白鳩,ＪＱ,,S,+80,+25.97%,"1,189,700",－,1.10,－
2021/10/20,2,7585,かんなん丸,ＪＱ,,S,+150,+21.43%,"484,000",－,2.75,－
2021/10/20,3,7021,ニッチツ,東２,,S,+700,+20.26%,"127,600",66.0,0.78,0.72
2021/10/20,4,7031,インバウＴ,東Ｍ,,S,+700,+20.06%,"43,700",26.0,2.22,－
2021/10/20,5,6573,アジャイル,東Ｍ,,S,+100,+19.84%,"234,800",－,－,－
2021/10/20,6,3936,ＧＷ,東Ｍ,,S,"+1,000",+18.83%,"7,900",299,142,－
2021/10/20,7,4015,アララ,東Ｍ,,S,+150,+16.32%,"303,500",52.7,5.11,－
2021/10/20,8,3371,ソフトクリエ,東１,,,+510,+15.09%,"193,800",25.2,3.86,1.03
2021/10/20,9,4434,サーバワクス,東１,,,+550,+14.77%,"297,900",102,3.64,－
2021/10/20,10,5491,日金属,東１,,,+146,+13.84%,"1,950,000",－,0.39,－
2021/10/20,11,4591,リボミック,東Ｍ,,,+46,+13.03%,"3,030,500",－,1.97,－
2021/10/20,12,6668,ＡＤプラズマ,東２,,,+247,+12.33%,"610,800",12.9,2.83,0.53
2021/10/20,13,4397,チムスピ,東Ｍ,,,+108,+12.01%,"1,101,700",－,10.36,－
2021/10/20,14,3578,倉庫精,東２,,,+77,+10.98%,"1,083,100",－,1.33,1.54
2021/10/20,15,6574,コンヴァノ,東Ｍ,,,+87,+10.57%,"43,500",34.4,2.50,－
2021/10/20,16,7353,Ｋラーニング,東Ｍ,,,+140,+10.43%,"80,100",50.0,10.08,－
2021/10/20,17,3987,エコモット,東Ｍ,,,+72,+10.21%,"109,900",52.8,3.73,－
2021/10/20,18,1757,中小企業ＨＤ,東２,,,+5,+10.00%,"2,313,500",－,13.92,－
2021/10/20,19,7808,ＣＳランバー,ＪＱ,,,+283,+9.82%,"1,309,000",4.0,1.25,2.53
2021/10/20,20,7082,ジモティー,東Ｍ,,,+380,+9.73%,"347,500",83.2,27.39,－
2021/10/20,21,2351,ＡＳＪ,東Ｍ,,,+65,+8.58%,"83,000",498,2.27,0.24
