日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/06/03,1,1689,ＷＴ天然ガス,東Ｅ,,,+1,+100.00%,"7,009,000",－,－,－
2021/06/03,2,7042,アクセスＨＤ,ＪＱ,,,+405,+35.78%,"2,525,300",－,2.99,－
2021/06/03,3,4059,まぐまぐ,ＪＱ,,S,+300,+26.06%,"150,100",44.7,3.00,0.48
2021/06/03,4,8040,東ソワール,東２,,,+247,+24.03%,"319,100",－,0.57,－
2021/06/03,5,7625,Ｇダイニング,東２,,S,+80,+16.06%,"2,072,500",－,2.71,－
2021/06/03,6,4052,フィーチャ,東Ｍ,,,+170,+15.67%,"170,000",－,13.09,－
2021/06/03,7,2404,鉄人化計画,東２,,,+37,+12.76%,"7,056,200",－,186,－
2021/06/03,8,5852,アーレスティ,東１,,,+53,+12.13%,"4,052,800",21.0,0.23,2.04
2021/06/03,9,3900,クラウドＷ,東Ｍ,,,+185,+11.94%,"299,400",－,7.82,－
2021/06/03,10,6264,マルマエ,東１,,,+209,+11.30%,"972,100",37.4,4.51,1.07
2021/06/03,11,6395,タダノ,東１,,,+118,+10.91%,"828,700",14.5,1.06,0.58
2021/06/03,12,7689,コパ,東Ｍ,,,+308,+10.67%,"86,300",22.6,3.38,－
2021/06/03,13,5986,モリテック,東１,,,+51,+9.39%,"4,146,500",55.5,1.04,0.51
2021/06/03,14,3917,アイリッジ,東Ｍ,,,+73,+9.25%,"164,100",－,2.24,－
2021/06/03,15,8920,東祥,東１,,,+175,+9.22%,"585,700",－,2.29,－
2021/06/03,16,8918,ランド,東１,,,+1,+9.09%,"13,162,100",5.7,3.74,0.83
2021/06/03,17,3374,内外テック,ＪＱ,,,+300,+8.97%,"179,800",13.7,1.57,1.84
2021/06/03,18,5699,イボキン,ＪＱ,,,+230,+8.82%,"58,000",12.6,1.49,1.41
2021/06/03,19,6890,フェローテク,ＪＱ,,,+240,+8.74%,"4,052,100",9.0,1.66,0.94
2021/06/03,20,4627,ナトコ,ＪＱ,,,+140,+8.59%,"35,700",9.2,0.67,3.28
2021/06/03,21,4356,応用技術,ＪＱ,,,+245,+8.46%,"21,800",21.1,2.78,0.64
2021/06/03,22,6338,タカトリ,東２,,,+84,+8.34%,"257,600",24.6,1.12,0.92
2021/06/03,23,6723,ルネサス,東１,,,+96,+8.19%,"26,438,500",－,3.06,－
2021/06/03,24,7606,Ｕアローズ,東１,,,+162,+8.18%,"686,300",34.9,2.05,0.89
2021/06/03,25,6165,パンチ,東１,,,+49,+7.73%,"348,800",10.3,1.20,1.17
2021/06/03,26,6574,コンヴァノ,東Ｍ,,,+55,+7.66%,"50,900",－,2.22,－
2021/06/03,27,6962,大真空,東１,,,+270,+7.39%,"296,300",19.8,1.14,－
2021/06/03,28,6194,アトラエ,東１,,,+133,+7.35%,"1,376,300",157,10.83,－
2021/06/03,29,7743,シード,東１,,,+55,+7.28%,"165,500",33.8,1.76,1.48
2021/06/03,30,9450,ファイバーＧ,東１,,,+99,+7.28%,"401,400",31.6,8.54,－
2021/06/03,31,6521,オキサイド,東Ｍ,,,+520,+7.22%,"232,600",102,24.09,－
2021/06/03,32,6920,レーザーテク,東１,,,"+1,550",+7.22%,"4,837,900",148,42.84,0.24
2021/06/03,33,4597,ソレイジア,東Ｍ,,,+10,+7.14%,"3,773,800",－,4.99,－
2021/06/03,34,4934,Ｐアンチエイ,東Ｍ,,,"+1,090",+7.10%,"646,600",52.9,25.22,－
2021/06/03,35,3710,ジョルダン,ＪＱ,,,+59,+7.02%,"39,200",77.0,0.95,0.67
2021/06/03,36,6315,ＴＯＷＡ,東１,,,+147,+6.99%,"865,400",16.1,1.80,1.02
2021/06/03,37,3083,シーズメン,ＪＱ,,,+26,+6.91%,"350,800",8.3,1.25,－
2021/06/03,38,4173,ＷＡＣＵＬ,東Ｍ,,,+177,+6.91%,"75,300",85.8,41.60,－
2021/06/03,39,7074,２４セブン,東Ｍ,,,+79,+6.91%,"68,600",－,2.66,－
2021/06/03,40,7291,日本プラスト,東１,,,+48,+6.79%,"411,900",5.6,0.44,3.97
2021/06/03,41,2174,ＧＣＡ,東１,,,+62,+6.75%,"2,240,800",15.1,1.89,3.57
2021/06/03,42,2764,ひらまつ,東１,,,+13,+6.74%,"1,291,800",－,2.92,－
2021/06/03,43,8769,アドバンＲＭ,東１,,,+61,+6.70%,"270,900",28.9,4.53,1.13
2021/06/03,44,6562,ジーニー,東Ｍ,,,+94,+6.60%,"605,600",46.0,10.32,－
2021/06/03,45,4487,スペースマ,東Ｍ,,,+56,+6.58%,"92,600",－,13.99,－
2021/06/03,46,8793,ＮＥＣキャピ,東１,,,+133,+6.54%,"175,700",8.5,0.49,2.95
2021/06/03,47,3221,ヨシックス,東１,,,+141,+6.48%,"141,200",－,3.74,－
2021/06/03,48,3902,ＭＤＶ,東１,,,+124,+6.48%,"719,700",99.9,21.21,0.20
2021/06/03,49,7928,旭化学,ＪＱ,,,+65,+6.24%,"124,100",10.2,0.86,－
2021/06/03,50,7080,スポーツＦ,東Ｍ,,,+137,+6.23%,"2,300",26.6,4.50,－
2021/06/03,51,6036,ＫｅｅＰｅｒ,東１,,,+154,+6.18%,"691,400",35.0,10.06,0.68
2021/06/03,52,1909,日本ドライ,東１,,,+106,+6.12%,"49,500",7.4,0.80,1.63
2021/06/03,53,4499,スピー,ＪＱ,,,+225,+5.98%,"106,800",71.7,9.22,－
2021/06/03,54,1435,ロボホーム,東１,,,+17,+5.92%,"13,674,000",98.4,3.73,－
2021/06/03,55,1773,ＹＴＬ,東外,,,+1,+5.88%,"27,000",－,－,－
2021/06/03,56,2157,コシダカＨＤ,東１,,,+38,+5.85%,"1,899,200",－,2.69,－
2021/06/03,57,4028,石原産,東１,,,+57,+5.85%,"466,100",11.5,0.52,1.74
2021/06/03,58,8139,ナガホリ,東２,,,+10,+5.85%,"5,540,900",18.5,0.23,1.10
2021/06/03,59,8114,デサント,東１,,,+118,+5.81%,"126,700",54.0,2.08,0.56
2021/06/03,60,6871,日本マイクロ,東１,,,+90,+5.78%,"488,300",－,2.42,－
2021/06/03,61,7199,プレミアＧ,東１,,,+185,+5.75%,"257,100",18.1,6.05,1.47
2021/06/03,62,4248,竹本容器,東１,,,+54,+5.74%,"58,500",11.0,1.25,1.91
2021/06/03,63,3907,シリコンスタ,東Ｍ,,,+69,+5.70%,"15,300",52.7,2.87,－
2021/06/03,64,8798,Ａクリエイト,東１,,,+49,+5.69%,"486,400",15.8,3.18,3.30
2021/06/03,65,7283,愛三工,東１,,,+48,+5.68%,"639,000",9.1,0.67,3.02
2021/06/03,66,6584,三桜工,東１,,,+63,+5.58%,"1,140,500",10.3,1.32,2.10
2021/06/03,67,2587,サントリＢＦ,東１,,,+220,+5.57%,"891,400",21.3,1.60,1.87
2021/06/03,68,4286,レッグス,東１,,,+146,+5.55%,"218,100",24.7,4.04,1.15
2021/06/03,69,3495,香陵住販,ＪＱ,,,+105,+5.52%,"4,800",6.9,0.76,3.19
2021/06/03,70,9416,ビジョン,東１,,,+61,+5.51%,"1,014,500",－,6.11,－
2021/06/03,71,4369,トリケミカル,東１,,,+190,+5.44%,"372,600",34.5,6.61,0.46
2021/06/03,72,6046,リンクバル,東Ｍ,,,+18,+5.44%,"167,000",－,3.39,－
2021/06/03,73,6627,テラプローブ,東２,,,+96,+5.43%,"457,300",－,0.71,－
2021/06/03,74,4970,東洋合成,ＪＱ,,,+620,+5.40%,"59,100",40.0,7.52,0.25
2021/06/03,75,6074,ＪＳＳ,ＪＱ,,,+29,+5.31%,"7,800",－,0.93,－
2021/06/03,76,9260,ウィズメタク,東１,,,+149,+5.31%,"6,100",42.4,0.79,0.68
2021/06/03,77,3294,イーグランド,東１,,,+51,+5.21%,"55,200",6.6,0.81,4.56
2021/06/03,78,4183,三井化学,東１,,,+190,+5.14%,"1,376,700",9.6,1.25,2.83
