日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),出来高,ＰＥＲ,ＰＢＲ,利回り
2021/08/25,1,6495,宮入バ,東２,,,+29,+26.36%,"7,581,800","1,390",1.75,－
2021/08/25,2,9818,大丸エナ,東２,,S,+501,+19.69%,"456,600",37.4,1.79,0.62
2021/08/25,3,9941,太洋物産,ＪＱ,,S,+150,+18.96%,"264,800",178,－,－
2021/08/25,4,6497,ハマイ,ＪＱ,,S,+150,+16.78%,"25,400",34.8,0.52,2.39
2021/08/25,5,4493,サイバーセキ,東Ｍ,,,+440,+16.48%,"598,100",162,32.49,－
2021/08/25,6,3760,ケイブ,ＪＱ,,S,+150,+16.41%,"12,200",－,6.84,－
2021/08/25,7,1840,土屋ＨＤ,東２,,,+23,+13.86%,"6,833,400",36.3,0.42,2.65
2021/08/25,8,2307,クロスキャト,東１,,,+129,+12.90%,"127,600",22.8,2.40,1.95
2021/08/25,9,7370,Ｅｎｊｉｎ,東Ｍ,,,+450,+11.64%,"4,281,600",54.1,25.81,－
2021/08/25,10,3377,バイク王,東２,,,+178,+11.59%,"2,478,100",22.0,4.66,0.64
2021/08/25,11,2484,出前館,ＪＱ,,,+152,+10.30%,"2,119,400",－,9.75,－
2021/08/25,12,6626,ＳＥＭＴＥＣ,ＪＱ,,,+750,+10.26%,"118,400",10.9,1.84,0.37
2021/08/25,13,4386,ＳＩＧ,東２,,,+58,+10.21%,"88,700",15.5,2.27,1.92
2021/08/25,14,4429,リックソフト,東Ｍ,,,+164,+9.79%,"39,600",28.1,4.09,－
2021/08/25,15,4475,ＨＥＮＮＧＥ,東Ｍ,,,+330,+9.65%,"611,800",315,34.56,－
2021/08/25,16,7089,フォースタ,東Ｍ,,,+271,+9.48%,"104,200",34.6,9.38,－
2021/08/25,17,6494,ＮＦＫＨＤ,ＪＱ,,,+10,+9.35%,"2,897,400",－,1.24,－
2021/08/25,18,7782,シンシア,東１,,,+55,+9.34%,"139,600",22.9,2.07,1.40
2021/08/25,19,1724,シンクレイヤ,ＪＱ,,,+84,+9.33%,"197,800",5.0,0.93,1.73
2021/08/25,20,2780,コメ兵ＨＤ,東２,,,+136,+9.24%,"275,100",12.0,0.95,1.49
2021/08/25,21,6962,大真空,東１,,,+285,+9.03%,"252,100",17.4,0.97,1.45
2021/08/25,22,7373,アイドマＨＤ,東Ｍ,,,+405,+8.27%,"290,800",83.7,41.13,－
2021/08/25,23,4448,チャットＷ,東Ｍ,,,+85,+8.24%,"1,289,900",－,23.48,－
2021/08/25,24,4068,ベイシス,東Ｍ,,,+480,+8.14%,"325,400",41.7,9.34,－
2021/08/25,25,3858,ユビＡＩ,ＪＱ,,,+45,+8.06%,"812,700",110,2.69,－
2021/08/25,26,4057,インタファク,東Ｍ,,,+109,+7.93%,"30,300",54.8,6.22,－
2021/08/25,27,6227,ＡＩメカ,東２,,,+132,+7.93%,"197,500",13.2,1.35,2.51
2021/08/25,28,7065,ｕｐｒ,東２,,,+165,+7.64%,"33,500",34.6,2.54,0.56
2021/08/25,29,7353,Ｋラーニング,東Ｍ,,,+107,+7.54%,"314,100",51.5,10.39,－
2021/08/25,30,7378,アシロ,東Ｍ,,,+60,+7.43%,"350,100",26.7,4.79,－
2021/08/25,31,7371,全研本社,東Ｍ,,,+72,+7.40%,"234,200",13.1,1.16,－
2021/08/25,32,4075,ブレインズ,東Ｍ,,,+157,+7.34%,"412,500",118,73.79,－
2021/08/25,33,4586,メドレックス,東Ｍ,,,+13,+7.18%,"811,000",－,2.21,－
2021/08/25,34,7082,ジモティー,東Ｍ,,,+173,+7.17%,"227,100",50.2,16.53,－
2021/08/25,35,5070,ドラフト,東Ｍ,,,+55,+6.91%,"59,800",17.9,3.59,0.53
2021/08/25,36,7372,デコルテＨＤ,東Ｍ,,,+88,+6.86%,"228,300",14.9,2.05,－
2021/08/25,37,4055,Ｔ＆Ｓ,東Ｍ,,,+300,+6.83%,"90,500",78.1,13.52,0.14
2021/08/25,38,4054,日本情報Ｃ,東Ｍ,,,+99,+6.82%,"177,500",67.9,7.39,0.32
2021/08/25,39,4482,ウィルズ,東Ｍ,,,+78,+6.72%,"381,700",80.3,20.60,0.20
2021/08/25,40,4595,ミズホメディ,東２,,,+215,+6.71%,"304,700",9.3,5.44,3.22
2021/08/25,41,5759,日本電解,東Ｍ,,,+183,+6.70%,"1,185,400",24.2,4.13,－
2021/08/25,42,6074,ＪＳＳ,ＪＱ,,,+30,+6.59%,"3,600",9.3,0.79,2.27
2021/08/25,43,7072,インテＭ,東Ｍ,,,+116,+6.56%,"4,110,100",733,4.54,－
2021/08/25,44,4563,アンジェス,東Ｍ,,,+48,+6.51%,"3,532,800",－,2.73,－
2021/08/25,45,4685,菱友システム,ＪＱ,,,+146,+6.45%,"3,700",10.5,1.29,2.49
2021/08/25,46,2980,ＳＲＥＨＤ,東１,,,+410,+6.38%,"124,400",127,13.27,－
2021/08/25,47,7775,大研医器,東１,,,+35,+6.36%,"200,900",20.0,2.78,3.42
2021/08/25,48,3825,リミックス,東２,,,+12,+6.35%,"18,374,700",9.5,3.93,－
2021/08/25,49,3992,ニーズウェル,東１,,,+42,+6.29%,"290,700",16.4,2.34,3.24
2021/08/25,50,4168,ヤプリ,東Ｍ,,,+220,+6.28%,"121,200",－,16.96,－
2021/08/25,51,6191,エアトリ,東１,,,+153,+6.10%,"554,900",34.4,9.75,－
2021/08/25,52,6193,バーチャレク,東Ｍ,,,+42,+6.02%,"37,800",13.3,3.53,－
2021/08/25,53,3753,フライト,東２,,,+29,+5.93%,"68,400",23.3,8.64,－
2021/08/25,54,4385,メルカリ,東Ｍ,,,+300,+5.88%,"1,861,600",－,21.93,－
2021/08/25,55,4792,山田コンサル,東１,,,+62,+5.84%,"51,600",15.3,1.77,3.29
2021/08/25,56,4743,ＩＴＦＯＲ,東１,,,+47,+5.79%,"374,200",13.1,1.69,2.68
2021/08/25,57,4399,くふう,東Ｍ,,,+43,+5.76%,"129,100",－,3.18,－
2021/08/25,58,4177,ｉ－ｐｌｕｇ,東Ｍ,,,+360,+5.63%,"42,400",125,25.44,－
2021/08/25,59,4882,ペルセウス,東Ｍ,,,+33,+5.50%,"51,600",－,2.07,－
2021/08/25,60,2158,フロンテオ,東Ｍ,,,+77,+5.45%,"3,311,400",80.6,11.88,0.34
2021/08/25,61,4428,シノプス,東Ｍ,,,+73,+5.31%,"12,400",151,6.89,－
2021/08/25,62,6045,レントラクス,東Ｍ,,,+35,+5.30%,"70,900",17.7,2.34,1.44
2021/08/25,63,2345,クシム,東２,,,+20,+5.24%,"186,700",－,1.04,－
2021/08/25,64,4074,ラキール,東Ｍ,,,+84,+5.22%,"380,500",57.0,10.42,－
2021/08/25,65,9753,ＩＸナレッジ,ＪＱ,,,+44,+5.22%,"163,600",13.9,1.54,1.69
2021/08/25,66,9424,日本通信,東１,,,+11,+5.16%,"7,027,900",－,109,－
2021/08/25,67,6862,ミナトＨＤ,ＪＱ,,,+22,+5.13%,"230,900",17.5,1.03,1.33
2021/08/25,68,4498,サイバトラス,東Ｍ,,,+225,+5.09%,"17,100",47.0,4.21,－
2021/08/25,69,5411,ＪＦＥ,東１,,,+78,+5.07%,"15,866,000",3.9,0.53,－
2021/08/25,70,9268,オプティマス,東２,,,+108,+5.03%,"105,100",4.9,0.80,4.43
2021/08/25,71,8783,ＧＦＡ,ＪＱ,,,+6,+5.00%,"250,300",115,11.11,－
2021/08/25,72,7359,東京通信,東Ｍ,,,+57,+4.99%,"12,200",32.9,5.43,－
2021/08/25,73,8848,レオパレス,東１,,,+11,+4.95%,"7,904,400",－,－,－
2021/08/25,74,7049,識学,東Ｍ,,,+67,+4.92%,"45,200",71.0,10.65,－
2021/08/25,75,4100,戸田工,東１,,,+150,+4.89%,"123,200",10.3,1.99,－
2021/08/25,76,3788,ＧＭＯ－ＧＳ,東１,,,+200,+4.87%,"147,300",64.0,7.10,0.78
2021/08/25,77,4449,ギフティ,東１,,,+150,+4.85%,"295,200",124,17.33,－
2021/08/25,78,6994,指月電,東２,,,+30,+4.85%,"25,400",23.8,0.89,1.23
2021/08/25,79,3694,オプティム,東１,,,+95,+4.82%,"256,800",117,25.89,－
2021/08/25,80,7097,さくらさく,東Ｍ,,,+98,+4.80%,"18,400",8.6,2.25,－
2021/08/25,81,5820,三ッ星,ＪＱ,,,+103,+4.70%,"51,600",10.5,0.44,2.18
2021/08/25,82,6728,アルバック,東１,,,+270,+4.70%,"552,300",16.5,1.78,1.83
2021/08/25,83,4398,ＢＢＳｅｃ,ＪＱ,,,+63,+4.68%,"10,600",23.4,6.29,0.71
2021/08/25,84,4507,塩野義,東１,,,+316,+4.65%,"6,456,100",21.4,2.48,1.55
2021/08/25,85,3328,ＢＥＥＮＯＳ,東１,,,+150,+4.64%,"176,200",－,3.73,0.74
2021/08/25,86,6779,日電波,東１,,,+35,+4.62%,"563,900",7.4,1.09,－
2021/08/25,87,2173,博展,ＪＧ,,,+20,+4.60%,"40,700",5.9,3.01,－
2021/08/25,88,7360,オンデック,東Ｍ,,,+109,+4.55%,"6,200",55.2,7.23,－
2021/08/25,89,4308,Ｊストリーム,東Ｍ,,,+112,+4.53%,"193,500",20.3,3.54,－
2021/08/25,90,6099,エラン,東１,,,+51,+4.49%,"238,000",42.7,11.01,0.67
2021/08/25,91,7042,アクセスＨＤ,ＪＱ,,,+39,+4.48%,"6,000",－,2.23,－
2021/08/25,92,7071,アンビスＨＤ,ＪＱ,,,+310,+4.46%,"210,800",73.1,11.28,0.12
2021/08/25,93,7578,ニチリョク,ＪＱ,,,+8,+4.40%,"26,400",11.2,0.64,1.05
2021/08/25,94,3796,いい生活,東２,,,+18,+4.39%,"24,300",43.5,1.84,1.17
2021/08/25,95,6176,ブランジスタ,東Ｍ,,,+19,+4.37%,"18,900",30.1,2.46,－
2021/08/25,96,6538,キャリインデ,東１,,,+42,+4.36%,"292,400",39.9,6.74,0.25
2021/08/25,97,9376,ユーラシア,ＪＱ,,,+18,+4.36%,"37,000",－,0.85,－
2021/08/25,98,4662,フォーカス,東１,,,+42,+4.35%,"186,400",14.7,1.26,2.48
2021/08/25,99,6698,ヴィスコ,東２,,,+55,+4.35%,"154,100",18.8,2.70,－
2021/08/25,100,7356,レッティ,東Ｍ,,,+45,+4.35%,"35,900",－,9.76,－
2021/08/25,101,7062,フレアス,東Ｍ,,,+47,+4.34%,"2,400",26.4,1.64,－
