日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/09/13,1,9984,ＳＢＧ,東１,"7,076",,-103,-1.43%,"41,068",－,1.13,0.62
2021/09/13,2,7868,広済堂,東１,"1,517",,+216,+16.60%,"20,446",20.0,1.07,－
2021/09/13,3,4477,ＢＡＳＥ,東Ｍ,"1,362",,-20,-1.45%,"19,503",－,9.41,－
2021/09/13,4,7203,トヨタ,東１,"9,795",,-164,-1.65%,"17,238",11.8,1.13,－
2021/09/13,5,6920,レーザーテク,東１,"27,910",,-340,-1.20%,"14,914",119,45.62,0.29
2021/09/13,6,8306,三菱ＵＦＪ,東１,635.9,,+3.6,+0.57%,"14,621",9.6,0.47,4.25
2021/09/13,7,1552,ＶＩＸ短先物,東Ｅ,"2,332",,+77,+3.41%,"14,296",－,－,－
2021/09/13,8,1570,日経レバ,東Ｅ,"17,510",,+90,+0.52%,"12,418",－,－,－
2021/09/13,9,4689,ＺＨＤ,東１,704.0,,-2.1,-0.30%,"11,823",－,2.01,0.79
2021/09/13,10,6198,Ｃａｒｅｅｒ,東Ｍ,915,,+44,+5.05%,"11,678",59.9,6.35,－
2021/09/13,11,6723,ルネサス,東１,"1,430",,+60,+4.38%,"11,540",－,2.84,－
2021/09/13,12,9517,イーレックス,東１,"2,994",,+162,+5.72%,"11,305",27.2,4.00,0.67
2021/09/13,13,5411,ＪＦＥ,東１,"1,908",,+46,+2.47%,"10,888",4.6,0.62,－
2021/09/13,14,8303,新生銀,東１,"1,966",,+226,+12.99%,"9,843",10.3,0.44,－
2021/09/13,15,9603,ＨＩＳ,東１,"2,329",,-156,-6.28%,"9,792",－,2.84,－
2021/09/13,16,5401,日本製鉄,東１,"2,341.0",,+40.0,+1.74%,"9,725",5.8,0.73,－
2021/09/13,17,4004,昭電工,東１,"2,634",,+2,+0.08%,"9,121",－,0.94,2.47
2021/09/13,18,4568,第一三共,東１,"2,802.0",,-68.5,-2.39%,"8,824",107,4.20,0.96
2021/09/13,19,7201,日産自,東１,565.1,,-6.5,-1.14%,"8,666",36.9,0.54,－
2021/09/13,20,3436,ＳＵＭＣＯ,東１,"2,655",,+31,+1.18%,"8,319",－,2.33,－
2021/09/13,21,9021,ＪＲ西日本,東１,"5,151",,-51,-0.98%,"7,935",－,1.21,1.94
2021/09/13,22,9107,川崎汽,東１,"6,410",,+220,+3.55%,"7,643",2.3,1.86,－
2021/09/13,23,9519,レノバ,東１,"6,130",,+20,+0.33%,"7,443",93.6,23.32,－
2021/09/13,24,2667,イメージワン,ＪＱ,927,,-67,-6.74%,"7,176",189,3.15,－
2021/09/13,25,5020,ＥＮＥＯＳ,東１,455.3,,+7.0,+1.56%,"6,919",10.4,0.61,4.83
2021/09/13,26,9434,ＳＢ,東１,"1,615.0",,+13.0,+0.81%,"6,919",15.2,5.20,5.33
2021/09/13,27,4370,モビルス,東Ｍ,"1,928",,-15,-0.77%,"6,608",71.6,7.72,－
2021/09/13,28,4751,サイバー,東１,"2,231",,+31,+1.41%,"6,521",28.2,9.37,0.49
2021/09/13,29,8750,第一生命ＨＤ,東１,"2,408.5",,+28.5,+1.20%,"6,374",9.3,0.53,3.20
