日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/11/09,1,9984,ＳＢＧ,東１,"6,808",,+647,+10.50%,"84,684",－,1.11,0.65
2021/11/09,2,3936,ＧＷ,東Ｍ,"2,326",,-159,-6.40%,"34,305",255,158,－
2021/11/09,3,8698,マネックスＧ,東１,"1,009",,-36,-3.44%,"30,184",－,2.61,－
2021/11/09,4,4689,ＺＨＤ,東１,813.2,,+28.2,+3.59%,"28,928",－,2.29,0.68
2021/11/09,5,3927,Ｆ－ブレイン,東Ｍ,"1,309",,-24,-1.80%,"20,157",－,5.27,－
2021/11/09,6,6554,エスユーエス,東Ｍ,893,,+39,+4.57%,"18,430",22.5,3.00,0.78
2021/11/09,7,6522,アスタリスク,東Ｍ,"14,920",,"+1,410",+10.44%,"17,986",101,55.67,－
2021/11/09,8,3121,マーチャント,東２,798,,+21,+2.70%,"16,974",96.3,6.10,0.25
2021/11/09,9,6920,レーザーテク,東１,"27,530",,+55,+0.20%,"16,414",118,48.40,0.30
2021/11/09,10,1570,日経レバ,東Ｅ,"16,250",,-270,-1.63%,"13,850",－,－,－
2021/11/09,11,8306,三菱ＵＦＪ,東１,630.0,,-8.0,-1.25%,"13,757",9.5,0.47,4.29
2021/11/09,12,4379,フォトシンス,東Ｍ,"1,262",,+112,+9.74%,"13,213",－,10.12,－
2021/11/09,13,4563,アンジェス,東Ｍ,418,,+11,+2.70%,"12,324",－,1.61,－
2021/11/09,14,4188,三菱ケミＨＤ,東１,927.6,,-17.7,-1.87%,"12,102",6.9,1.00,3.23
2021/11/09,15,3402,東レ,東１,714.4,,-43.0,-5.68%,"12,051",12.3,0.88,2.24
2021/11/09,16,7203,トヨタ,東１,"1,995.0",,-33.0,-1.63%,"11,876",11.1,1.12,－
2021/11/09,17,7201,日産自,東１,589.7,,-1.5,-0.25%,"11,828",12.8,0.55,－
2021/11/09,18,6315,ＴＯＷＡ,東１,"2,694",,+40,+1.51%,"11,800",8.2,1.91,0.85
2021/11/09,19,5411,ＪＦＥ,東１,"1,515",,+15,+1.00%,"10,854",3.5,0.48,－
2021/11/09,20,5401,日本製鉄,東１,"1,924.5",,+6.5,+0.34%,"10,673",3.4,0.57,－
2021/11/09,21,7012,川重,東１,"2,112",,-215,-9.24%,"10,262",23.6,0.81,1.42
