日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2022/02/04,1,6920,レーザーテク,東１,"23,090",,+395,+1.74%,"43,559",99.2,35.08,0.36
2022/02/04,2,9984,ＳＢＧ,東１,"5,214",,+19,+0.37%,"36,353",－,0.84,0.84
2022/02/04,3,1570,日経レバ,東Ｅ,"14,095",,+180,+1.29%,"33,235",－,－,－
2022/02/04,4,4689,ＺＨＤ,東１,584.2,,-8.2,-1.38%,"26,632",－,1.60,0.95
2022/02/04,5,9101,郵船,東１,"9,800",,+570,+6.18%,"25,338",1.8,1.27,12.24
2022/02/04,6,8306,三菱ＵＦＪ,東１,725.7,,+6.4,+0.89%,"24,919",8.8,0.52,3.86
2022/02/04,7,4188,三菱ケミＨＤ,東１,830.1,,-14.0,-1.66%,"21,630",6.1,0.88,3.61
2022/02/04,8,4507,塩野義,東１,"7,754",,-170,-2.15%,"20,532",23.4,2.61,1.42
2022/02/04,9,9202,ＡＮＡＨＤ,東１,"2,603.5",,+71.0,+2.80%,"19,590",－,1.53,－
2022/02/04,10,5401,日本製鉄,東１,"1,938.0",,+30.5,+1.60%,"18,997",3.4,0.54,7.22
2022/02/04,11,2158,フロンテオ,東Ｍ,"3,060",,+216,+7.59%,"18,961",109,22.59,0.23
2022/02/04,12,8002,丸紅,東１,"1,169.5",,-48.5,-3.98%,"18,704",5.1,1.02,4.96
2022/02/04,13,7201,日産自,東１,599.2,,-18.8,-3.04%,"18,200",13.0,0.56,－
2022/02/04,14,7203,トヨタ,東１,"2,277.5",,-16.0,-0.70%,"16,864",12.6,1.28,－
2022/02/04,15,8031,三井物,東１,"2,962.5",,+85.0,+2.95%,"16,094",5.7,0.96,3.54
2022/02/04,16,9107,川崎汽,東１,"6,820",,+600,+9.65%,"15,905",1.2,0.97,4.40
2022/02/04,17,6298,ワイエイシイ,東１,"1,242",,+152,+13.94%,"15,821",10.3,0.77,2.90
2022/02/04,18,2413,エムスリー,東１,"4,344",,+252,+6.16%,"15,650",－,11.96,－
2022/02/04,19,9468,カドカワ,東１,"2,318",,-115,-4.73%,"14,095",27.6,1.94,1.08
2022/02/04,20,3936,ＧＷ,東Ｍ,350,,+11,+3.24%,"14,032",42.2,28.50,－
