日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/11/01,1,6920,レーザーテク,東１,"26,695",,"+1,665",+6.65%,"28,849",114,46.93,0.31
2021/11/01,2,8604,野村,東１,515.3,,-34.7,-6.31%,"27,511",－,0.58,－
2021/11/01,3,6178,日本郵政,東１,864.0,,-11.0,-1.26%,"27,258",9.6,0.24,5.79
2021/11/01,4,9984,ＳＢＧ,東１,"6,329",,+165,+2.68%,"27,239",－,1.01,0.70
2021/11/01,5,4689,ＺＨＤ,東１,718.2,,+12.2,+1.73%,"20,110",－,2.05,0.77
2021/11/01,6,9603,ＨＩＳ,東１,"2,435",,-124,-4.85%,"18,963",－,2.97,－
2021/11/01,7,1570,日経レバ,東Ｅ,"16,670",,+790,+4.97%,"18,434",－,－,－
2021/11/01,8,8306,三菱ＵＦＪ,東１,640.1,,+17.6,+2.83%,"16,660",9.7,0.47,4.22
2021/11/01,9,7203,トヨタ,東１,"2,050.0",,+43.5,+2.17%,"14,556",12.3,1.18,－
2021/11/01,10,6981,村田製,東１,"8,619",,-34,-0.39%,"13,328",20.3,2.68,1.39
2021/11/01,11,2914,ＪＴ,東１,"2,378.5",,+143.0,+6.40%,"13,060",12.8,1.51,5.89
2021/11/01,12,6758,ソニーＧ,東１,"13,850",,+710,+5.40%,"12,966",23.5,2.43,－
2021/11/01,13,9101,郵船,東１,"8,450",,+270,+3.30%,"12,761",2.9,1.86,8.28
2021/11/01,14,6522,アスタリスク,東Ｍ,"11,440",,"+1,130",+10.96%,"12,541",77.5,42.69,－
2021/11/01,15,7267,ホンダ,東１,"3,479.0",,+130.0,+3.88%,"11,899",9.0,0.64,3.16
2021/11/01,16,9202,ＡＮＡＨＤ,東１,"2,668.0",,+15.0,+0.57%,"11,818",－,1.57,－
2021/11/01,17,6752,パナソニック,東１,"1,382.0",,-10.5,-0.75%,"11,614",13.4,1.17,－
2021/11/01,18,3121,マーチャント,東２,568,,-63,-9.98%,"10,720",68.5,4.34,0.35
2021/11/01,19,7201,日産自,東１,590.6,,+13.2,+2.29%,"10,219",38.5,0.57,－
2021/11/01,20,9104,商船三井,東１,"7,250",,+90,+1.26%,"9,830",1.8,1.00,11.03
2021/11/01,21,2413,エムスリー,東１,"6,699",,-9,-0.13%,"9,760",－,19.65,－
2021/11/01,22,6182,メタリアル,東Ｍ,"1,269",,+146,+13.00%,"9,562",52.0,5.04,0.55
2021/11/01,23,6723,ルネサス,東１,"1,400",,-2,-0.14%,"9,512",－,2.60,－
2021/11/01,24,6501,日立,東１,"6,799",,+245,+3.74%,"9,238",12.0,1.72,－
2021/11/01,25,2158,フロンテオ,東Ｍ,"2,594",,-8,-0.31%,"8,807",140,20.70,0.19
2021/11/01,26,3064,モノタロウ,東１,"2,425",,-155,-6.01%,"8,596",69.7,22.33,0.47
2021/11/01,27,5759,日本電解,東Ｍ,"4,840",,+270,+5.91%,"8,573",40.2,6.86,－
2021/11/01,28,4568,第一三共,東１,"2,874.0",,+7.0,+0.24%,"8,464",86.1,4.20,0.94
2021/11/01,29,1518,三井松島ＨＤ,東１,"1,536",,+59,+3.99%,"8,275",10.0,0.65,3.26
2021/11/01,30,9433,ＫＤＤＩ,東１,"3,510.0",,-18.0,-0.51%,"8,271",12.0,1.61,3.56
2021/11/01,31,6098,リクルート,東１,"7,712",,+140,+1.85%,"8,191",56.0,10.81,0.27
2021/11/01,32,9107,川崎汽,東１,"5,610",,+130,+2.37%,"8,168",2.0,1.63,－
2021/11/01,33,8002,丸紅,東１,984.0,,+22.8,+2.37%,"8,114",7.4,0.89,3.46
2021/11/01,34,8316,三井住友ＦＧ,東１,"3,825",,+104,+2.79%,"8,104",8.7,0.44,5.23
2021/11/01,35,5401,日本製鉄,東１,"2,053.0",,+54.0,+2.70%,"7,974",5.1,0.64,－
2021/11/01,36,6503,三菱電,東１,"1,528.5",,+3.5,+0.23%,"7,906",14.8,1.17,－
2021/11/01,37,6301,コマツ,東１,"3,071.0",,+104.5,+3.52%,"7,836",15.5,1.45,2.61
2021/11/01,38,4188,三菱ケミＨＤ,東１,968.5,,+25.8,+2.74%,"7,794",14.2,1.06,2.48
2021/11/01,39,8591,オリックス,東１,"2,324.5",,+69.5,+3.08%,"7,578",11.2,0.92,3.36
2021/11/01,40,4293,セプテニＨＤ,ＪＱ,537,,+56,+11.64%,"7,531",－,3.69,－
2021/11/01,41,8031,三井物,東１,"2,667.5",,+75.5,+2.91%,"7,236",6.8,0.90,3.37
2021/11/01,42,6902,デンソー,東１,"8,360",,+137,+1.67%,"7,162",19.2,1.60,1.91
2021/11/01,43,4502,武田,東１,"3,252.0",,+49.0,+1.53%,"7,026",27.8,0.96,5.54
2021/11/01,44,8750,第一生命ＨＤ,東１,"2,459.0",,+57.5,+2.39%,"6,907",9.4,0.54,3.13
2021/11/01,45,3936,ＧＷ,東Ｍ,"4,050",S,+700,+20.90%,"6,766",577,275,－
2021/11/01,46,8601,大和,東１,652.2,,+13.5,+2.11%,"6,539",－,0.73,－
2021/11/01,47,9020,ＪＲ東日本,東１,"7,261",,+173,+2.44%,"6,449",－,1.15,1.38
2021/11/01,48,3436,ＳＵＭＣＯ,東１,"2,197",,+33,+1.52%,"6,327",－,2.32,－
2021/11/01,49,4507,塩野義,東１,"7,550",,+143,+1.93%,"6,322",22.8,2.58,1.46
2021/11/01,50,1357,日経Ｄインバ,東Ｅ,372,,-21,-5.34%,"6,266",－,－,－
2021/11/01,51,7751,キヤノン,東１,"2,576.5",,+18.5,+0.72%,"6,238",13.4,0.98,3.49
2021/11/01,52,6460,セガサミー,東１,"1,703",,+89,+5.51%,"6,226",28.6,1.40,2.35
2021/11/01,53,5020,ＥＮＥＯＳ,東１,463.5,,+3.9,+0.85%,"6,150",10.6,0.62,4.75
2021/11/01,54,7433,伯東,東１,"2,311",,+370,+19.06%,"6,069",10.6,0.77,5.19
2021/11/01,55,8308,りそなＨＤ,東１,437.0,,+9.0,+2.10%,"6,034",7.3,0.42,4.81
2021/11/01,56,7733,オリンパス,東１,"2,555.5",,+95.0,+3.86%,"6,007",32.5,8.21,0.55
2021/11/01,57,9504,中国電,東１,873,,-72,-7.62%,"5,982",－,0.48,－
2021/11/01,58,9021,ＪＲ西日本,東１,"5,389",,+26,+0.48%,"5,932",－,1.62,1.86
2021/11/01,59,1911,住友林,東１,"2,332",,+162,+7.47%,"5,843",6.2,1.00,3.00
