日付,順位,コード,銘柄名,市場,株価,S高,前日比,前日比(%),約定回数,ＰＥＲ,ＰＢＲ,利回り
2021/07/09,1,7792,コラントッテ,東Ｍ,"1,604",,-81,-4.81%,"55,584",33.8,11.94,0.75
2021/07/09,2,9984,ＳＢＧ,東１,"7,327",,-53,-0.72%,"34,629",－,1.23,0.60
2021/07/09,3,1570,日経レバ,東Ｅ,"14,850",,-170,-1.13%,"28,556",－,－,－
2021/07/09,4,8306,三菱ＵＦＪ,東１,586.8,,+0.1,+0.02%,"21,126",8.9,0.45,4.60
2021/07/09,5,7203,トヨタ,東１,"9,650",,-25,-0.26%,"16,188",11.7,1.15,－
2021/07/09,6,4689,ＺＨＤ,東１,544.3,,-14.8,-2.65%,"16,146",－,1.54,1.02
2021/07/09,7,1552,ＶＩＸ短先物,東Ｅ,"2,753",,+97,+3.65%,"15,451",－,－,－
2021/07/09,8,6920,レーザーテク,東１,"21,750",,+510,+2.40%,"15,232",140,40.49,0.25
2021/07/09,9,8256,プロルート,ＪＱ,340,S,+80,+30.77%,"13,345",96.6,10.02,－
2021/07/09,10,7201,日産自,東１,576.1,,-2.5,-0.43%,"12,791",－,0.57,－
2021/07/09,11,7376,ＢＣＣ,東Ｍ,"3,900",,-295,-7.03%,"12,238",62.7,15.27,－
2021/07/09,12,8316,三井住友ＦＧ,東１,"3,716",,-33,-0.88%,"11,705",8.5,0.43,5.38
2021/07/09,13,6503,三菱電,東１,"1,447.0",,-18.5,-1.26%,"11,496",14.8,1.13,－
2021/07/09,14,6981,村田製,東１,"8,879",,-58,-0.65%,"11,281",23.7,2.96,1.35
2021/07/09,15,9202,ＡＮＡＨＤ,東１,"2,743.0",,+23.0,+0.85%,"10,643",368,1.28,－
2021/07/09,16,9418,ＵＳＥＮＨＤ,東１,"2,770",,+331,+13.57%,"10,569",22.2,5.21,0.45
2021/07/09,17,8601,大和,東１,562.8,,+5.4,+0.97%,"10,127",－,0.64,－
2021/07/09,18,6326,クボタ,東１,"2,221.5",,+14.0,+0.63%,"10,005",17.0,1.71,－
2021/07/09,19,6301,コマツ,東１,"2,622.0",,-25.0,-0.94%,"9,955",17.0,1.30,2.36
2021/07/09,20,8604,野村,東１,542.3,,-2.2,-0.40%,"9,927",－,0.62,－
2021/07/09,21,9519,レノバ,東１,"4,860",,-140,-2.80%,"9,903",74.2,24.80,－
2021/07/09,22,6501,日立,東１,"6,558",,+79,+1.22%,"9,806",11.5,1.80,－
2021/07/09,23,8002,丸紅,東１,946.3,,+4.0,+0.42%,"9,584",7.1,0.90,3.59
2021/07/09,24,3382,セブン＆アイ,東１,"5,018",,-106,-2.07%,"9,576",23.3,1.59,1.99
2021/07/09,25,4568,第一三共,東１,"2,237.5",,-33.5,-1.48%,"9,507",85.7,3.37,1.21
2021/07/09,26,3402,東レ,東１,705.7,,-7.9,-1.11%,"9,474",14.1,0.91,2.27
2021/07/09,27,1357,日経Ｄインバ,東Ｅ,438,,+3,+0.69%,"9,174",－,－,－
2021/07/09,28,3186,ネクステージ,東１,"2,131",,+142,+7.14%,"9,137",21.4,4.51,0.33
2021/07/09,29,5401,日本製鉄,東１,"1,783.5",,-6.0,-0.34%,"9,118",6.8,0.59,－
2021/07/09,30,3436,ＳＵＭＣＯ,東１,"2,645",,-25,-0.94%,"9,103",－,2.39,－
2021/07/09,31,8135,ゼット,東２,320,,-21,-6.16%,"8,665",12.0,0.63,1.56
2021/07/09,32,9201,ＪＡＬ,東１,"2,483",,+31,+1.26%,"8,640",－,1.15,－
2021/07/09,33,7370,Ｅｎｊｉｎ,東Ｍ,"2,845",,-79,-2.70%,"8,616",61.5,18.44,－
